node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
c001M01N40,Unidirectional recording,Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Paper-based surveying is characterized as unidirectional recording.,One-way information recording without interactive access.,"Page 7, Table 6"
c001M01N41,Limited retrieval,Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Total station and film photography provide limited retrieval.,Restricted ability to retrieve information from the retained records.,"Page 7, Table 6"
c001M01N42,Passive display and missing wartime-life recreation,Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Most digital exhibitions passively show exteriors and timelines and lack recreation of wartime life.,Failure to convey lived wartime settings through dynamic or multisensory reconstruction.,"Page 3, Section 2.4.2"
c001M01N43,Intangible cultural heritage skills inheritance interruption,Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,ICH skills are at risk of interruption in inheritance while indigenous people's return rate is below 30%.,Risk that living heritage skills will no longer pass between generations or community members.,"Page 7, Section 4.1.3"
c001M01N44,Rural point-cloud data transmission failure,Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,"The rural point-cloud transmission failure rate is reported as 18.7%, versus 2.3% in urban cores.",Failure or unreliability in transmitting point-cloud data in rural areas.,"Page 3, Section 2.4.1"
c001M01N45,High digital modeling cost,Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Advanced digital modeling costs three to five times more per building than traditional methods.,The higher financial cost of advanced digital capture and modeling.,"Pages 3-4, Section 2.4.1 and Table 3"
c001M01N46,Data format fragmentation and system interoperability problems,Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,More than 70% of projects encounter fragmented formats and system-interoperability issues.,Incompatible data formats and systems that impede reuse across applications.,"Page 7, Section 4.2.3"
c001M01N47,Model precision-real-time rendering trade-off,Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,"High-definition scanning improves restoration efficiency, but precision must be balanced with real-time rendering performance.",The performance conflict between detailed models and real-time visualization.,"Page 6, Section 4.1.1"
c001M01N48,AR-guide loading delay,Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Visitors wait an average of 2.7 seconds before experiencing the AR guide.,A service delay before augmented-reality content becomes available.,"Pages 3-4, Section 2.4.3"
c001M01N49,Haptic-device scarcity,Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Only 5% of venues provide haptic devices.,Limited availability of hardware needed to convey tactile aspects of reconstructed scenes.,"Page 4, Section 2.4.3"
c001M01N50,Excessive commercialization weakens cultural expression,Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Excessive commercialization reduced positive EEG emotional signals by 40%.,Loss of cultural or emotional effect when commercial content dominates interpretation.,"Pages 3-4 and 6, Sections 2.3.1 and 4.1.2"
c001M02N28,Internet celebrity punch point over-commercialization erosion,Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Excessive commercial operation would decrease the number of EEG positive signals by 40%; excessive commercialization (such as punch point of Internet celebrity) will reduce EEG+ emotional signals by 40%,Over-commercialization reducing historical authenticity and visitor engagement,"Page 3, Page 6"
c001M02N29,GLTF/OpenUSD cross-platform data format silos,Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,"More than 70% projects are trapped in fragmented data format and system interoperability issues. Urgent to establish cross-platform standards (e.g., unified 3D model format, GLTF or OpenUSD)",Technical interoperability failure across platforms,Page 7
c001M02N30,Rural LOD200 vs urban LOD400 precision implementation gap,Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,"LOD400 modeling precision adopted for central urban districts... county-level projects restricted to LOD200 models, data interoperability rate below 30%",Unequal precision and interoperability gap between rural and urban areas,Page 3
c001M02N37,High error rate in manual total station surveys (2.3%),Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Total Station Surveying error rate 2.3%,Inherent measurement inaccuracy of traditional manual surveying,Table 3
c001M02N38,Termite damage and structural decay of wooden buildings,Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,37% wooden buildings are damaged by termites; rate of building damage occurred decreased by 17% after digital platform use,Physical deterioration of heritage structures,"Page 1, Page 6"
c001M02N39,Passive static display leading to poor knowledge retention,Limitation,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,85% of digital exhibitions only passively show building exterior and wartime timeline but lack recreation of wartime life,Cognitive and experiential limitation of non-immersive exhibitions,Page 3
c002M01N44,forgetting about 80% of the content in a week’s time,Limitation,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,Two-week gaps were used because most students were expected to have forgotten approximately 80% of content after one week.,Rapid forgetting of previously presented training content.,"Section 3.4, pages 16–17"
c002M01N46,insufficient absorption of information,Limitation,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,The broad and unengaging traditional methods result in insufficient absorption of information by construction workers.,Inadequate learner uptake of conventionally presented safety information.,"Introduction, page 1"
c002M01N47,failure to achieve long-term information retention,Limitation,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,Insufficient absorption in traditional training does not translate into long-term information retention.,Failure of acquired information to persist over time.,"Introduction, page 1"
c002M01N49,difficulty providing feedback and implementing changes to XR content,Limitation,I,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,Participants considered feedback and content changes easier with the conventional presentation than with AR and VR.,The relative difficulty of revising or updating XR training content.,"Discussion, page 23"
c002M02N38,Low safety training motivation syndrome,Limitation,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,Motivation is an essential factor in translating the concepts taught in training to the workplace,Critical factor for translating concepts to workplace that traditional methods fail to address,Page 2-3
c002M02N39,Ebbinghaus forgetting curve effect,Limitation,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,Most students would have forgotten about 80% of the content in a week's time,80% of training content forgotten within one week,Page 17
c002M02N40,Training-to-construction-site knowledge transfer gap,Limitation,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,Motivation was found to be the more effective factor for safety performance practice on the job,Training knowledge not effectively applied to workplace,Page 3
