node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
c001M01N09,Craftsmanship process of wooden construction,Tacit Knowledge,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The wooden-construction craftsmanship process is recorded in sequence.,A procedural traditional craft process involving wooden construction.,"Page 2, Section 2.1.3"
c001M01N10,Craftsmanship process of rammed earth technology,Tacit Knowledge,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The rammed-earth craftsmanship process is recorded in sequence.,A procedural traditional craft process involving rammed-earth technology.,"Page 2, Section 2.1.3"
c001M01N11,Intangible cultural heritage skills,Tacit Knowledge,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Intangible cultural heritage skills are at risk of interruption in inheritance.,Living heritage skills transmitted between people or generations.,"Page 7, Section 4.1.3"
c001M01N54,Historical cognition of visitors,Tacit Knowledge,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Visitors' historical cognition increased by 53% after the dynamic narrative intervention.,Visitors' internalized understanding or cognition of the presented history.,"Pages 2-3, Sections 2.2.1 and 2.3.1"
c002M01N26,safe work practices on construction sites,Tacit Knowledge,I,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,The authors state that knowledge acquired from customized virtual safety training can be translated into safe work practices on construction sites.,Applied safety behavior resulting from acquired construction-safety knowledge.,"Discussion, page 22"
c002M01N27,expertise in construction safety training and implementation,Tacit Knowledge,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,"The selected experts possessed experience in administering, designing, implementing, or researching construction safety training.",Practical and research expertise used to judge appropriate evaluation criteria.,"Section 3.2, pages 11–12"
c002M02N07,On-site hazard identification competency,Tacit Knowledge,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,The enhanced ability of construction workers to understand and recognize hazards is fundamental for a high safety performance on construction sites,The cognitive skill of recognizing safety hazards on construction sites,Page 2-3
c002M02N08,Construction site safety risk perception,Tacit Knowledge,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,The role of virtual safety training in enhancing risk recognition and improving risk perceptions was studied by Namian et al.,The ability to understand and evaluate the severity of safety risks,Page 4
c002M02N09,Heavy machinery operational situational awareness,Tacit Knowledge,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,A VR-based serious game was also used by Choi et al. to evaluate operators' situational awareness during forklift operations,The ability to perceive and understand the environment during operations,Page 4
c002M02N10,Fall protection behavioral responses,Tacit Knowledge,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,The walking pattern of construction workers was studied by Shi et al. using a VR-HMD to assess their fall risk behaviour before and after safety training,The behavioral responses and actions taken in response to safety hazards,Page 4
c002M02N11,Post-training safety knowledge retention capability,Tacit Knowledge,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,The effectiveness of training can be measured by understanding knowledge acquisition and retention among trainees,The ability to acquire and retain information from safety training sessions,Page 2
c002M02N12,Machinery depth perception skills,Tacit Knowledge,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,The importance of using VR-HMDs for enhancing depth perception among novice heavy machinery operators was studied by Shringi et al.,The ability to perceive spatial relationships and distances in three-dimensional space,Page 4
c003M01N01,Energy-related behaviour,Tacit Knowledge,E,Optimizing Building Occupants' Energy-Related Behaviour: Development Of A Training Activity In A Cave Automatic Virtual Environment,"Occupant choices in using air conditioning, windows, and blinds can influence energy consumption and indoor comfort.",Behaviour involving occupants’ operation of building systems in relation to energy use.,"Abstract and Introduction, p. 116; Methods, p. 117"
c003M02N05,Knowledge of thermal comfort,Tacit Knowledge,E,Optimizing Building Occupants' Energy-Related Behaviour: Development Of A Training Activity In A Cave Automatic Virtual Environment,The recommendations provided in the training experience are useful for increase my knowledge of thermal comfort.,Not mentioned,"Page 5, Table II"
c003M02N06,Knowledge of energy consumption in summer,Tacit Knowledge,E,Optimizing Building Occupants' Energy-Related Behaviour: Development Of A Training Activity In A Cave Automatic Virtual Environment,The recommendations provided in the training experience are useful for increase my knowledge of energy consumption in summer.,Not mentioned,"Page 5, Table II"
c004M01N11,practical performance in dealing with excavation hazards,Tacit Knowledge,E,Immersive Virtual Reality Training For Excavation Safety And Hazard Identification,"Participants orally identified, evaluated, and responded to hazards; their practical performance increased significantly after VR training.","Applied ability to identify, evaluate, and respond to excavation hazards.","Sections 4.2.1 and 4.4.1, pp. 891–893; Section 6, p. 899"
c004M01N12,self-efficacy about excavation health and safety,Tacit Knowledge,E,Immersive Virtual Reality Training For Excavation Safety And Hazard Identification,Self-efficacy measured participants’ belief in their capability to follow rules and handle hazardous excavation events.,An individual’s belief in their capability to perform safety tasks or attainments.,"Section 5.2.2, p. 896"
c004M02N05,Hands-on Excavation Hazard Mitigation Skills,Tacit Knowledge,E,Immersive Virtual Reality Training For Excavation Safety And Hazard Identification,Participants' practical performance was assessed in VR before and immediately after the training,"The uncodified ability to identify, evaluate, and respond to excavation hazards in real-time","Page 9, Section 4.2.1"
c004M02N06,On-site Excavation Hazard Recognition Capability,Tacit Knowledge,E,Immersive Virtual Reality Training For Excavation Safety And Hazard Identification,Participants were instructed to walk to the predefined positions around the site and orally identify...each hazard,The practical skill of visually recognizing seven critical excavation hazards,"Page 9, Section 4.2.1"
c004M02N09,Excavation Emergency Response Action Knowledge,Tacit Knowledge,E,Immersive Virtual Reality Training For Excavation Safety And Hazard Identification,"3 stands for being able to identify, evaluate and respond",The practical knowledge of correct actions to mitigate identified hazards,"Page 10, Section 4.2.1"
c005M01N06,experienced bridge-construction hazard knowledge,Tacit Knowledge,I,Enhancing Bridges' Safety Training Using Augmented Reality And Virtual Reality,Safety managers with 14-to-20-plus years of experience were interviewed about hazards encountered in bridge construction.,Experience-based understanding of bridge-construction hazards held by practicing safety managers.,"Section 3.1.1, PDF page 9"
c005M01N07,safety awareness,Tacit Knowledge,E,Enhancing Bridges' Safety Training Using Augmented Reality And Virtual Reality,The authors concluded that increased knowledge acquisition increased trainees’ hazard awareness.,"Personal awareness of safety hazards, particularly in bridge construction.","Sections 4.2, 4.4, and 6, PDF pages 18 and 20–22"
c005M01N08,hazard identification skills,Tacit Knowledge,E,Enhancing Bridges' Safety Training Using Augmented Reality And Virtual Reality,Post-training results showed significant improvement in trainees’ ability to identify hazards missed before training.,A trainee’s applied ability to recognize hazards in construction scenarios.,"Sections 4.4–6, PDF pages 19–22"
c005M01N09,hazard assessment skills,Tacit Knowledge,E,Enhancing Bridges' Safety Training Using Augmented Reality And Virtual Reality,"Trainees showed improved assessment of risk severity, likelihood, and potential impact during VR and after training.","A trainee’s ability to assess the likelihood, severity, and impacts of an identified hazard.","Sections 4.3–6, PDF pages 19–22"
c005M01N10,risk mitigation skills,Tacit Knowledge,E,Enhancing Bridges' Safety Training Using Augmented Reality And Virtual Reality,The discussion states that VR reinforced the how element and elevated trainees’ hazard assessment and risk-mitigation skills.,A trainee’s ability to determine how a construction risk may be mitigated.,"Section 5, PDF page 21"
c005M02N09,Real-time hazard recognition ability,Tacit Knowledge,I,Enhancing Bridges' Safety Training Using Augmented Reality And Virtual Reality,"The trainees promptly started witnessing the hazards that were discussed in the AR session while showing significant improvements in the assessment of the associated risks. As the trainees approach one of the hazardous locations, the right Oculus joystick (Oculus Touch) begins to vibrate, revealing the hazard.",The ability to recognize hazards in real-time while navigating and inspecting a construction site.,"Page 15, 19"
c005M02N10,Risk mitigation knowledge,Tacit Knowledge,E,Enhancing Bridges' Safety Training Using Augmented Reality And Virtual Reality,The left-hand canvas was used to guide and direct the trainees toward ways to mitigate/prevent the potential consequences of the encountered hazards.,"Understanding of methods and procedures to prevent, control, or mitigate the consequences of identified hazards.",Page 15
c005M02N11,Situational awareness in bridge construction,Tacit Knowledge,I,Enhancing Bridges' Safety Training Using Augmented Reality And Virtual Reality,"The trainees promptly started witnessing the hazards that were discussed in the AR session while showing significant improvements in the assessment of the associated risks in terms of their severity (likelihood of occurrence and potential impact on workers, time, cost, and quality).","Understanding of complex site contexts including physical constraints, environmental conditions, and project-specific hazards.",Page 19
c006M01N01,physical abilities and skills of each worker,Tacit Knowledge,E,Fundamental Knowledge Acquisition By Using Wearable Sensor For “Keiroka” Of Construction Industry,The abstract states that one necessary finding is to know the physical abilities and skills of each worker.,Individual worker attributes required for the appropriate introduction of KEIROKA assistive technologies.,"Abstract, p. 9709"
c006M01N02,working posture,Tacit Knowledge,E,Fundamental Knowledge Acquisition By Using Wearable Sensor For “Keiroka” Of Construction Industry,"The questionnaire records main working posture, while sensor posture information and video of the working posture are used in workload estimation.",The bodily posture adopted while performing construction work.,"Sections 3–4, pp. 9711–9712"
c006M01N03,work status,Tacit Knowledge,E,Fundamental Knowledge Acquisition By Using Wearable Sensor For “Keiroka” Of Construction Industry,Researchers attended each worker's job site and recorded their work status on video.,The worker's situated activity at the job site during measurement.,"Section 4, p. 9712"
c006M02N09,Safe work routines,Tacit Knowledge,I,Fundamental Knowledge Acquisition By Using Wearable Sensor For “Keiroka” Of Construction Industry,Workers may not be aware of their weakening core and are more prone to developing low back pain (LBP) syndromes from overexertion at work. The proper use of Smartsuit can reduce burden and fatigue.,"Uncodified behavioral responses during construction work to avoid injury, particularly regarding lumbar load management.","Page 2, Section 1.2"
c006M02N10,Real-time hazard identification performance,Tacit Knowledge,I,Fundamental Knowledge Acquisition By Using Wearable Sensor For “Keiroka” Of Construction Industry,"Creating a safe environment is important... Based on this result, the development of assistive technology suitable for work is required.",Situational awareness and ability to identify risks during active construction work.,"Page 1, Section 1"
c006M02N13,Work posture adaptation skills,Tacit Knowledge,I,Fundamental Knowledge Acquisition By Using Wearable Sensor For “Keiroka” Of Construction Industry,Zhao et al. are promoting Musculoskeletal Disorders (MSDs) prevention by estimating abnormal postures of workers using video and machine learning. It is important to measure the posture in this way.,"Knowing how to adjust work posture to reduce lumbar load, including understanding of abnormal posture risks.","Page 2, Section 1.2"
c007M01N01,expertise of senior staff in construction specialties,Tacit Knowledge,E,Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method,SMCCs draw upon the expertise of senior staff in construction specialties.,Specialist construction expertise embedded in senior personnel.,"Discussion, p. 294"
c007M01N02,expertise they have accumulated and applied to company projects,Tacit Knowledge,E,Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method,Foremen possess expertise accumulated and applied to company projects.,Accumulated construction expertise held and applied by foremen.,"Discussion, p. 295"
c007M01N03,previous project’s experiences,Tacit Knowledge,E,Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method,Acquiring knowledge from previous project’s experiences is KA6.,Experience acquired through previous construction projects.,"Knowledge Management Process Factors and Table 2, pp. 286–287"
c007M02N03,Lessons Learned,Tacit Knowledge,E,Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method,Storing lesson learned into the database (KS6),Experience-based knowledge from completed projects,Page 12
c007M02N04,Safety Knowledge,Tacit Knowledge,E,Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method,KM in the safety of construction projects relies merely on supervisors' motivation and workers' self-regulation,Uncodified knowledge related to safety management in construction projects,Page 6
c007M02N64,Senior Staff Expertise,Tacit Knowledge,I,Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method,drawing upon the expertise of senior staff in construction specialties,Accumulated knowledge and skills of senior staff,Page 20
c007M02N65,Foremen Expertise,Tacit Knowledge,I,Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method,the expertise they have accumulated and applied to company projects,On-site management knowledge of foremen,Page 21
c007M02N68,Owner Tacit Knowledge,Tacit Knowledge,I,Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method,informal KM practices heavily influenced by company owners,Uncodified decision-making and management knowledge held by company owners,Page 21
c008M01N05,expert opinions,Tacit Knowledge,E,Convolutional Neural Network Algorithm-Based Novel Automatic Text Classification Framework For Construction Accident Reports,The paper states that production safety management traditionally relied on expert opinions.,Not mentioned,"PDF p. 2, Previous Studies on Accident Narrative Text Mining"
