node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
c001M01N14,Visitors,Knowledge Learner,I,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Visitors' historical cognition and understanding increased after digital narrative and immersive experiences.,Visitors receiving historical knowledge through heritage-tourism experiences.,"Pages 2-6, Sections 2.2.1, 2.3, 3.2, and 3.3"
c001M01N15,Users,Knowledge Learner,I,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Users upload wartime-themed photography and drawings in the Red Journey co-creation module and engage with its interactive archive.,Participants in the virtual-village co-creation module.,"Pages 2-3, Section 2.2.2"
c001M02N12,VR/AR-equipped cultural heritage tourists,Knowledge Learner,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The historical cognition of visitors increased by 53% after the QR code animation triggered by Unity3D engine,End-users acquiring historical knowledge through VR/AR experiences,"Page 2, Table 2"
c001M02N13,Bayu rural indigenous community inhabitants,Knowledge Learner,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The return rate of indigenous people is generally below 30% and intangible cultural heritage skills are at risk of interruption,Local community members in rural heritage areas,Page 6-7
c002M01N30,trainees enrolled in construction safety and risk management at Monash University,Knowledge Learner,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,Sixty trainees enrolled in construction safety and risk management participated in the training.,The cohort of final-year undergraduate and graduate students who received the three training modes.,"Section 3.4, pages 16–17"
c002M02N18,Monash University engineering student trainees,Knowledge Learner,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,A cohort of 60 trainees enrolled in construction safety and risk management at Monash University were employed for the construction safety training,Final-year undergraduate or graduate students with part-time work experience on construction sites,Page 16
c002M02N19,Occupational safety trainees,Knowledge Learner,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,The training aimed to educate the trainees on the different fall risks in housing construction,General term for individuals receiving safety training,Page 14
c004M01N13,university students,Knowledge Learner,E,Immersive Virtual Reality Training For Excavation Safety And Hazard Identification,The pilot and comparative studies included university students as participants.,Not mentioned,"Sections 4.1 and 5.1, pp. 891 and 895"
c004M01N14,construction professionals,Knowledge Learner,E,Immersive Virtual Reality Training For Excavation Safety And Hazard Identification,The pilot and comparative studies included professionals from the construction sector as participants.,Not mentioned,"Sections 4.1 and 5.1, pp. 891 and 895"
c004M02N10,Training Program Participants (Trainees),Knowledge Learner,E,Immersive Virtual Reality Training For Excavation Safety And Hazard Identification,A total of 40 participants...participated in the pilot study,All individuals undergoing the VR or manual training interventions in the study,"Page 9, Section 4.1"
c004M02N11,On-ground Construction Workers (Target Population),Knowledge Learner,E,Immersive Virtual Reality Training For Excavation Safety And Hazard Identification,It would be interesting to repeat the study with construction workers on the ground,The actual ground-level workers who need to apply safety skills on real sites,"Page 19, Section 6.1"
c004M02N12,University Student Trainees,Knowledge Learner,E,Immersive Virtual Reality Training For Excavation Safety And Hazard Identification,The participants consisted of 28 university students and 12 professionals,Student participants recruited from Massey University as trainees,"Page 9, Section 4.1"
c005M01N13,students,Knowledge Learner,E,Enhancing Bridges' Safety Training Using Augmented Reality And Virtual Reality,The 24 training participants included students and engineers.,Student participants who completed the AR/VR training and evaluation.,"Section 4.1, PDF page 18"
c005M01N14,engineers,Knowledge Learner,E,Enhancing Bridges' Safety Training Using Augmented Reality And Virtual Reality,"The 24 training participants included students and engineers, with experience ranging from zero to 36 years.",Engineer participants who completed or began the AR/VR training and evaluation.,"Sections 4.1–4.3, PDF pages 18–19"
c005M02N16,Trainees,Knowledge Learner,E,Enhancing Bridges' Safety Training Using Augmented Reality And Virtual Reality,"24 participants, including students and engineers, undertook the safety training using both the AR and VR technology followed by the hazard identification test.",The 24 participants (students and engineers) who underwent the AR/VR safety training program.,Page 18
c005M02N17,Younger trainees (students),Knowledge Learner,E,Enhancing Bridges' Safety Training Using Augmented Reality And Virtual Reality,"However, it was noticed that younger trainees were more comfortable with the VR experience, as it took them around 15 min on average to navigate the site and detect most of the hazards.","Younger participants in the training program, typically students, who demonstrated greater comfort with VR technology.",Page 19
