node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
c001M01N04,Construction professionals,Knowledge Holder,E,Immersive virtual reality training for excavation safety and hazard identification,The participants consisted of 28 university students and 12 professionals from the construction sector.,Industry practitioners directly working within or managing construction and geotechnical works.,"Page 9, Section 4.1"
c001M01N05,University students,Knowledge Holder,E,Immersive virtual reality training for excavation safety and hazard identification,The participants consisted of 28 university students and 12 professionals from the construction sector.,Academic learners representing the future entry baseline for the construction workforce.,"Page 9, Section 4.1"
c001M02N13,Construction workers,Knowledge Holder,I,Immersive virtual reality training for excavation safety and hazard identification,The target population for excavation safety training,Not mentioned,"p.1, Abstract"
c002M01N02,Traditional Artisans,Knowledge Holder,E,Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings,Bulgaria's digital authorization system for intangible cultural heritage (ICH) skills raised traditional artisans income by 40%.,Specific roles or experts possessing physical cultural craft knowledge.,"Page 7, Section 4.2.1"
c002M01N06,Visitors,Knowledge Holder,E,Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings,Digital technology can improve visitors' immersion in virtual experience (the VR stay rate has been increased by 40%).,The consumers or individuals absorbing the preserved historical knowledge.,"Page 1, Abstract"
c002M02N10,Indigenous people of Shanchengxiang,Knowledge Holder,E,Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings,return rate of indigenous people is generally below 30%,Local residents who hold ICH skills and traditional knowledge,Section 4.1.3
c003M01N05,Engineering Students,Knowledge Holder,E,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment,A cohort of 60 trainees enrolled in construction safety and risk management at Monash University were employed,Final-year undergraduate or graduate students possessing baseline familiarity with site safety practices via part-time employment,PAGE 16
c003M02N10,Trainers (researchers),Knowledge Holder,I,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment,The safety team prepared an immersive environment for demonstration of concepts using Unity3D... The authors used Unity3D.,Not explicitly defined but inferred as the research team administering training,"Section 3, page 7; Section 3.4, page 14"
c004M01N01,Lead Tender Administrator (LTA),Knowledge Holder,E,A generative AI model for automating construction bid preparation,"At Alpha, the lead tender administrator (LTA) participated",Not mentioned,"PAGE 5, Source 153"
c004M01N03,Assistant Tender Administrator 2 (ATA2),Knowledge Holder,E,A generative AI model for automating construction bid preparation,ATA2 Engineering tenders,Not mentioned,"PAGE 9, Source 272"
c004M01N04,Bid Manager (BM),Knowledge Holder,E,A generative AI model for automating construction bid preparation,"In the Beta case, the primary participant was the Bid Manager (BM)",Not mentioned,"PAGE 9, Source 274"
c004M01N05,Bid Administrator 1 (BA1),Knowledge Holder,E,A generative AI model for automating construction bid preparation,"BA1, 1, 2 years",Not mentioned,"PAGE 9, Source 272"
c004M01N06,Bid Administrator 2 (BA2),Knowledge Holder,E,A generative AI model for automating construction bid preparation,"BA2, 1, 3 years",Not mentioned,"PAGE 9, Source 272"
c004M01N30,Research team,Knowledge Holder,E,A generative AI model for automating construction bid preparation,Ground truth labels for the requirements extraction module were generated through manual annotation of the RFPs by the research team,The academic operators executing the study,"PAGE 14, Source 511"
c004M02N12,Bid Manager (Beta),Knowledge Holder,E,A generative AI model for automating construction bid preparation,"The Bid Manager (BM) at Beta participated in interviews, has 17 years of experience, and relies on intuition.",Not mentioned,Page 8-9
c004M02N14,bid preparation team,Knowledge Holder,E,A generative AI model for automating construction bid preparation,"The bid preparation team includes bid managers, coordinators, and administrators. They review AI-generated drafts.",Not mentioned,"Pages 5, 11"
c004M02N15,experts (evaluators),Knowledge Holder,E,A generative AI model for automating construction bid preparation,Five experts with extensive professional experience in construction procurement and bid preparation evaluated AI-generated proposals.,Not mentioned,Page 14
c004M02N16,management,Knowledge Holder,I,A generative AI model for automating construction bid preparation,Management makes final bid/no-bid decisions based on extracted requirements.,Not mentioned,Page 11
c005M01N01,construction workers,Knowledge Holder,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,"We have tested the physical performance of construction workers, conducted questionnaires on back pain, and also measured their physical workload using wearable sensors.",Field personnel executing physical construction operations subject to musculoskeletal risks.,"Page 1, Abstract"
c005M02N12,Workers with LBP history,Knowledge Holder,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,"There were 111 subjects with LBP... For those with LBP, α = -0.504 and β = 110.11",Subgroup of construction workers who have experienced low back pain.,"Page 5, Section 5.2"
c006M01N17,Staff in companies,Knowledge Holder,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","Valuable information on incidents, accidents and best practices is lost as staff changes in companies",General corporate personnel holding operational memories,"Page 1, Introduction"
c007M01N07,Trainer,Knowledge Holder,E,Effectiveness Of Virtual Reality In Construction Quality Training: Comparative Study,with the best scores placed in the trainer group and the lower scores in the trainee group.,An operator showing high ICT mastery assigned to support a peer during workflows.,Page 3
c007M01N08,Trainee,Knowledge Holder,E,Effectiveness Of Virtual Reality In Construction Quality Training: Comparative Study,Each trainer was randomly paired with a trainee to constitute teams.,An operator demonstrating lower baseline ICT literacy who receives active peer mentoring.,Page 3
c007M01N09,Training pharmacist,Knowledge Holder,E,Effectiveness Of Virtual Reality In Construction Quality Training: Comparative Study,The trainer was a pharmacist who specialized in using the robot.,"A specialized institutional pharmacist who manages, guides, and observes the learning intervention.",Page 2
c007M02N09,operators (pharmacy technicians),Knowledge Holder,E,Effectiveness Of Virtual Reality In Construction Quality Training: Comparative Study,"""operators"" (context of pharmacy technicians)",Not mentioned,Page 1
c007M02N11,trainee operators,Knowledge Holder,E,Effectiveness Of Virtual Reality In Construction Quality Training: Comparative Study,"""trainee"" (repeatedly used to designate learners)",Not mentioned,Page 3
