node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
c101M01N19,Declining clinical exposure,Limitation,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Pediatric surgery education faces significant challenges in contemporary medical training. General surgery residents complete only 33.8 designated pediatric cases,The severe contraction of physical operating room case availability for trainees.,"PAGE 1, Lines 22-23"
c101M01N20,High cost of professional studio production,Limitation,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,High-quality video production typically requires professional studios with substantial costs,"The financial barrier associated with studio rentals, videographers, and equipment fees.","PAGE 2, Line 48"
c101M01N21,Green screen technical challenges,Limitation,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,"Green screen chroma keying presents substantial technical challenges: uneven lighting causing shadows and hot spots, color spill requiring extensive correction",The array of infrastructure requirements and post-production flaws inherent to chroma key setups.,"PAGE 2, Line 49"
c101M01N22,Lack of long-term retention assessment,Limitation,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,"Second, outcomes were assessed immediately after video viewing; therefore, long-term knowledge retention and transfer to clinical performance were not evaluated.",The absence of multi-month follow-up or longitudinal transfer tracking in the evaluation.,"PAGE 8, Line 258"
c102M01N12,Monotony and high repetitiveness,Limitation,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Traditional rehabilitation approaches often suffer from low adherence due to their monotony and high repetitiveness.,The structural boring nature of traditional medical physical exercise programs.,"PAGE 1, PAGE 2"
c102M01N13,Scarcity of professional training resources,Limitation,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"However, these resources are currently very scarce, which makes it difficult to popularize.",The severe human resource bottleneck concerning qualified physical trainers.,PAGE 2
c102M01N14,High treatment cost,Limitation,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"The traditional rehabilitation treatment often has the defects such as boring, high treatment cost.",Financial limitations associated with long-term face-to-face medical sessions.,PAGE 2
c102M01N15,Lack of real-time interactive feedback,Limitation,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Traditional exercise rehabilitation methods often have problems such as a single form of intervention and lagging feedback.,The structural deficit of static materials which cannot visually correct physical user errors instantly.,"PAGE 1, PAGE 3"
c102M02N37,Low patient compliance,Limitation,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Traditional exercise rehabilitation methods often have problems such as... leading to insufficient patient compliance and thus affecting the rehabilitation effect,Patients' unwillingness or inability to adhere to prescribed rehabilitation regimens,Section 1
c102M02N38,Boredom due to monotony,Limitation,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Traditional exercise rehabilitation methods often have problems such as a single form of intervention, high repetitiveness... the practice method of traditional Baduanjin is single and lacks of interest, which makes people easily feel boring","Loss of engagement from repetitive, unchanging training content","Section 1, Section 2.1"
c102M02N39,Lagging feedback,Limitation,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Traditional exercise rehabilitation methods often have problems such as... lagging feedback,"Delayed or absent performance information, preventing real-time correction",Section 1
c102M02N40,Passive learning,Limitation,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"In the comparison system, users passively receive Baduanjin-related knowledge by reading a scrolling user interface or a book with automatic page-turning","Learning without interactivity, active participation, or adaptive feedback",Section 3.2.4
c102M02N41,Scarcity of professional teachers,Limitation,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Relying on the oral teaching... requires a large number of professional teachers and scientific training system. However, these resources are currently very scarce",Insufficient number of qualified instructors to meet public demand,Section 2.1
c102M02N43,Short training period (study limitation),Limitation,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The relatively limited sample size of subjects and the short training period are not yet sufficient to assess the sustained effect of the system in long-term intervention,Each TWJB session lasted approximately 25 minutes; insufficient for longitudinal retention assessment,Section 6
c102M02N44,Small sample size (study limitation),Limitation,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The relatively limited sample size of subjects,"78 total participants (30 patients, 48 healthy adults); limits generalizability",Section 6
c102M02N45,Action recognition not using deep learning,Limitation,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"The action recognition algorithm is still based on traditional skeleton matching, and deep learning models have not yet been introduced to improve recognition accuracy and feedback sensitivity",Current DTW-based approach lacks deep learning enhancements for greater precision,Section 6
c103M01N23,Complex Technical Use,Limitation,E,Game-based learning as training to use a chemotherapy preparation robot,"Complex technical use, downtime periods, and insufficient training caused a drop in motivation and disparities in operators' knowledge.",Inherent user-interface or logic difficulty complicating immediate fluid adoption.,Page 1
c103M01N24,Periods of Machine Downtime,Limitation,E,Game-based learning as training to use a chemotherapy preparation robot,"The decrease in motivation and self-efficacy over time suggests that regular refresher sessions are necessary; however, it should be noted that our PharmaHelp® robot was little used during the six months post-training because of a breakdown",Mechanical failures or technical blocks preventing continuous workspace exposure.,"Page 1, Page 6"
c103M01N25,Variability in Operators' Knowledge,Limitation,E,Game-based learning as training to use a chemotherapy preparation robot,A problem was identified (step 1) the variability in operators' knowledge about the PharmaHelp® robot,Disparities in staff skills born from inconsistent historical coaching and background gaps.,"Page 1, Page 2"
c103M01N27,Motivation and Self-efficacy Decay over Time,Limitation,I,Game-based learning as training to use a chemotherapy preparation robot,The decrease in motivation and self-efficacy over time suggests that regular refresher sessions are necessary,The natural fading of confidence metrics when long gaps occur between active system operations.,"Page 5, Page 6"
c103M02N41,Insufficient training,Limitation,E,Game-based learning as training to use a chemotherapy preparation robot,"Complex technical use, downtime periods, and insufficient training caused a drop in motivation and disparities in operators knowledge.",The initial training was inadequate in duration or depth.,"Page 1, Abstract"
c103M02N43,Drop in motivation,Limitation,E,Game-based learning as training to use a chemotherapy preparation robot,Complex technical use and periods of machine downtime caused drops in motivation.,Reduced willingness to use the robot.,"Page 2, 'Introduction'"
