node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
c201M01N14,Traditional PACS workflow,Technology-enable Practice,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,"Control participants manually searched, localized, reasoned, and reported through PACS without AI.",A conventional non-augmented PACS training workflow.,"PDF p. 3, Teaching intervention protocol"
c201M01N15,PACS + AI framework,Technology-enable Practice,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,The intervention embedded AI cognitive scaffolding directly within the PACS workflow.,An integrated training framework combining PACS with dynamic AI assistance.,"PDF pp. 3-4, Teaching intervention protocol"
c201M01N16,Automated lesion annotation,Technology-enable Practice,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,AI-driven detection and parameter extraction automated lesion annotation.,A cognitive support function for real-time lesion detection and quantification.,"PDF pp. 3-4 and 7, Methods and Discussion"
c201M01N17,Structured diagnostic prompting,Technology-enable Practice,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,The system provided step-by-step differential-diagnosis guidance and real-time sign feedback.,A digital scaffolding function that structures diagnostic reasoning.,"PDF pp. 3-4 and 7, Methods and Discussion"
c201M01N18,Workflow-contextualized feedback,Technology-enable Practice,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,Trainee-AI comparison and error-to-outcome mapping supported error correction and schema acquisition.,Feedback embedded in workflow and connected to potential clinical consequences.,"PDF pp. 3-4 and 7-8, Methods and Discussion"
c201M01N19,Longitudinal retention assessments,Technology-enable Practice,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,"Knowledge and competencies were assessed immediately, at one month, and at three months using standard PACS.",Repeated testing used to evaluate enduring knowledge and competency after training.,"PDF pp. 3-5, Assessment protocol"
c201M02N19,Cognitively Scaffolded PACS+AI Training System,Technology-enable Practice,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,A cognitively optimized PACS+AI framework versus conventional PACS in enhancing radiology education,A workflow-embedded AI framework built upon a custom integration layer connecting GE Centricity PACS with a dedicated AI inference server,"Page 1-3, Abstract and Methods"
c201M02N20,Longitudinal Knowledge Retention Testing Regimen,Technology-enable Practice,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,"All post-intervention assessments (immediate, 1-month, and 3-month) were conducted under standardized conditions","Standardized testing sessions at immediate, 1-month, and 3-month post-intervention intervals using parallel-testing design","Page 3, Section 2.1"
c202M01N18,IoT workshop,Technology-enable Practice,E,Enhancing Digital Health Literacy Of Village Health Volunteers Through Vocational Training Programs,The 120-minute IoT workshop provided hands-on practice with smartwatches and health measurements.,A hands-on training session in which VHVs used IoT healthcare devices.,"PDF pp. 2–4, Sections II.C–V"
c202M01N19,AI workshop,Technology-enable Practice,E,Enhancing Digital Health Literacy Of Village Health Volunteers Through Vocational Training Programs,The 120-minute AI workshop used ChatGPT to gather and analyze health information.,A hands-on training session in which VHVs analyzed wearable-device data with ChatGPT.,"PDF pp. 2–4, Sections II.C–V"
