node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
c201M01N01,Theoretical radiology knowledge,Explicit Knowledge,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,"The assessment covered multimodal physics, radiologic-pathologic correlation, cross-sectional anatomy, and clinical safety/ethics.",Codified radiology subject knowledge assessed through validated item-bank questions.,"PDF pp. 4-5, Methods"
c201M01N02,100 matched teaching cases,Explicit Knowledge,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,Both groups interpreted 100 matched cases covering common pathologies.,The standardized case set used in both training conditions.,"PDF p. 3, Teaching intervention protocol"
c201M01N03,Static DICOM images,Explicit Knowledge,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,The control workflow used static DICOM images.,Codified medical images loaded and interpreted through PACS.,"PDF p. 3, Randomization and intervention"
c201M01N04,Validated national medical imaging item bank,Explicit Knowledge,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,The theoretical test was compiled from a validated national item bank.,A psychometrically validated collection of medical-imaging assessment questions.,"PDF pp. 4-5, Methods"
c201M02N02,National Medical Examination Center Item Bank,Explicit Knowledge,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,"Theoretical knowledge was assessed using a standardized test compiled from a validated national medical imaging item bank. This item bank, developed and maintained by the National Medical Examination Center of China, provides psychometrically validated questions",A validated national medical imaging item bank developed and maintained by the National Medical Examination Center of China,"Page 5, Section 2.2"
c201M02N03,Radiology AI TAM Perception Scale,Explicit Knowledge,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,"AI acceptance was examined using a validated 7-item Technology Acceptance Model (TAM) scale measuring Perceived Usefulness (PU), Perceived Ease of Use (PEOU), and Behavioral Intention (BI) on a 7-point Likert scale","A validated 7-item Technology Acceptance Model scale measuring Perceived Usefulness, Perceived Ease of Use, and Behavioral Intention on a 7-point Likert scale","Page 4-5, Section 2.2"
c201M02N04,NASA-TLX Cognitive Load Inventory,Explicit Knowledge,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,Cognitive load was evaluated post-session with the NASA-Task Load Index (NASA-TLX) across six dimensions (0-100 scale) to assess extraneous and intrinsic load dynamics,A validated tool measuring cognitive load across six dimensions on a 0-100 scale,"Page 4, Section 2.2"
c201M02N05,CONSORT Quality Reporting Standard,Explicit Knowledge,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,This baseline equivalence satisfies CONSORT randomization quality criteria,The CONSORT (Consolidated Standards of Reporting Trials) guidelines for reporting randomized controlled trials,"Page 5, Section 6"
c201M02N06,Baseline Demographics and Pre-test Competency,Explicit Knowledge,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,"Baseline characteristics, including scores from a pre-intervention theoretical knowledge test designed specifically for this study, were comparable between groups","Demographic and competency measures including gender, age, theoretical knowledge scores, and practical image interpretation scores","Page 5, Section 2.2"
c201M02N07,100 Standardized Radiology Teaching Cases,Explicit Knowledge,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,"Both groups completed a standardized 4-week program (5 days/week, 2 h/day) using 100 matched teaching cases covering common pathologies (e.g., pulmonary nodules, cerebral infarction)",A set of 100 matched teaching cases covering common pathologies including pulmonary nodules and cerebral infarction,"Page 3, Section 2"
c201M02N08,Static PACS DICOM Teaching Images,Explicit Knowledge,E,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,The control group used traditional PACS workflows (GE Healthcare Centricity v5.0) with static DICOM images,Static Digital Imaging and Communications in Medicine images used for training and interpretation,"Page 3, Section 2.2"
