src_node_id,dst_node_id,relation_type,src_l1_node_id,dst_l1_node_id,evidence_label,case_title,evidence_statement
s002M02EX01,s002M02KH01,be_held_by,c101M01N05,c101M01N01,E,SIC 80 - Services (Health Services),Standardized 6-10 min lecture scripts were developed by board-certified pediatric surgeons.
s002M02KH01,s002M02TP01,participate_in,c101M01N01,c101M01N09,E,SIC 80 - Services (Health Services),All AI-generated visual elements underwent board-certified pediatric surgeon review.
s002M02KH02,s002M02TP01,participate_in,c101M01N02,c101M01N09,E,SIC 80 - Services (Health Services),Medical students and pediatric surgery residents viewed standardized lecture videos on five core pediatric surgery topics.
s002M02TP01,s002M02TE01,adopt,c101M01N09,c101M01N10,E,SIC 80 - Services (Health Services),AI background replacement using FLUX.1-Fill (inpainting) and FLUX.1-dev (development) models
s002M02TP01,s002M02TE02,adopt,c101M01N09,c101M01N12,E,SIC 80 - Services (Health Services),"AI enhancement used FLUX.1-Fill and FLUX.1-dev models via ComfyUI, an open-source workflow interface"
s002M02TP01,s002M02TA02,evaluate,c101M01N09,c101M01N06,E,SIC 80 - Services (Health Services),Primary outcomes were perceived educational clarity (five-point Likert scale) and knowledge acquisition assessed by a 40-item multiple-choice examination.
s002M02TA02,s002M02KH02,be_absorbed_by,c101M01N06,c101M01N03,E,SIC 80 - Services (Health Services),"Among junior residents (n=20), AI-enhanced videos showed higher clarity and knowledge"
s002M02TR07,s002M02LI01,be_constrained_by,c101M01N08,c101M01N19,E,SIC 80 - Services (Health Services),Pediatric surgery training is challenged by declining clinical exposure and limited access to high-quality educational resources.
s002M02TP01,s002M02LI03,resolve,c101M01N09,c101M01N20,E,SIC 80 - Services (Health Services),Locally deployed AI production reduced per-video costs by 72-94% compared with traditional studio production.
s002M02TP01,s002M02LI02,resolve,c101M01N09,c101M01N21,E,SIC 80 - Services (Health Services),The approach eliminates green screen infrastructure and its technical challenges.
s002M02TP01,s002M02TR07,complement,c101M01N09,c101M01N08,E,SIC 80 - Services (Health Services),"Al has the potential to be a powerful adjunct to surgical education if deployed thoughtfully and ethically, complementing rather than replacing the vital educator-learner relationship"
s002M02TP01,s002M02TR07,cannot_fully_replace,c101M01N09,c101M01N08,E,SIC 80 - Services (Health Services),Al cannot replace the critical role of educators and must be used as complementary tool with robust governance frameworks.
s002M02TP01,s002M02OD05,depend_on,c101M01N09,c101M01N16,I,SIC 80 - Services (Health Services),This trade-off favors AI enhancement when faculty time is institutionally subsidized
s002M02TP01,s002M02ED02,depend_on,c101M01N09,c101M01N18,E,SIC 80 - Services (Health Services),"This approach represents a practical, scalable strategy for enhancing pediatric surgery education, particularly in resource-limited settings."
s002M02TP01,s002M02LI01,be_constrained_by,c101M01N09,c101M01N22,E,SIC 80 - Services (Health Services),"Second, outcomes were assessed immediately after video viewing; therefore, long-term knowledge retention and transfer to clinical performance were not evaluated."
s002M02EX01,s002M02TP02,be_transferred_by,c101M02N01,c101M02N16,E,SIC 80 - Services (Health Services),Identical scripts and narration were used in both groups; the intervention differed only by AI-based background enhancement.
s002M02EX02,s002M02KH01,be_held_by,c101M02N02,c101M01N01,E,SIC 80 - Services (Health Services),Expert-curated illustrations were overlaid; source expertise not explicitly stated but implicit from content development.
s002M02EX02,s002M02TP02,be_transferred_by,c101M02N02,c101M02N16,E,SIC 80 - Services (Health Services),Illustration overlay (0.5-1 h per video) in DaVinci Resolve as part of AI-enhanced workflow.
s002M02EX02,s002M02KH02,be_absorbed_by,c101M02N04,c101M01N02,E,SIC 80 - Services (Health Services),Medical students in AI-enhanced group scored 7.3 percentage points higher than standard group.
s002M02TA03,s002M02KH02,be_absorbed_by,c101M02N09,c101M01N02,E,SIC 80 - Services (Health Services),87.5% of AI-enhanced group would recommend vs. 63.3% of standard group.
s002M02KH01,s002M02TR05,participate_in,c101M01N01,c101M02N13,I,SIC 80 - Services (Health Services),Board-certified surgeons develop content for traditional studio videos.
s002M02KH01,s002M02TP02,participate_in,c101M01N01,c101M02N16,E,SIC 80 - Services (Health Services),Board-certified pediatric surgeons reviewed AI-generated visual elements.
s002M02KH02,s002M02TP02,participate_in,c101M02N12,c101M02N16,E,SIC 80 - Services (Health Services),Junior residents (PGY 1-2) included in AI-enhanced group.
s002M02TR05,s002M02LI03,be_constrained_by,c101M02N13,c101M01N20,E,SIC 80 - Services (Health Services),"Professional studio production costs $2,000-8,500 per video."
s002M02TR03,s002M02LI02,be_constrained_by,c101M02N14,c101M01N21,E,SIC 80 - Services (Health Services),"Green screen has uneven lighting, color spill, shadows, six-foot separation, wardrobe restrictions, extensive post-production."
s002M02TP02,s002M02TE02,adopt,c101M02N16,c101M01N12,E,SIC 80 - Services (Health Services),"AI enhancement used ComfyUI, an open-source workflow interface."
s002M02TP02,s002M02TE01,adopt,c101M02N16,c101M01N10,E,SIC 80 - Services (Health Services),AI background replacement using FLUX.1-Fill and FLUX.1-dev models.
s002M02TP02,s002M02EX02,evaluate,c101M02N16,c101M02N03,E,SIC 80 - Services (Health Services),Knowledge assessed immediately after viewing AI-enhanced videos.
s002M02TP02,s002M02TA02,evaluate,c101M02N16,c101M01N07,E,SIC 80 - Services (Health Services),Clarity scores measured for AI-enhanced videos.
s002M02TP02,s002M02TA03,evaluate,c101M02N16,c101M02N09,E,SIC 80 - Services (Health Services),Willingness to recommend measured for AI-enhanced videos.
s002M02TP02,s002M02OD05,depend_on,c101M02N16,c101M01N16,I,SIC 80 - Services (Health Services),This tradeoff favors AI enhancement when faculty time is institutionally subsidized.
s002M02TP02,s002M02ED02,depend_on,c101M02N16,c101M01N18,E,SIC 80 - Services (Health Services),Particularly relevant for resource-limited settings where traditional infrastructure is unavailable.
s002M02TP02,s002M02LI03,mitigate,c101M02N16,c101M01N20,E,SIC 80 - Services (Health Services),AI-enhanced approach reduces per-video costs by 72-94%.
s002M02TP02,s002M02LI02,mitigate,c101M02N16,c101M01N21,E,SIC 80 - Services (Health Services),AI eliminates green screen infrastructure and its technical challenges.
s002M02TP02,s002M02LI01,be_constrained_by,c101M02N16,c101M01N22,E,SIC 80 - Services (Health Services),Long-term knowledge retention and transfer to clinical performance were not evaluated.
s002M02TA01,s002M02KH01,be_held_by,c102M01N03,c102M01N06,E,SIC 80 - Services (Health Services),...relying on the oral teaching of the dissemination of the way requires a large number of professional teachers.
s002M02EX01,s002M02TR03,be_transferred_by,c102M01N01,c102M01N07,E,SIC 80 - Services (Health Services),The comparison system used non-interactive instructional materials consisting of static images and text.
s002M02TA01,s002M02LI02,be_difficult_to_capture_due_to,c102M01N03,c102M01N15,E,SIC 80 - Services (Health Services),"Traditional exercise rehabilitation methods often have problems such as a single form of intervention, high repetitiveness, and lagging feedback."
s002M02KH02,s002M02TR03,participate_in,c102M01N05,c102M01N07,E,SIC 80 - Services (Health Services),Two cohorts of participants were recruited to compare... randomized into experimental and control groups.
s002M02TR03,s002M02LI01,be_constrained_by,c102M01N07,c102M01N12,E,SIC 80 - Services (Health Services),Traditional rehabilitation approaches often suffer from low adherence due to their monotony.
s002M02TR03,s002M02LI03,be_constrained_by,c102M01N07,c102M01N14,E,SIC 80 - Services (Health Services),"The traditional rehabilitation treatment often has the defects such as boring, high treatment cost."
