node_id,node_name,parent_id,category,case_title,evidence_statement
c001M01N01,Excavation safety knowledge,s001M02EX03,Structured Knowledge Metrics & Performance Benchmarks,Immersive virtual reality training for excavation safety and hazard identification,This knowledge test included ten multiple-choice questions covering the seven critical hazards identified in Section 3.3.
c001M01N02,Real-time hazard identification performance,s001M02TA04,Adaptive Tacit Knowledge,Immersive virtual reality training for excavation safety and hazard identification,The pilot study's results suggest that the VR training system is effective in improving participants' practical performance when dealing with excavation hazards.
c001M01N03,Self-efficacy belief,s001M02TA02,Cognitive Tacit Knowledge,Immersive virtual reality training for excavation safety and hazard identification,Self-efficacy is an instrument to indicate an individual's belief in their capability to perform tasks or gain attainments
c001M01N04,Construction professionals,s001M02KH01,Operational & Executive Workforce (Human Agents),Immersive virtual reality training for excavation safety and hazard identification,The participants consisted of 28 university students and 12 professionals from the construction sector.
c001M01N05,University students,s001M02KH01,Operational & Executive Workforce (Human Agents),Immersive virtual reality training for excavation safety and hazard identification,The participants consisted of 28 university students and 12 professionals from the construction sector.
c001M01N06,Health and safety manual self-study,s001M02TR03,Deliberate Practice,Immersive virtual reality training for excavation safety and hazard identification,"A control group received training via a traditional training method, in this case an excavation health and safety manual."
c001M01N07,Immersive VR training system,s001M02TP01,Immersive Interactive Training & Safety Simulation,Immersive virtual reality training for excavation safety and hazard identification,This study proposes an immersive VR training system for excavation safety and hazard identification.
c001M01N08,Head Mounted Displays (Oculus Quest),s001M02TE02,Human–Computer Interaction and Immersive Technologies,Immersive virtual reality training for excavation safety and hazard identification,The training solution presented in this work was an immersive VR application deployed on one of the most popular standalone HMDs: Oculus quest.
c001M01N09,Unity game engine,s001M02TE02,Human–Computer Interaction and Immersive Technologies,Immersive virtual reality training for excavation safety and hazard identification,The virtual environments were modelled and rendered using Unity (version 2019.1.10f1).
c001M01N10,Wireless controllers,s001M02TE02,Human–Computer Interaction and Immersive Technologies,Immersive virtual reality training for excavation safety and hazard identification,The office scenario offered tutorials for participants to learn and practice interaction and navigation using Oculus Quest's wireless controllers in VR.
c001M01N11,Industry health and safety regulations,s001M02ED01,Macro-Regulatory & Jurisdictional Frameworks,Immersive virtual reality training for excavation safety and hazard identification,The training objectives of the immersive VR training system were developed based on two guidelines: Occupational Safety and Health Administration (OSHA) Trenching and Excavation Safety and WorkSafe Excavation Safety.
c001M01N12,Knowledge decay over time,s001M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Immersive virtual reality training for excavation safety and hazard identification,"Newly acquired knowledge is vulnerable because forgetting always occurs, as demonstrated by Ebbinghaus's forgetting curve."
c001M01N13,Knowledge-to-practice gap,s001M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Immersive virtual reality training for excavation safety and hazard identification,Their results suggest that physical therapy graduates do not use newly acquired knowledge to inform their practice... knowing more does not necessarily mean behaving more safely
c001M01N14,Interactive questioning strategy,s001M02EX03,Structured Knowledge Metrics & Performance Benchmarks,Immersive virtual reality training for excavation safety and hazard identification,This study adopted questioning as the instructional method for the immersive VR training system... Questions can stimulate thinking and enhance engagement
c001M01N15,Direct selection user interface mode,s001M02TE02,Human–Computer Interaction and Immersive Technologies,Immersive virtual reality training for excavation safety and hazard identification,The results show that direct selection mode UI performed better than indirect selection mode
c001M02N01,OSHA Trenching and Excavation Safety guidelines,s001M02EX01,Codified Engineering Standards & Safety Regulations,Immersive virtual reality training for excavation safety and hazard identification,The training objectives were developed based on two guidelines: Occupational Safety and Health Administration (OSHA) Trenching and Excavation Safety
c001M02N02,WorkSafe Excavation Safety guidelines,s001M02EX01,Codified Engineering Standards & Safety Regulations,Immersive virtual reality training for excavation safety and hazard identification,The training objectives were developed based on two guidelines: WorkSafe Excavation Safety
c001M02N03,Health and safety manual,s001M02EX01,Codified Engineering Standards & Safety Regulations,Immersive virtual reality training for excavation safety and hazard identification,Control group received training via an excavation health and safety manual
c001M02N04,Seven critical hazards list,s001M02EX01,Codified Engineering Standards & Safety Regulations,Immersive virtual reality training for excavation safety and hazard identification,"Seven critical hazards were selected as the training objectives: absence of safety officer, absence of soil protection, objects near edges, absence of safe access/egress, workers close to utilities, absence of barriers/signage, workers in unsafe zone"
c001M02N08,Hazard identification skill,s001M02TA04,Adaptive Tacit Knowledge,Immersive virtual reality training for excavation safety and hazard identification,Participants were assessed on their ability to identify hazards in excavation sites
c001M02N10,Hazard response skill,s001M02TA04,Adaptive Tacit Knowledge,Immersive virtual reality training for excavation safety and hazard identification,Participants were assessed on their ability to respond to hazards
c001M02N13,Construction workers,s001M02KH01,Operational & Executive Workforce (Human Agents),Immersive virtual reality training for excavation safety and hazard identification,The target population for excavation safety training
c001M02N18,Knowledge test via Google Forms,s001M02TP03,Digital Information Modeling & Semantic Engineering,Immersive virtual reality training for excavation safety and hazard identification,"The knowledge test was administered to both groups before, immediately after and four weeks after training via Google Forms"
c001M02N19,Practical performance assessment in VR,s001M02TP01,Immersive Interactive Training & Safety Simulation,Immersive virtual reality training for excavation safety and hazard identification,Participants' practical performance was assessed in VR before and immediately after training
c001M02N23,Terrain plugin,s001M02TE02,Human–Computer Interaction and Immersive Technologies,Immersive virtual reality training for excavation safety and hazard identification,A Unity plugin called Terrain was used to create site terrains
c001M02N24,Snaps Art HD - Construction Site asset,s001M02TE02,Human–Computer Interaction and Immersive Technologies,Immersive virtual reality training for excavation safety and hazard identification,Snaps Art HD- Construction Site was used to develop the construction scenarios
c001M02N26,Motion tracking system,s001M02TE05,"Imaging, Sensing, and Perception Technologies",Immersive virtual reality training for excavation safety and hazard identification,"Thanks to the motion tracking system and sensors embedded in Oculus Quest, navigation in virtual environments was similar to walking"
