src_node_id,dst_node_id,relation_type,evidence_label,case_title
c201M01N01,s003M02TA01,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N02,s003M02EX02,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N03,s003M02EX01,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N04,s003M02EX01,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N07,s003M02KH01,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N08,s003M02KH01,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N09,s003M02KH01,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N10,s003M02KH01,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N12,s003M02TR09,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N13,s003M02TP01,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N14,s003M02TP01,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N15,s003M02TE01,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N16,s003M02TE02,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N17,s003M02TE02,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N19,s003M02LI01,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N20,s003M02LI01,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N22,s003M02LI03,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N23,s003M02LI02,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N24,s003M02LI02,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N25,s003M02LI02,is an instance of,G,SIC 20-39 - Manufacturing
c201M01N26,s003M02OD05,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N01,s003M02TA01,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N02,s003M02EX02,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N05,s003M02EX02,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N13,s003M02KH02,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N14,s003M02TR08,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N15,s003M02TR03,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N17,s003M02TR03,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N19,s003M02TP01,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N20,s003M02TE01,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N26,s003M02OD07,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N27,s003M02LI03,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N31,s003M02LI02,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N32,s003M02LI02,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N35,s003M02LI01,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N36,s003M02LI02,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N37,s003M02LI01,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N38,s003M02EX01,is an instance of,G,SIC 20-39 - Manufacturing
c201M02N39,s003M02EX02,is an instance of,G,SIC 20-39 - Manufacturing
c202M01N01,s003M02KH02,is an instance of,G,SIC 20-39 - Manufacturing
c202M01N03,s003M02KH02,is an instance of,G,SIC 20-39 - Manufacturing
c202M01N04,s003M02KH01,is an instance of,G,SIC 20-39 - Manufacturing
c202M01N06,s003M02TA02,is an instance of,G,SIC 20-39 - Manufacturing
c202M01N07,s003M02EX02,is an instance of,G,SIC 20-39 - Manufacturing
c202M01N08,s003M02EX02,is an instance of,G,SIC 20-39 - Manufacturing
c202M01N09,s003M02TR03,is an instance of,G,SIC 20-39 - Manufacturing
c202M01N10,s003M02TP02,is an instance of,G,SIC 20-39 - Manufacturing
c202M01N11,s003M02TE02,is an instance of,G,SIC 20-39 - Manufacturing
c202M01N12,s003M02TE02,is an instance of,G,SIC 20-39 - Manufacturing
c202M01N13,s003M02TE05,is an instance of,G,SIC 20-39 - Manufacturing
c202M01N14,s003M02TE02,is an instance of,G,SIC 20-39 - Manufacturing
