node_id,node_name,category,evidence_label,case_title,evidence_count,evidence_statement
s003M02ED01,Macro-Regulatory & Jurisdictional Frameworks,Environmental Dependency,G,SIC 20-39 - Manufacturing,5,"c204M01N18 | Sanctions: The case study focuses on localizing a six-speed automatic transmission to reduce import dependency amid sanctions.
c204M01N19 | Confidential OEM Contract: Grounded in a confidential OEM contract, the study offers a replicable framework.
c206M01N14 | Brazilian legislation requirement: Specifically, training in regulatory norms, a legal requirement in Brazil
c206M02N23 | Regulatory requirement for NR-35 training: Training in regulatory norms is a legal requirement in Brazil.
c211M01N13 | Regulatory pressures: External factors as market competition, regulatory pressures and sustainability mandate influences adoption timings."
s003M02ED02,Market Dynamics & Industry Baselines,Environmental Dependency,G,SIC 20-39 - Manufacturing,3,"c203M01N18 | Environmental uncertainty: Finally, given that businesses operate in increasingly uncertain environments, our findings confirm that SCKDP play a crucial role in enabling firms to develop CE capabilities through DT.
c203M01N19 | Heterogeneity of supply chain members: This difficulty is often rooted in the heterogeneity of supply chain members, including differences in bargaining power, firm size, technological maturity and cultural factors
c209M01N24 | Competitive markets: Exposure of ideas on public platforms is risky, particularly in competitive markets."
s003M02ED03,Physical Site Conditions & Spatial Configuration,Environmental Dependency,G,SIC 20-39 - Manufacturing,5,"c207M01N17 | Warm Production Hall Environment: Further observations were that the production hall is very warm
c207M01N18 | Dusty Environment: there is a lot of dust
c207M01N19 | High Ambient Noise Environment: and there is a lot of ambient noise.
c208M01N19 | Enclosing environment: The perceptual knowledge originates from the enclosing environment. It commonly includes all the information retrieved from sensors
c208M02N13 | Real-world environment with physical objects: The robot explores the environment and analyzes the objects he finds on his way."
s003M02EX01,Structured Technical Artifacts & Code,Explicit Knowledge,G,SIC 20-39 - Manufacturing,19,"c201M01N03 | Standards-compliant BPMN 2.0 XML: A xml block containing the complete, standards-compliant BPMN 2.0 XML for the process diagram.
c201M01N04 | Overlay objects array JSON: A json block containing an array of overlay objects for adding comments to the diagram.
c201M02N38 | BPMN 2.0 schema: Prompt-engineering techniques ensure the LLM's output conforms to the BPMN 2.0 schema
c203M01N04 | CE metrics: Embed CE metrics into performance dashboards to align operational goals with sustainability outcomes for fostering information dissemination activities.
c204M01N06 | Knowledge Investment (KI) Metric: KI captures the level of innovation intensity and is measured as capitalized R&D expenditures.
c204M01N07 | Absorptive Capacity (AC) Function: AC reflects the efficiency of organizational learning and is modeled as an evolving function.
c204M01N08 | Coordination Cost (CC) Index: CC captures transactional and organizational frictions that diminish distributable value.
c204M01N09 | Knowledge Level (KL) Index: Knowledge level was constructed as a weighted composite index normalized to [0, 1].
c204M01N10 | Knowledge Complementarity (KC) Threshold: Synergy benefits dominate up to a certain KC level, after which coordination inefficiencies outweigh shared knowledge advantages.
c205M01N01 | Multi-source heterogeneous quality data: The data layer includes the integration of multi-source heterogeneous data such as text data, table data and image data
c205M01N02 | Aerospace quality knowledge subset (QS1): obtain the knowledge subset (QS1) related to user needs. Knowledge subsets provide basic data for subsequent personalized recommendations.
c207M01N05 | 3D CAD Model: The company already used a CAD model for the product that is being developed; this CAD model is a 3D model that can be important in unity to visualize the product
c208M01N01 | General Knowledge Base (GKB): One of the key-elements of the framework is the General Knowledge Base, alternatively named GKB. It plays a central role since the other modules are built upon it
c208M01N02 | Local Knowledge Base (LKB): Each artificial system is provided with its own local knowledge base (LKB), which keeps the reference with the general knowledge base, but it is free to evolve on its own
c208M01N03 | WordNet: with general concepts and multimedia representations (in our case WordNet and ImageNet).
c208M01N04 | ImageNet: Besides, visual features extracted from images contained in ImageNet have been imported in the General Knowledge Base.
c208M01N05 | Ontologies: Another common approach to knowledge acquisition in intelligent systems relies on semantics-based techniques, such as production rules and ontologies.
c208M02N04 | Semantic concepts (WordNet synsets): WordNet is a dictionary containing lexical-semantic connections between abstract concepts. The fundamental unit is a synset, i.e., a set of terms having the same meaning.
c210M02N03 | Knowledge graph of aviation equipment quality issues: integrate quality issue triplets and construct a knowledge graph of aviation equipment quality issues."
s003M02EX02,Documented Process Narratives & Media,Explicit Knowledge,G,SIC 20-39 - Manufacturing,37,"c201M01N02 | Informal maintenance process narrative: The user initiated the conversation by describing the entire reactive maintenance process in a single, detailed message.
c201M02N02 | Paper purchase request form: The technician fills out a paper purchase request form and leaves it on the procurement manager's desk
c201M02N05 | AS-IS BPMN diagram: The system processed this text and generated the initial 'AS-IS' BPMN diagram
c201M02N39 | Natural language process description: The user initiated the conversation by describing the entire reactive maintenance process in a single, detailed message
c202M01N07 | Book manual: the paper group utilized a book manual as an assistance tool.
c202M01N08 | Identical 10 multiple-choice questions knowledge test: each test question had 10 multiple-choice questions worth a total of 10 points
c202M02N01 | IoT circuit assembly knowledge: The knowledge test encompassed the topics IoT. Each test question had 10 multiple-choice questions worth a total of 10 points.
c202M02N03 | MAR application instructions: The MAR application visualizes IoT circuit assembly steps, provides 3D models of circuit components, and enables user interaction.
c203M01N03 | Sustainability performance indicators: Building interfirm platforms that enable data interoperability, common standards and real-time sharing of sustainability performance indicators.
c205M02N02 | Technical Standard: The system pushes 'quality standards' and 'technical specifications' to users.
c205M02N03 | Operation Guide: System automatically pushes 'related operation guides' based on task rules.
c205M02N04 | Experimental Data Reference: System pushes 'corresponding experimental data reference' when a measurement parameter is missing.
c205M02N05 | Statistics of Failure Cases: System pushes 'statistics of similar failure cases' to supplement incomplete data.
c205M02N08 | Keyword Extraction Result: Keyword extraction identifies 'representative and general words' from domain texts.
c205M02N09 | Summary Statistic: Summary statistics 'identify representative themes and core content' from literature.
c206M01N01 | Regulatory standards (NR-35): Training in regulatory standards using immersive virtualization aiming at improving student knowledge retention
c206M01N02 | National standards, dissertations, and articles: Theoretical Reference: use of literature through research on similar methods already applied in immersive training
