src_node_id,dst_node_id,relation_type,evidence_label,case_title
c101M01N01,s002M02KH01,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N02,s002M02KH02,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N03,s002M02KH02,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N04,s002M02KH02,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N05,s002M02EX01,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N06,s002M02TA02,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N07,s002M02TA02,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N08,s002M02TR07,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N09,s002M02TP01,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N10,s002M02TE01,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N11,s002M02TE01,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N12,s002M02TE02,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N13,s002M02TE01,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N14,s002M02TE02,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N15,s002M02TE01,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N16,s002M02OD05,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N17,s002M02OD05,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N18,s002M02ED02,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N19,s002M02LI01,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N20,s002M02LI03,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N21,s002M02LI02,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N22,s002M02LI01,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N01,s002M02EX01,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N02,s002M02EX02,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N03,s002M02EX02,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N04,s002M02EX02,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N06,s002M02TA02,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N07,s002M02TA02,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N08,s002M02TA02,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N09,s002M02TA03,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N12,s002M02KH02,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N13,s002M02TR05,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N14,s002M02TR03,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N15,s002M02TR03,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N16,s002M02TP02,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N17,s002M02TP02,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N01,s002M02EX01,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N02,s002M02EX02,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N03,s002M02TA01,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N05,s002M02KH02,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N06,s002M02KH01,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N07,s002M02TR03,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N08,s002M02TP01,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N09,s002M02TE05,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N10,s002M02TE02,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N11,s002M02EX02,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N12,s002M02LI01,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N13,s002M02LI03,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N14,s002M02LI03,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N15,s002M02LI02,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N01,s002M02EX01,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N02,s002M02EX01,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N03,s002M02EX01,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N04,s002M02EX02,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N05,s002M02EX02,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N06,s002M02EX01,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N07,s002M02EX02,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N08,s002M02TA01,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N09,s002M02TA04,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N10,s002M02TA02,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N11,s002M02TA04,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N12,s002M02KH02,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N14,s002M02KH01,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N17,s002M02TR07,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N19,s002M02TR08,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N20,s002M02TR03,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N21,s002M02TR08,is an instance of,G,SIC 80 - Services (Health Services)
