src_node_id,dst_node_id,relation_type,evidence_label,case_title,evidence_statement,evidence_location
c004M01N01,c004M01N06,be_held_by,I,A generative AI model for automating construction bid preparation,"At Alpha, the lead tender administrator (LTA) participated... minimal preprocessing was applied... database containing 13 historical bid documents.","PAGE 5, PAGE 7"
c004M01N04,c004M01N08,be_held_by,E,A generative AI model for automating construction bid preparation,"To this end, five experts were selected based on their extensive professional experience... drafting method statements, which require context-aware judgment and understanding of nuanced project risks","PAGE 15, PAGE 17"
c004M01N05,c004M01N07,be_held_by,E,A generative AI model for automating construction bid preparation,...contrasts with Beta's reliance on the bid manager's intuition.,PAGE 18
c004M01N01,c004M01N11,be_transferred_by,E,A generative AI model for automating construction bid preparation,The framework leverages LLMs and historical bid data to support the generation of new bid proposals with minimal human input.,PAGE 3
c004M01N02,c004M01N09,be_transferred_by,E,A generative AI model for automating construction bid preparation,"In the construction industry, contract awards commonly follow competitive bidding processes in which firms respond to client invitations by preparing technical and commercial proposals... predominantly manual",PAGE 2
c004M01N06,c004M01N09,participate_in,E,A generative AI model for automating construction bid preparation,"Both case studies involved key personnel directly engaged in the bid management processes within their respective firms... Alpha case, the primary participant was the Lead Tender Administrator",PAGE 8
c004M01N07,c004M01N09,participate_in,E,A generative AI model for automating construction bid preparation,"Both case studies involved key personnel directly engaged in the bid management processes within their respective firms... Beta case, the primary participant was the Bid Manager",PAGE 8
c004M01N06,c004M01N10,participate_in,I,A generative AI model for automating construction bid preparation,A human-in-the-loop review was incorporated to ensure quality... system-generated bid proposal is reviewed by the bid preparation team of experts,"PAGE 7, PAGE 12"
c004M01N07,c004M01N10,participate_in,I,A generative AI model for automating construction bid preparation,A human-in-the-loop review was incorporated to ensure quality... system-generated bid proposal is reviewed by the bid preparation team of experts,"PAGE 7, PAGE 12"
c004M01N09,c004M01N17,be_constrained_by,E,A generative AI model for automating construction bid preparation,"These tasks demand considerable human effort and cross-functional coordination, heightening the risk of errors, inconsistencies, and knowledge loss, particularly in firms with high staff turnover",PAGE 2
c004M01N09,c004M01N18,be_constrained_by,E,A generative AI model for automating construction bid preparation,"Construction bid preparation remains predominantly manual, labour-intensive, and time-pressured, often constrained by fragmented information...",PAGE 2
c004M01N11,c004M01N15,depend_on,E,A generative AI model for automating construction bid preparation,Overcoming this challenge will require the development of integrated data management systems that can centralize and standardize the information needed for bid preparation.,PAGE 18
c004M01N11,c004M01N16,depend_on,E,A generative AI model for automating construction bid preparation,This suggests that organizational maturity and information systems readiness significantly influence a firm's automation readiness.,PAGE 18
c004M01N11,c004M01N13,adopt,E,A generative AI model for automating construction bid preparation,"The study identifies high-value automation targets, including technical write-ups, and translates these insights into a GenAI framework integrating LLMs...",PAGE 2
c004M01N11,c004M01N14,adopt,E,A generative AI model for automating construction bid preparation,This study addresses that gap by developing a proof-of-concept GenAI-based framework for bid preparation...,PAGE 3
c004M01N11,c004M01N17,resolve,I,A generative AI model for automating construction bid preparation,"Expert evaluation and a quantitative performance test... demonstrates the model's ability to significantly reduce manual effort, improve consistency, mitigate knowledge loss...",PAGE 2
c004M01N11,c004M01N18,resolve,I,A generative AI model for automating construction bid preparation,"Components were selected with an iterative design pipeline to specifically addresses inefficiencies identified in Phase 1, including fragmented information storage...",PAGE 6
c004M01N11,c004M01N19,be_constrained_by,E,A generative AI model for automating construction bid preparation,"First, the current extraction process only supports PDF documents; accuracy decreases for scanned or image-based documents, as no Optical Character Recognition (OCR) is integrated.",PAGE 16
c004M01N11,c004M01N10,cannot_fully_replace,E,A generative AI model for automating construction bid preparation,"Ultimately, automation should be viewed not as a replacement for domain expertise, but as a complement that enhances efficiency and sustainability in the bidding process.",PAGE 19
c004M01N04,c004M01N18,be_difficult_to_capture_due_to,I,A generative AI model for automating construction bid preparation,Construction bid preparation remains predominantly manual... often constrained by fragmented information... Customization challenges arise particularly in drafting method statements... require context-aware judgment,"PAGE 2, PAGE 17"
