src_node_id,dst_node_id,relation_type,evidence_label,case_title,evidence_statement,evidence_location
c103M01N03,c103M01N02,be_documented_partially_as,E,Game-based learning as training to use a chemotherapy preparation robot,the process's 16 steps were printed on cards,PAGE 2
c103M01N01,c103M01N09,be_held_by,I,Game-based learning as training to use a chemotherapy preparation robot,participants read the institution's internal procedures about working with the robot,PAGE 2
c103M01N03,c103M01N09,be_held_by,E,Game-based learning as training to use a chemotherapy preparation robot,The trainer was a pharmacist who specialized in using the robot,PAGE 2
c103M01N04,c103M01N09,be_held_by,E,Game-based learning as training to use a chemotherapy preparation robot,The trainer was a pharmacist who specialized in using the robot,PAGE 2
c103M01N05,c103M01N09,be_held_by,E,Game-based learning as training to use a chemotherapy preparation robot,The trainer was a pharmacist who specialized in using the robot,PAGE 2
c103M01N06,c103M01N09,be_held_by,E,Game-based learning as training to use a chemotherapy preparation robot,The trainer was a pharmacist who specialized in using the robot,PAGE 2
c103M01N03,c103M01N10,be_absorbed_by,E,Game-based learning as training to use a chemotherapy preparation robot,Knowledge improved from 57% pretraining to 77%,PAGE 1
c103M01N04,c103M01N10,be_absorbed_by,E,Game-based learning as training to use a chemotherapy preparation robot,Knowledge improved from 57% pretraining to 77%,PAGE 1
c103M01N05,c103M01N10,be_absorbed_by,E,Game-based learning as training to use a chemotherapy preparation robot,Knowledge improved from 57% pretraining to 77%,PAGE 1
c103M01N06,c103M01N10,be_absorbed_by,E,Game-based learning as training to use a chemotherapy preparation robot,Knowledge improved from 57% pretraining to 77%,PAGE 1
c103M01N07,c103M01N10,be_absorbed_by,E,Game-based learning as training to use a chemotherapy preparation robot,Self-efficacy was evaluated on a scale from 0 to 100 and increased,PAGE 5
c103M01N08,c103M01N10,be_absorbed_by,E,Game-based learning as training to use a chemotherapy preparation robot,Motivation was evaluated on a scale from 0 to 100 and increased,PAGE 5
c103M01N03,c103M01N12,be_transferred_by,E,Game-based learning as training to use a chemotherapy preparation robot,the theoretical part of the training took place in a classroom and was divided into three 15-minute games,PAGE 2
c103M01N04,c103M01N12,be_transferred_by,E,Game-based learning as training to use a chemotherapy preparation robot,the theoretical part of the training took place in a classroom and was divided into three 15-minute games,PAGE 2
c103M01N05,c103M01N12,be_transferred_by,E,Game-based learning as training to use a chemotherapy preparation robot,the theoretical part of the training took place in a classroom and was divided into three 15-minute games,PAGE 2
c103M01N06,c103M01N13,be_transferred_by,E,Game-based learning as training to use a chemotherapy preparation robot,"For the practical part, one team at a time entered the cleanroom with the training pharmacist",PAGE 2
c103M01N01,c103M01N11,be_transferred_by,E,Game-based learning as training to use a chemotherapy preparation robot,conventional format consisting of trainees reading the recommended procedures,PAGE 2
c103M01N09,c103M01N11,participate_in,E,Game-based learning as training to use a chemotherapy preparation robot,"trainees reading the recommended procedures, being shown the processes, and then repeating them themselves",PAGE 2
c103M01N10,c103M01N11,participate_in,E,Game-based learning as training to use a chemotherapy preparation robot,"trainees reading the recommended procedures, being shown the processes, and then repeating them themselves",PAGE 2
c103M01N09,c103M01N12,participate_in,E,Game-based learning as training to use a chemotherapy preparation robot,Trainer/trainee teams participated in 2-hour training sessions with three games,PAGE 1
c103M01N10,c103M01N12,participate_in,E,Game-based learning as training to use a chemotherapy preparation robot,Trainer/trainee teams participated in 2-hour training sessions with three games,PAGE 1
c103M01N09,c103M01N13,participate_in,E,Game-based learning as training to use a chemotherapy preparation robot,"Using an adapted version of the Peyton approach, the trainer became the trainee, and the trainee became the trainer",PAGE 2
c103M01N10,c103M01N13,participate_in,E,Game-based learning as training to use a chemotherapy preparation robot,"Using an adapted version of the Peyton approach, the trainer became the trainee, and the trainee became the trainer",PAGE 2
c103M01N11,c103M01N16,depend_on,I,Game-based learning as training to use a chemotherapy preparation robot,These sessions were conducted following a conventional format... but these did not continue over time,PAGE 2
