"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location","sub_category_id","sub_category"
"c101M02N24","Physical distance between workshop and production line","Environmental Dependency","E","Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn","walks over to the maintenance workshop... walks to the machine... walk back to the workshop","Physical movement between locations required","Page 5","ED08","Geographic & Physical Site Context"
"c101M02N25","Equipment maintenance industry compliance regulations","Environmental Dependency","I","Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn","well-defined process models support... compliance","Regulatory requirements for processes","Page 1","ED01","Political, Regulatory & Jurisdictional Environment"
"c104M01N22","physical breadboard and IoT components","Environmental Dependency","E","Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology","Both groups assembled a physical circuit containing a breadboard, NodeMCU, LEDs, rain sensor, fan, and servo motor.","Physical assembly environment and components required to execute the training task.","Sections 3.1 and 3.4, pp. 4–8","ED08","Geographic & Physical Site Context"
"c104M02N20","Physical breadboard","Environmental Dependency","E","Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology","The IoT circuit assembly task involved a breadboard.","Physical platform for circuit assembly.","Page 8","ED08","Geographic & Physical Site Context"
"c104M02N21","Lab setting","Environmental Dependency","E","Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology","Participants visited the experimental lab to take part in the study.","Controlled environment for the experiment.","Page 5","ED08","Geographic & Physical Site Context"
"c105M02N35","Safety regulations","Environmental Dependency","E","Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory","it is often stated that any technology should not get in the way of safety","Workplace safety requirements","Page 5","ED01","Political, Regulatory & Jurisdictional Environment"
"c105M02N36","Protective equipment requirements","Environmental Dependency","E","Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory","safety glasses are already worn, which in company D involves welding glasses","Required PPE for operations","Page 5-6","ED10","Ambiguous Environmental Dependency(*)"
"c105M02N37","Physical workspace conditions","Environmental Dependency","E","Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory","production hall is very warm, there is a lot of dust and there is a lot of ambient noise","Environmental factors affecting technology use","Page 7","ED08","Geographic & Physical Site Context"
"c105M02N38","Staff shortage","Environmental Dependency","E","Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory","Due to an aging population, many manufacturing companies face the challenge of retaining essential knowledge","Labor market conditions","Page 1-2","ED02","Economic, Market & Industry Environment"
"c106M01N26","realistic industrial environment","Environmental Dependency","E","A Visual Management And Augmented-Reality-Based Training Module For The Enhancement Of Short And Long-Term Procedural Knowledge Retention In Complex Machinery Setup","The case was implemented at the company with existing machinery in a realistic industrial environment.","The physical company setting in which the training experiment occurred.","Section 3.4, pp. 7–8","ED08","Geographic & Physical Site Context"
"c107M02N38","Compressed air supply","Environmental Dependency","E","How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?","location-dependent due to the compressed air supply","Physical infrastructure required for pneumatic system operation","p.2","ED09","Local Utility & Connectivity Conditions"
"c107M02N39","Physical location of workshops","Environmental Dependency","E","How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?","such systems take up a lot of space and are location-dependent","Geographic and physical space constraints for training facilities","p.2","ED08","Geographic & Physical Site Context"
"c108M01N59","four-country, four-language luxury-packaging operating context","Environmental Dependency","E","Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management","The manufacturing project covered France, the United States, Brazil, and China, with four languages and practices.","The multinational geographic and linguistic context within which know-how had to be elicited and unified.","PDF p. 5, Section VI, Experimentation","ED03","Sociocultural & Societal Environment"
"c108M01N60","scientific and legislative conditions governing viticulture decisions","Environmental Dependency","E","Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management","Scientific and legislative aspects were strongly present and had to be considered in viticulture decision-making.","External scientific and legislative conditions structuring viticulture decisions.","PDF p. 5, Section VI, Experimentation","ED01","Political, Regulatory & Jurisdictional Environment"
"c108M01N61","climatic conditions and risks affecting the vine cycle","Environmental Dependency","E","Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management","A dedicated climatic-risk interview grid was required because external parameters affect the vine cycle and wine production.","External climatic conditions and risks influencing vines and wine production.","PDF p. 5, Section VI, Experimentation","ED04","Natural & Climatic Environment"
"c108M02N28","Climate change-induced variability in wine organoleptic traits","Environmental Dependency","E","Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management","The future will tell if this system will allow the domain experts to control, as they wished at the beginning of the project, the modification of the organoleptic characteristics of their wines following the influence of climate change.","Climate change is an external environmental factor affecting viticulture practices and wine production, influencing knowledge application.","Page 5, Section VI","ED04","Natural & Climatic Environment"
"c109M01N18","Canadian low-context, individualistic communication culture","Environmental Dependency","E","Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","Canadian SMEs' use of AI-powered collaboration tools is described as aligning with a low-context, individualistic communication culture.","The Canadian communication context associated with structured formalization and codification of tacit knowledge.","PDF p. 2, Section 1","ED03","Sociocultural & Societal Environment"
"c109M01N19","UAE high-context, collectivist society","Environmental Dependency","E","Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","UAE SMEs' use of AI-based informal knowledge-sharing systems is attributed to their high-context, collectivist society.","The UAE communication and social context associated with informal and relational knowledge exchange.","PDF p. 2, Section 1","ED03","Sociocultural & Societal Environment"
"c109M02N41","Cultural context","Environmental Dependency","E","Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""Cultural variation among UAE and Canadian SMEs influences the approaches, and the willingness to transfer knowledge""","""Cultural factors affecting knowledge transfer""","Page 12","ED03","Sociocultural & Societal Environment"
"c109M02N42","Regulatory environment","Environmental Dependency","E","Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""In Canada where sustainable regulation is highly regulated and the labor market is skilled""","""External regulatory framework""","Page 12","ED01","Political, Regulatory & Jurisdictional Environment"
"c111M02N49","Data protection regulations","Environmental Dependency","E","Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions","Data protection concerns; legal ambiguities; data protection regulations/laws","External legal and regulatory frameworks governing data privacy and protection","Page 3-4","ED01","Political, Regulatory & Jurisdictional Environment"
"c111M02N50","Cloud infrastructure availability","Environmental Dependency","E","Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions","technical infrastructure (like network coverage and transmission speed), and appropriate cloud services","External availability of cloud computing infrastructure and network services","Page 4","ED05","External Technological & Infrastructure Environment"
"c113M01N30","camera-visible electronic-wiring image target","Environmental Dependency","E","Augmented Reality Training For Improved Learnability","The Vuforia Engine identifies and tracks an image by comparing natural characteristics extracted from the camera picture with the predefined target resource database.","Physical visibility and recognizability of the image target required for vision-based AR tracking and content registration.","Section 3.2, page 21","ED08","Geographic & Physical Site Context"
"c113M02N43","Global manufacturing talent shortage","Environmental Dependency","E","Augmented Reality Training For Improved Learnability","finding a skilled worker has become a difficult task. The reason is that there is a talent shortage nowadays. Indeed, in 2018, 45% of employers said that they could not find the necessary skills among candidates","Not mentioned","Page 1","ED02","Economic, Market & Industry Environment"
"c113M02N44","Industry 4.0 technological shift","Environmental Dependency","E","Augmented Reality Training For Improved Learnability","In the current era of Industry 4.0, many new technologies offer manufacturing industries to achieve high productivity","Not mentioned","Page 1","ED02","Economic, Market & Industry Environment"
"c113M02N45","Industry 5.0 human-centric paradigm","Environmental Dependency","E","Augmented Reality Training For Improved Learnability","the introduction of Industry 5.0 has been viewed as a forward thinking of how new technologies embraced in Industry 4.0 can be better developed to address the aspects of human-centric, sustainability, and resilience","Not mentioned","Page 2","ED02","Economic, Market & Industry Environment"
"c115M02N21","Stakeholder pressure","Environmental Dependency","E","Harnessing Digital Transformation For Sustainable Performance: Exploring The Mediating Roles Of Green Knowledge Acquisition And Innovation Performance Under Digital Transformational Leadership","""Given the increasing pressure on manufacturing firms from various stakeholders to adopt sustainable business practices""","External pressure from stakeholders to adopt sustainable practices","Page 7","ED10","Ambiguous Environmental Dependency(*)"
"c115M02N23","Institutional pressures","Environmental Dependency","E","Harnessing Digital Transformation For Sustainable Performance: Exploring The Mediating Roles Of Green Knowledge Acquisition And Innovation Performance Under Digital Transformational Leadership","""External factors that affect organizational cultures are the norms and standards, government regulations, competitor behavior, market demands, and broader technological trends. These exert pressure on organizations to adopt new technologies""","External pressures from norms, standards, regulations, competitors, and market demands","Page 4","ED10","Ambiguous Environmental Dependency(*)"
"c119M01N31","Pepper physical object environment","Environmental Dependency","I","A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities","Bottom-up acquisition retrieves knowledge from perceived environmental elements, and Pepper observes objects placed along its path.","The external physical setting containing objects observable by Pepper.","Sections 4, 4.1, and 6.1, PDF pp. 7 and 20; printed pp. 3203 and 3216","ED08","Geographic & Physical Site Context"
"c120M02N22","Manufacturing Environment","Environmental Dependency","E","Dynamic Scheduling For Job Shop With Machine Failure Based On Data Mining Technologies","...various manufacturing environments...","The external conditions of the shop floor, such as machine downtime and failure rates, which can change dynamically.","Section 1, Introduction, Page 2","ED08","Geographic & Physical Site Context"
"c121M02N28","Regulatory adjustments","Environmental Dependency","E","How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies","Enterprises use iterative innovation to adjust and improve their operating models and strategies... to respond effectively to changes in... policy or regulatory adjustments.","Changes in external regulations affecting circular supply chain operations.","Page 4","ED01","Political, Regulatory & Jurisdictional Environment"
"c121M02N29","Market demand changes","Environmental Dependency","E","How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies","Enterprises use iterative innovation to adjust and improve their operating models and strategies. This approach enables them to respond effectively to changes in market demand.","Changes in external market conditions affecting circular supply chain operations.","Page 4","ED02","Economic, Market & Industry Environment"
"c121M02N30","Technological advancements","Environmental Dependency","E","How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies","Enterprises use iterative innovation to adjust and improve their operating models and strategies. This approach enables them to respond effectively to changes in... technological advancements.","Changes in external technology landscape affecting circular supply chain operations.","Page 4","ED02","Economic, Market & Industry Environment"
"c122M02N09","Sectoral Regulatory and Competitive Pressures","Environmental Dependency","I","Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing","MGA reveals the differential impact of industrial context, providing a theoretical basis for tailored implementation strategies","External factors including policy incentives, competitive pressure, and stakeholder resistance that influence the effectiveness of Metaverse-driven knowledge management","Page 21, Section 6.1","ED10","Ambiguous Environmental Dependency(*)"
"c124M01N24","mechanical-maintenance technological turbulence","Environmental Dependency","E","Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience","Technological turbulence represents the pace and uncertainty of technological change and strengthens the relationship between digital-twin maintenance and resilience.","Externally determined pace and uncertainty of technological change affecting mechanical maintenance.","Sections 2.1 and 5, PDF pages 5 and 11","ED02","Economic, Market & Industry Environment"
"c125M02N21","Physical learning factory environment","Environmental Dependency","E","Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories","proper implementation of physical learning factories to create appropriate (smart) manufacturing learning environments","Physical facility emulating real manufacturing environments, required for hands-on workshops","Page 2, Section 1","ED08","Geographic & Physical Site Context"
"c125M02N22","Industry regulations and standards","Environmental Dependency","I","Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories","not explicitly stated but implied by need for manufacturing businesses to stay competitive and comply","External regulatory requirements for manufacturing operations that shape training needs","Page 1, Section 1","ED01","Political, Regulatory & Jurisdictional Environment"
"c126M01N29","access to external blockchain knowledge sources","Environmental Dependency","E","Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory","Firms obtain BT-related knowledge from external sources such as industry experts, consultants, academic institutions, and professional networks.","External availability and accessibility of specialist, academic, and professional blockchain knowledge sources.","Introduction, page 2","ED06","Client, Procurement & Institutional Environment"
"c126M01N30","access to current blockchain regulatory developments","Environmental Dependency","E","Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory","External blockchain knowledge helps firms address regulatory compliance risks by remaining informed about regulatory developments.","External availability of current regulatory information relevant to blockchain implementation and compliance.","Section 3, page 3","ED01","Political, Regulatory & Jurisdictional Environment"

