src_node_id,dst_node_id,relation_type,evidence_label,case_title
c101M01N01,s002M01TK12,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N02,s002M01KH03,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N03,s002M01KH16,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N04,s002M01THR17,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N05,s002M01THR17,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N06,s002M01THR17,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N07,s002M01THR17,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N08,s002M01THR15,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N09,s002M01THR15,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N10,s002M01TP08,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N11,s002M01TP08,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N12,s002M01TP08,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N13,s002M01TP04,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N14,s002M01TP08,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N15,s002M01TP08,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N16,s002M01TE01,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N17,s002M01TE02,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N18,s002M01TE02,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N19,s002M01EK02,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N20,s002M01EK02,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N21,s002M01EK07,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N22,s002M01EK05,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N23,s002M01EK07,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N24,s002M01LI10,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N25,s002M01LI10,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N26,s002M01LI08,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N27,s002M01LI07,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N28,s002M01LI05,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N29,s002M01LI05,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N30,s002M01LI05,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N31,s002M01LI05,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N32,s002M01LI05,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N33,s002M01OD08,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N34,s002M01LI13,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N35,s002M01LI10,is an instance of,G,SIC 80 - Services (Health Services)
c101M01N36,s002M01LI10,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N01,s002M01TK13,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N04,s002M01LI10,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N05,s002M01LI10,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N06,s002M01KH03,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N07,s002M01KH07,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N08,s002M01KH03,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N09,s002M01KH13,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N16,s002M01TP08,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N17,s002M01TP14,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N22,s002M01OD02,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N24,s002M01ED08,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N25,s002M01ED01,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N26,s002M01LI05,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N27,s002M01LI05,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N28,s002M01LI05,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N30,s002M01LI10,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N31,s002M01LI10,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N32,s002M01LI15,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N33,s002M01TK13,is an instance of,G,SIC 80 - Services (Health Services)
c101M02N34,s002M01THR17,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N01,s002M01TK02,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N02,s002M01TK05,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N03,s002M01EK02,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N04,s002M01EK02,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N05,s002M01EK04,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N06,s002M01EK02,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N07,s002M01EK01,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N08,s002M01EK03,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N09,s002M01EK03,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N10,s002M01KH15,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N11,s002M01KL11,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N12,s002M01TP07,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N13,s002M01TP07,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N14,s002M01TP09,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N15,s002M01TP09,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N16,s002M01TP08,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N17,s002M01TP07,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N18,s002M01TP07,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N19,s002M01TP07,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N20,s002M01TP07,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N21,s002M01TP07,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N22,s002M01TP07,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N23,s002M01TE01,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N24,s002M01TE01,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N25,s002M01TE01,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N26,s002M01TE01,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N27,s002M01TE01,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N28,s002M01TE01,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N29,s002M01TE01,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N30,s002M01TE09,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N31,s002M01LI08,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N32,s002M01LI05,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N33,s002M01LI05,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N34,s002M01LI05,is an instance of,G,SIC 80 - Services (Health Services)
c102M01N35,s002M01LI05,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N03,s002M01EK03,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N04,s002M01EK02,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N08,s002M01EK02,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N09,s002M01OD03,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N12,s002M01TK07,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N13,s002M01TK11,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N14,s002M01TK05,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N15,s002M01TK11,is an instance of,G,SIC 80 - Services (Health Services)
c102M02N16,s002M01KH03,is an instance of,G,SIC 80 - Services (Health Services)
