node_id,node_name,category,evidence_label,case_title,evidence_count,evidence_statement,definition
s002M01ED01,"Political, Regulatory & Jurisdictional Environment",Environmental Dependency,G,SIC 80 - Services (Health Services),8,"c101M02N25 | Equipment maintenance industry compliance regulations: well-defined process models support... compliance
c105M02N35 | Safety regulations: it is often stated that any technology should not get in the way of safety
c108M01N60 | scientific and legislative conditions governing viticulture decisions: Scientific and legislative aspects were strongly present and had to be considered in viticulture decision-making.
c109M02N42 | Regulatory environment: ""In Canada where sustainable regulation is highly regulated and the labor market is skilled""
c111M02N49 | Data protection regulations: Data protection concerns; legal ambiguities; data protection regulations/laws
c121M02N28 | Regulatory adjustments: Enterprises use iterative innovation to adjust and improve their operating models and strategies... to respond effectively to changes in... policy or regulatory adjustments.
c125M02N22 | Industry regulations and standards: not explicitly stated but implied by need for manufacturing businesses to stay competitive and comply
c126M01N30 | access to current blockchain regulatory developments: External blockchain knowledge helps firms address regulatory compliance risks by remaining informed about regulatory developments.","Maps legislation, statutory codes, public policy, government standards, regulatory tariffs, political instability, geopolitical conditions, and jurisdictional requirements imposed by external authorities."
s002M01ED02,"Economic, Market & Industry Environment",Environmental Dependency,G,SIC 80 - Services (Health Services),7,"c105M02N38 | Staff shortage: Due to an aging population, many manufacturing companies face the challenge of retaining essential knowledge
c113M02N43 | Global manufacturing talent shortage: finding a skilled worker has become a difficult task. The reason is that there is a talent shortage nowadays. Indeed, in 2018, 45% of employers said that they could not find the necessary skills among candidates
c113M02N44 | Industry 4.0 technological shift: In the current era of Industry 4.0, many new technologies offer manufacturing industries to achieve high productivity
c113M02N45 | Industry 5.0 human-centric paradigm: the introduction of Industry 5.0 has been viewed as a forward thinking of how new technologies embraced in Industry 4.0 can be better developed to address the aspects of human-centric, sustainability, and resilience
c121M02N29 | Market demand changes: Enterprises use iterative innovation to adjust and improve their operating models and strategies. This approach enables them to respond effectively to changes in market demand.
c121M02N30 | Technological advancements: Enterprises use iterative innovation to adjust and improve their operating models and strategies. This approach enables them to respond effectively to changes in... technological advancements.
c124M01N24 | mechanical-maintenance technological turbulence: Technological turbulence represents the pace and uncertainty of technological change and strengthens the relationship between digital-twin maintenance and resilience.","Maps macroeconomic conditions, market fluctuations, industry competition, sector structure, labor-market conditions, workforce demographic shifts, and industry-wide technological change."
s002M01ED03,Sociocultural & Societal Environment,Environmental Dependency,G,SIC 80 - Services (Health Services),4,"c108M01N59 | four-country, four-language luxury-packaging operating context: The manufacturing project covered France, the United States, Brazil, and China, with four languages and practices.
c109M01N18 | Canadian low-context, individualistic communication culture: Canadian SMEs' use of AI-powered collaboration tools is described as aligning with a low-context, individualistic communication culture.
c109M01N19 | UAE high-context, collectivist society: UAE SMEs' use of AI-based informal knowledge-sharing systems is attributed to their high-context, collectivist society.
c109M02N41 | Cultural context: ""Cultural variation among UAE and Canadian SMEs influences the approaches, and the willingness to transfer knowledge""","Maps societal values, cultural expectations, public attitudes, population demographics, community characteristics, and social norms affecting construction or knowledge practices."
s002M01ED04,Natural & Climatic Environment,Environmental Dependency,G,SIC 80 - Services (Health Services),2,"c108M01N61 | climatic conditions and risks affecting the vine cycle: A dedicated climatic-risk interview grid was required because external parameters affect the vine cycle and wine production.
c108M02N28 | Climate change-induced variability in wine organoleptic traits: The future will tell if this system will allow the domain experts to control, as they wished at the beginning of the project, the modification of the organoleptic characteristics of their wines following the influence of climate change.","Maps broad climatic patterns, seasonal cycles, extreme weather, temperature regimes, flooding, storms, and other naturally occurring conditions affecting construction activities."
s002M01ED05,External Technological & Infrastructure Environment,Environmental Dependency,G,SIC 80 - Services (Health Services),1,"c111M02N50 | Cloud infrastructure availability: technical infrastructure (like network coverage and transmission speed), and appropriate cloud services","Maps regional or sector-level internet access, communication networks, electricity supply, public utilities, technology availability, and externally provided infrastructure required for construction or digital activities."
s002M01ED06,"Client, Procurement & Institutional Environment",Environmental Dependency,G,SIC 80 - Services (Health Services),1,"c126M01N29 | access to external blockchain knowledge sources: Firms obtain BT-related knowledge from external sources such as industry experts, consultants, academic institutions, and professional networks.","Maps requirements imposed by clients, tendering systems, procurement institutions, bid-evaluation criteria, contractual submission conditions, professional bodies, and accreditation institutions."
s002M01ED08,Geographic & Physical Site Context,Environmental Dependency,G,SIC 80 - Services (Health Services),11,"c101M02N24 | Physical distance between workshop and production line: walks over to the maintenance workshop... walks to the machine... walk back to the workshop
c104M01N22 | physical breadboard and IoT components: Both groups assembled a physical circuit containing a breadboard, NodeMCU, LEDs, rain sensor, fan, and servo motor.
c104M02N20 | Physical breadboard: The IoT circuit assembly task involved a breadboard.
c104M02N21 | Lab setting: Participants visited the experimental lab to take part in the study.
c105M02N37 | Physical workspace conditions: production hall is very warm, there is a lot of dust and there is a lot of ambient noise
c106M01N26 | realistic industrial environment: The case was implemented at the company with existing machinery in a realistic industrial environment.
c107M02N39 | Physical location of workshops: such systems take up a lot of space and are location-dependent
c113M01N30 | camera-visible electronic-wiring image target: The Vuforia Engine identifies and tracks an image by comparing natural characteristics extracted from the camera picture with the predefined target resource database.
c119M01N31 | Pepper physical object environment: Bottom-up acquisition retrieves knowledge from perceived environmental elements, and Pepper observes objects placed along its path.
c120M02N22 | Manufacturing Environment: ...various manufacturing environments...
c125M02N21 | Physical learning factory environment: proper implementation of physical learning factories to create appropriate (smart) manufacturing learning environments","Maps the immediate external conditions of a project or workplace, including site geometry, spatial boundaries, congestion, confined spaces, water crossings, terrain, geographic isolation, and structural positioning."
s002M01ED09,Local Utility & Connectivity Conditions,Environmental Dependency,G,SIC 80 - Services (Health Services),1,c107M02N38 | Compressed air supply: location-dependent due to the compressed air supply,"Maps the availability and reliability of electricity, internet connectivity, wireless networks, data transmission, and peripheral infrastructure at the specific site where a technology or KM practice is implemented."
s002M01ED10,Ambiguous Environmental Dependency(*),Environmental Dependency,G,SIC 80 - Services (Health Services),4,"c105M02N36 | Protective equipment requirements: safety glasses are already worn, which in company D involves welding glasses
c115M02N21 | Stakeholder pressure: ""Given the increasing pressure on manufacturing firms from various stakeholders to adopt sustainable business practices""
c115M02N23 | Institutional pressures: ""External factors that affect organizational cultures are the norms and standards, government regulations, competitor behavior, market demands, and broader technological trends. These exert pressure on organizations to adopt new technologies""
c122M02N09 | Sectoral Regulatory and Competitive Pressures: MGA reveals the differential impact of industrial context, providing a theoretical basis for tailored implementation strategies",Maps externally originating dependencies that cannot be assigned to ED01–ED09 because the evidence does not identify a sufficiently specific domain or analytical level.
s002M01EK01,Codified Normative Knowledge,Explicit Knowledge,G,SIC 80 - Services (Health Services),12,"c102M01N07 | Task description: Robot skills and execution policies are learned based solely on a task description.
c103M02N06 | Handwork recognition task: Technology that can digitalize handwork in detail in real time should be developed... to introduce collaborative robots, improve production efficiency, and take over skilled manufacturing and maintenance work.
c106M01N05 | previously agreed correction protocol: The trainer could intervene for serious errors or fatal forgetfulness according to an agreed protocol.
c107M01N01 | learning objectives defined in the framework curricula: The framework curricula specify learning objectives including identifying components and functional sequences and planning, installing and commissioning pneumatic systems.
c107M01N02 | circuit diagram: The user must set up a pneumatic control system using a circuit diagram displayed before each level.
c107M01N03 | functional description: The user must set up the pneumatic control system using a circuit diagram and a functional description.
c108M01N10 | legislative knowledge used in viticulture decision-making: Legislative aspects were strongly present and had to be considered in viticulture decision-making.
c108M01N11 | industrial domain standards collected during professional-activity analysis: Standards were listed among the generic knowledge collected during professional-activity analysis.
c108M01N15 | conditional know-how rules extracted from interview corpora: Logical rules associated with conditional statements were extracted directly from the interview corpus.
c124M01N05 | mechanical-asset maintenance policies: Absorptive capacity determines whether digital-twin data are perceived, incorporated into technical expertise, and used to redesign maintenance policies.
c126M01N04 | blockchain best practices, security measures, and compliance strategies: Engagement with industry experts, seminars, and BT consortia provides insights into best practices, security measures, and compliance strategies.
c126M02N30 | Acquired External BT Knowledge: External knowledge equips firms to address risks by benchmarking their processes against industry standards, adopting established security protocols, and remaining informed about regulatory developments","Articulated and persistently recorded statements specifying what is required, permitted, prohibited, or formally recommended, including laws, regulations, standards, codes, and mandatory thresholds."
s002M01EK02,Codified Descriptive Knowledge,Explicit Knowledge,G,SIC 80 - Services (Health Services),89,"c101M01N19 | BPMN 2.0 XML: The model is instructed to output complete, standards-compliant BPMN 2.0 XML.
c101M01N20 | initial “AS-IS” BPMN diagram: The system processed the user's narrative and generated the initial AS-IS BPMN diagram.
c102M01N03 | Object-predicate-subject triples: Traditional task interpretations are generated from object-predicate-subject triples derived from the scene graph.
c102M01N04 | Common-sense knowledge: The GPT-4 depiction of image contents and relative positions is identified as common-sense knowledge.
c102M01N06 | Human intention narration: The approach generates and refines textual descriptions of human-relevant tasks from temporal videos.
c102M02N04 | Scene graph triples: object-predict-subject triples derived from the scene graph
c102M02N08 | Visual embeddings: cross-attention module to obtain global visual embeddings
c103M01N15 | wrist-recorded body-conducted handwork sounds: Sounds generated during the 13 handwork types were acquired at 16 kHz and 16 bits.
c103M01N16 | 41-dimensional MelFB-ZCR handwork feature vectors: Mel filter-bank features and zero-crossing rate were concatenated into 41-dimensional vectors.
c103M01N17 | 13-class handwork labels: A label representing the handwork was assigned to every successive feature vector.
c103M01N18 | four-iteration body-conducted-sound training dataset: Four acquisition iterations were allocated to training.
c103M02N08 | Zero-crossing rate (ZCR): The zero-crossing rate (ZCR) was evaluated for each analysis window.
c103M02N09 | Receptive field: The receptive field of the S stacked layers of multilayer ELMs is RF(S,W) = 1 + sum_{s=1}^{S} n_s.
c103M02N11 | Training dataset: The data acquired from the six iterations were partitioned four times for training...
c103M02N24 | Air-conducted sounds: Air-conducted sounds can also be utilized as a modality for handwork recognition because such sounds can propagate via diffraction.
c104M01N01 | IoT subject knowledge: The pre-test, immediate post-test, and delayed post-test contained ten multiple-choice items closely related to IoT.
c104M01N03 | images of the IoT components: The paper-based guidelines contained images of the IoT components in addition to written assembly instructions.
c105M01N07 | Printed construction drawings: Companies C, D, E, and F often used physical or printed drawings showing 3D reality in 2D.
c105M01N08 | Company A CAD model: Company A supplied its existing 3D CAD model for integration into Unity.
c105M01N10 | Automatic transcription: Python and whisper_timestamped generated a timestamped transcription from the recorded video.
c107M01N04 | pneumatics fundamentals: The pre- and post-exercise knowledge test was based on the fundamentals of pneumatics in the textbook Steuerungstechnik Metall.
c107M01N05 | functions and structure of pneumatic components: The visualization aids were designed to help users learn the functions and structure of pneumatic components.
c108M01N14 | transcribed luxury-packaging employee interviews: The knowledge collected in the manufacturing interviews was transcribed and analyzed.
c108M01N16 | viticulture mind maps of the vine and wine life cycle: The viticulture knowledge was structured as mind maps and UML diagrams.
c108M01N17 | luxury-packaging UML model of departments, terminology, and usages: The manufacturing project produced a UML model to structure departments and unify terminology and usages.
c108M01N18 | formal ontology of luxury-packaging company know-how: The manufacturing UML model was used to build a formal ontology based on company know-how.
c108M01N19 | formal ontology of vine and wine life-cycle knowledge: The viticulture semi-formal models were followed by ontological formalization.
c108M01N20 | vine life-cycle sensor feedback data: The Wine Cloud traceability platform was based on expert knowledge and sensor feedback data.
c108M01N58 | wine-industry vocabulary and associated risks: The viticulture literature review gathered knowledge of wine-industry vocabulary and associated risks.
c108M01N64 | viticulture UML diagrams of vine and wine knowledge: The viticulture knowledge was structured and semi-formally modeled as UML diagrams.
c108M02N58 | Domain-specific technical terminology glossary: build, from heterogeneous sources of information... the data dictionary, the technical glossary
c108M02N63 | Reusable existing domain ontology building blocks: all or part of existing ontologies available in databases such as LOV (Linked Open Vocabularies) are integrated.
c109M02N05 | Green Structural Capital (GSC): ""Green structural capital (GSC) includes several aspects like as administrative processes, obligations, knowledge systems, values, workplace culture, reputation, inventions, copyrights, trademarks, etc., that are associated with ecological sustainability or innovation""
c110M01N03 | chatbot conversation history: The history of students' conversations with the chatbot was examined to analyze interaction requests.
c111M01N04 | basic knowledge and areas of application: Table 5 identifies webinars for basic knowledge and areas of application.
c111M01N06 | overview of possible tools for the use of AI technologies: Table 5 identifies an overview of possible tools for using AI technologies.
c113M01N01 | information about the electronic system and its components: The paper-based document contains all information about the electronic system and its components.
c113M01N21 | predefined target resource database: Vuforia compared natural characteristics extracted from the camera image against a predefined target resource database.
c113M02N01 | Electronic system declarative knowledge: In the field of cognitive science, the ACT-R theory distinguishes knowledge into declarative and procedural knowledge
c113M02N05 | Electronic system behavior information: providing such information can increase user awareness of the system, which can help users in combining newly perceived information
c113M02N06 | Electronic component identification knowledge: The test consisted of questions about the identification of different components they would use during the task
c114M01N01 | external digital technology knowledge acquired through network embedding: Enterprises need to acquire more external digital technology knowledge through network embedding to support internal innovation and competitive advantage.
c114M01N02 | technological knowledge resources in digital technology innovation networks: Centrally positioned firms can access and control relevant technological knowledge resources in the digital technology innovation network.
c114M02N02 | Heterogeneous Technical Knowledge: firms with the advantage of centrality can quickly and efficiently reach extensive and rich knowledge and technologies and analyze, absorb, and transform them
c115M01N02 | environmental protection business knowledge acquired by manufacturing firms: The green knowledge acquisition scale asks whether the company acquires business knowledge related to environmental protection.
c115M01N03 | knowledge of environmental effects of manufacturing products, materials and services: The scale measures company acquisition of knowledge about the environmental effects of products, materials and services.
c115M01N06 | environmental efficiency knowledge acquired by manufacturing firms: The scale measures company acquisition of knowledge about environmental efficiency.
c117M01N05 | early product-user signals: External platforms surface early user signals that may inform structured internal concept development.
c117M01N07 | product concepts: Internal-platform submissions include product concepts, including some complete new concepts.
c117M01N08 | product design suggestions: Ideas submitted through internal platforms include product design suggestions.
c117M01N09 | product packaging suggestions: Ideas submitted through internal platforms include product packaging suggestions.
c117M02N01 | Consumer insights: External platforms are primarily used to surface early user signals and refine market understanding
c117M02N02 | User-generated content: Platforms enable the creation and exchange of user-generated content
c119M01N01 | robot semantic knowledge: Semantic knowledge is represented in the robot knowledge base and contributes the top-down side of acquisition.
c119M01N02 | robot sensor-derived perceptual knowledge: Perceptual knowledge originates in the surrounding environment and includes information retrieved from sensors.
c119M01N03 | robot object-image visual features: Images were processed to extract global and convolutional-network activation features.
