node_id,node_name,parent_id,category,case_title,evidence_statement
c001M01N01,Historical archives,,,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Historical archives are combined with AR scene overlay technology to reconstruct living scenes.
c001M01N02,Architectural data,,,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,"The study collected architectural data through 3D laser scanning, virtual reality, and big-data analysis."
c001M01N03,Spatial distribution maps,,,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,GIS aggregates scattered 3D models into spatial distribution maps displaying density and age distribution.
c001M01N04,Historical narrative,,,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The dynamic digital archive connects historical narrative with interactive experience.
c001M01N05,Wartime timeline,,,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Digital exhibitions passively show building exteriors and the wartime timeline.
c001M01N06,Technical Standards for Historical Building Digitization (2021),,,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The graded-protection framework is based on Technical Standards for Historical Building Digitization (2021).
c001M01N07,"Digital Preservation of Intangible Cultural Heritage: Digital Resource Collection and Cataloguing (WH/T 99.9-2023), Part 9: Traditional Craftsmanship",,,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The paper invokes WH/T 99.9-2023 Part 9 when describing sequential recording of craftsmanship processes.
c001M01N08,LOD Level-Protection Intensity Mapping Table,,,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The study established an LOD Level-Protection Intensity Mapping Table for Peng's Traditional Dwelling.
c001M01N09,Craftsmanship process of wooden construction,s001M01TK05,Practised Motor and Tool-Operation Skill,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The wooden-construction craftsmanship process is recorded in sequence.
c001M01N10,Craftsmanship process of rammed earth technology,s001M01TK05,Practised Motor and Tool-Operation Skill,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The rammed-earth craftsmanship process is recorded in sequence.
c001M01N11,Intangible cultural heritage skills,s001M01TK05,Practised Motor and Tool-Operation Skill,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Intangible cultural heritage skills are at risk of interruption in inheritance.
c001M01N12,Indigenous people,s001M01KH01,Community and Cultural Knowledge Custodians,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,"The return rate of indigenous people is below 30%, immediately followed by the finding that ICH skills face inheritance interruption."
c001M01N14,Visitors,s001M01KL07,Public and Heritage-Experience Learners,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Visitors' historical cognition and understanding increased after digital narrative and immersive experiences.
c001M01N15,Users,s001M01KL07,Public and Heritage-Experience Learners,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Users upload wartime-themed photography and drawings in the Red Journey co-creation module and engage with its interactive archive.
c001M01N16,Paper-based surveying,s001M01THR15,Manual Knowledge Documentation and Codification,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,First-generation conservation used paper-based surveying with 2D planar data and unidirectional recording.
c001M01N17,Total station and film photography,s001M01THR15,Manual Knowledge Documentation and Codification,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Second-generation conservation used total station and film photography for elevations and partial depth data.
c001M01N18,Traditional exhibition,s001M01THR17,Ambiguous Traditional Human-central Practice,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The VR exhibition hall is compared with traditional exhibition.
c001M01N19,Static-picture presentation,s001M01THR12,Codified-Material Learning,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Most bomb-shelter exhibitions use static pictures rather than scenically reproducing refuge noise and lighting.
c001M01N20,Sequential digital recording of craftsmanship process,s001M01TP10,Database-supported Project Knowledge Archiving,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Wooden-construction and rammed-earth craftsmanship processes are recorded in sequence.
c001M01N21,Interactive knowledge graph,s001M01TP09,Semantic Knowledge Structuring and Retrieval,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,An interactive knowledge graph is constructed to digitize the recording of craftsmanship process.
c001M01N22,Graded-protection modeling workflow,s001M01TP02,Spatial Knowledge Capture and Geospatial Reconstruction,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Peng's Dwelling uses differentiated LOD precision and collaborative UAV and ground laser scanning to produce a high-precision 3D model.
c001M01N23,Living Inheritance Mode,s001M01TP03,Situated Experiential Learning through Extended Reality,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Historical archives and AR scene overlays reconstruct living scenes at Peng's Dwelling.
