src_node_id,dst_node_id,relation_type,src_l1_node_id,dst_l1_node_id,evidence_label,case_title,evidence_statement
s003M02TK10,s003M02KH01,be_held_by,c201M01N01,c201M01N07,E,SIC 20-39 - Manufacturing,"Small and medium-sized enterprises (SMEs) still depend heavily on tacit, experience-based know-how that rarely makes its way into formal documentation."
s003M02TK10,s003M02KH02,be_held_by,c201M01N01,c201M01N08,E,SIC 20-39 - Manufacturing,"Small and medium-sized enterprises (SMEs) still depend heavily on tacit, experience-based know-how that rarely makes its way into formal documentation."
s003M02TK10,s003M02LI11,be_difficult_to_capture_due_to,c201M01N01,c201M01N19,E,SIC 20-39 - Manufacturing,"Tacit knowledge the unwritten, experience-based insights people carry in their heads is notoriously difficult to articulate, as Polanyi famously noted"
s003M02KH01,s003M02THR03,participate_in,c201M01N07,c201M01N12,E,SIC 20-39 - Manufacturing,The process begins when an operator verbally reports a machine fault to a supervisor.
s003M02KH02,s003M02THR03,participate_in,c201M01N08,c201M01N12,E,SIC 20-39 - Manufacturing,He finds the maintenance supervisor and verbally explains the problem.
s003M02THR03,s003M02LI12,be_constrained_by,c201M01N12,c201M01N20,E,SIC 20-39 - Manufacturing,"When veteran staff retire or switch jobs, this undocumented expertise departs with them, risking operational disruption"
s003M02TP05,s003M02TE01,adopt,c201M01N13,c201M01N15,E,SIC 20-39 - Manufacturing,The system's core logic is powered by Google's Gemini 2.5 Pro API.
s003M02TP05,s003M02TE07,adopt,c201M01N13,c201M01N16,E,SIC 20-39 - Manufacturing,"The user interface is built with Gradio, an open-source Python framework"
s003M02TP05,s003M02TE02,adopt,c201M01N13,c201M01N17,E,SIC 20-39 - Manufacturing,Process diagrams are rendered in the browser using bpmn-js
s003M02TP05,s003M02EK02,adopt,c201M01N13,c201M01N03,E,SIC 20-39 - Manufacturing,The final prompt instructs the Gemini model to always respond with exactly two fenced code blocks: 1. A xml block containing the complete... BPMN 2.0 XML
s003M02TP05,s003M02EK04,adopt,c201M01N13,c201M01N04,E,SIC 20-39 - Manufacturing,2. A json block containing an array of overlay objects for adding comments to the diagram.
s003M02TP05,s003M02TK10,evaluate,c201M01N13,c201M01N01,E,SIC 20-39 - Manufacturing,This paper introduces a large-language-model (LLM)-driven conversational assistant that captures such knowledge on the shop floor and converts it incrementally
s003M02TP05,s003M02LI12,resolve,c201M01N13,c201M01N22,E,SIC 20-39 - Manufacturing,"A proof-of-concept evaluation in an equipment-maintenance scenario shows that the chatbot produced an accurate 'as-is' model, highlighted bottlenecks, and generated an improved 'to-be' variant"
s003M02TP05,s003M02LI13,be_constrained_by,c201M01N13,c201M01N24,E,SIC 20-39 - Manufacturing,A significant challenge observed during the evaluation was latency... total time... was over 12 minutes... delay is largely attributable to the verbosity of the BPMN XML format.
s003M02TP05,s003M02OD05,depend_on,c201M01N13,c201M01N26,E,SIC 20-39 - Manufacturing,The only direct operational cost is the pay-per-use API for the intelligence layer.
s003M02TP05,s003M02LI03,be_constrained_by,c201M01N14,c201M01N25,E,SIC 20-39 - Manufacturing,"experiments showed that while cheaper, Gemini Flash often produced incorrectly formatted XML that failed to render."
s003M02TK10,s003M02TP05,be_captured_by,c201M01N01,c201M01N13,E,SIC 20-39 - Manufacturing,This paper introduces a large-language-model (LLM)-driven conversational assistant that captures such knowledge on the shop floor
s003M02TK10,s003M02THR03,be_transferred_by,c201M01N01,c201M01N12,E,SIC 20-39 - Manufacturing,"The chosen case study focuses on a common and inefficient process for managing unplanned equipment downtime... existing workflow is almost entirely reactive and relies on informal, manual communication."
s003M02TK04,s003M02KH01,be_held_by,c201M02N01,c201M01N07,E,SIC 20-39 - Manufacturing,An assembly line operator hears a strange noise ... he shuts it down and walks over to the maintenance workshop to report it
s003M02TK04,s003M02KH02,be_held_by,c201M02N01,c201M01N08,E,SIC 20-39 - Manufacturing,The supervisor grabs the nearest available technician ... and sends them to investigate
s003M02TK04,s003M02KH02,be_documented_partially_by,c201M02N01,c201M02N13,I,SIC 20-39 - Manufacturing,"The user describes the process in natural language, thereby codifying part of the tacit know-how"
s003M02KH01,s003M02THR07,participate_in,c201M01N07,c201M02N14,E,SIC 20-39 - Manufacturing,The operator ... walks over to the maintenance workshop to report it. He finds the maintenance supervisor and verbally explains the problem
s003M02KH02,s003M02THR07,participate_in,c201M01N08,c201M02N14,E,SIC 20-39 - Manufacturing,The supervisor ... sends them to investigate (after receiving verbal report)
s003M02KH02,s003M02TP05,participate_in,c201M02N13,c201M01N13,E,SIC 20-39 - Manufacturing,The evaluation was conducted through an interactive dialogue between a user and the chatbot
s003M02TK04,s003M02TP05,be_captured_by,c201M02N01,c201M01N13,E,SIC 20-39 - Manufacturing,The LLM-driven conversational assistant captures such knowledge on the shop floor and converts it incrementally and interactively into BPMN 2.0 diagrams
s003M02TP05,s003M02EK01,adopt,c201M01N13,c201M02N38,E,SIC 20-39 - Manufacturing,Prompt-engineering techniques ensure the LLM's output conforms to the BPMN 2.0 schema
s003M02TP05,s003M02EK03,adopt,c201M01N13,c201M02N39,I,SIC 20-39 - Manufacturing,The system processes the user's natural language description to generate BPMN
s003M02EK03,s003M02KH02,be_held_by,c201M02N39,c201M02N13,I,SIC 20-39 - Manufacturing,The user provided the natural language description of the process
s003M02EK02,s003M02EK03,be_derived_from,c201M01N03,c201M02N39,I,SIC 20-39 - Manufacturing,The system generated BPMN 2.0 XML from the user's natural language description
