node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
N01,"Real-time data analytics",Explicit Knowledge,E,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","AI-driven tools can significantly improve the data analysis in real time","Codified data from real-time monitoring and analysis","Page 1"
N02,"Predictive insights",Explicit Knowledge,E,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","AI-driven tools can improve decision-making by analyzing vast amounts of data to predict trends and outcomes","Data-driven predictions from AI analysis","Page 3"
N03,"Supply chain risk knowledge",Explicit Knowledge,E,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","AI can change how we run supply chains... With predictive analytics, we can make backup plans ahead of time","Risk assessment data from supply chain analysis","Page 3"
N04,"Carbon footprint tracking data",Explicit Knowledge,E,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","Carbon footprints and emissions can be tracked through these tools, enabling real-time monitoring","Environmental monitoring data","Page 4"
N05,"Decision-making insights",Explicit Knowledge,E,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","AI-driven tools can improve decision-making by analyzing vast amounts of data","Data-driven insights for strategic decisions","Page 3"
N06,"Stakeholder communication knowledge",Explicit Knowledge,E,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","Some of the projects have a portal where all the news is shared, hence the knowledge sharing is better","Documented communications from portal","Page 4"
N07,"Operational knowledge from past practices",Explicit Knowledge,I,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","Collaborative platforms... enable organizations to draw lessons from past practices","Stored operational data from past projects","Page 3"
N08,"AI-generated reports",Explicit Knowledge,E,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","The AI tool reads the data and generates the reports","Reports generated by AI tools","Page 4"
N09,"Lessons learned from past practices",Tacit Knowledge,I,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","Collaborative platforms... enable organizations to draw lessons from past practices","Experience-based knowledge from past projects","Page 3"
N10,"Real-time hazard identification",Tacit Knowledge,I,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","Real-time monitoring... can prevent minor issues from developing into significant disruptions","Situational awareness for hazard detection","Page 3"
N11,"Problem-solving skills",Tacit Knowledge,I,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","The integration of AI in the knowledge management initiatives offers crucial opportunities to enhance the success and the resilience","Hands-on expertise in project management","Page 3"
N12,"Leadership intuition for resource allocation",Tacit Knowledge,I,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","Strong leadership assists in utilizing the resources, sustainably, and allocates them in the training and development","Judgment-based resource allocation","Page 1"
N13,"Participative decision-making skills",Tacit Knowledge,I,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","Participative leaders play a crucial role in aligning the stakeholders and ensuring the effective usage of communication channels","Collaborative decision-making expertise","Page 3"
N14,"Proactive planning capability",Tacit Knowledge,I,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","Participative leadership... ensures proactive planning to deal with disruptions and enhance resilience","Strategic thinking for proactive risk management","Page 4"
N15,"Project Manager (Participant A)",Knowledge Holder,E,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","Table 1: List of the Participants in the Pilot Study - Project Manager (Energy CPEC)","Project manager from energy sector under CPEC","Page 3"
N16,"Project In-charge (Participant B)",Knowledge Holder,E,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","Table 1: List of the Participants in the Pilot Study - Project In-charge (Energy CPEC)","Project in-charge from energy sector under CPEC","Page 3"
N17,"Research Analyst (Participant C)",Knowledge Holder,E,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","Table 1: List of the Participants in the Pilot Study - Research Analyst (Belt & Road Initiative Research Institute)","Research analyst from BRI Research Institute","Page 3"
N18,"Supply Chain Manager (Participant D)",Knowledge Holder,E,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","Table 1: List of the Participants in the Pilot Study - Supply Chain Manager (Energy CPEC)","Supply chain manager from energy sector under CPEC","Page 3"
N19,"Project Manager (Participant E)",Knowledge Holder,E,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","Table 1: List of the Participants in the Pilot Study - Project Manager (Energy CPEC)","Project manager from energy sector under CPEC","Page 3"
N20,"General Manager (Participant F)",Knowledge Holder,E,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","Table 1: List of the Participants in the Pilot Study - General Manager (Energy CPEC)","General manager from energy sector under CPEC","Page 3"
N21,"Top management",Knowledge Holder,I,"AI-Driven Knowledge Management in Megaprojects: The Leadership Factor","Lack of top management support disturbs the allocation of required resources","Collective decision-makers at executive level","Page 4"
