node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
"N01","Puskola book palm tree manuscript recipe collections","Explicit Knowledge","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Precious texts, like the 'puskola book'(palm tree manuscript), are at risk of being lost without digital preservation","Ancient palm-leaf manuscripts containing traditional medicinal recipes and treatments","Page 1"
"N02","Digitized English PDF translations of ancient recipes","Explicit Knowledge","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Ancient medical recipe books are translated into English and digitized into PDF formats to enrich the platform's knowledge base","Digital PDF documents of translated ancient medical recipes","Page 1"
"N03","Patient treatment outcome and history records","Explicit Knowledge","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Medical recipe data, including treatment histories and physician details, are encapsulated in Model Cards","Recorded patient status, prescription dates, and treatment outcomes","Page 1"
"N04","Medical recipe origin and ownership lineage data","Explicit Knowledge","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Data provenance information of medical recipes and treatments is encoded into Model Card objects","Lineage tracing recipe creation, ownership, and modifications","Page 2"
"N05","Practitioner identity credential proofs","Explicit Knowledge","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Digital identity proofs (SSI proofs) for doctors... as well as data provenance information for medical recipes and prescriptions are securely stored","Verified SSI-based credential proofs of practitioners","Page 2"
"N06","Structured Model Card repositories","Explicit Knowledge","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Medical recipe data, including treatment histories and physician details, are encapsulated in Model Cards and securely stored on the blockchain","Comprehensive structured records capturing recipe metadata, patient data, and provenance","Page 1"
"N07","Indigenous healer expertise for cancer and bone injury treatments","Tacit Knowledge","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Doctors with deep-rooted traditional medical knowledge begin by developing medicinal recipes from ancient texts/books","Uncodified clinical know‑how, intuition, and diagnostic skills of traditional practitioners","Page 4"
"N08","Generational verbal transmission of medicinal knowledge","Tacit Knowledge","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","This knowledge, usually transferred from generation to generation, faces the danger of fading away","Oral traditions and routines for passing medicinal practices across generations","Page 1"
"N09","Traditional medicine practitioners","Knowledge Holder","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Doctors provide traditional medical knowledge and prescriptions, derived from ancient texts","Qualified indigenous medicine doctors who develop and prescribe treatments","Page 2"
"N10","Ancient medical text translators","Knowledge Holder","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","A critical function is performed by translators, who convert ancient medical texts into English and digital formats","Linguistic experts converting ancient manuscripts into modern languages","Page 2"
"N11","Medicinal recipe contributors","Knowledge Holder","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Medicine providers contribute medicinal recipes","Stakeholders who supply traditional medicinal recipes to the platform","Page 2"
"N12","Specialized traditional medicine manufacturers","Knowledge Holder","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Manufacturers produce specialized medicinal products","Producers who manufacture medicines based on traditional recipes","Page 2"
"N13","Therapy and healing practitioners","Knowledge Holder","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Therapists, all committed to preserving and advancing traditional healing practices","Healthcare practitioners providing therapeutic treatments in traditional medicine","Page 1"
"N14","Remote consultation patients","Knowledge Learner","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Users can consult remotely with doctors who prescribe treatments through this wallet","Patients who receive treatment and interact with the platform for medical advice","Page 1"
"N15","Recipe NFT purchasers","Knowledge Learner","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Customers can acquire [recipe NFTs] by exchanging fiat currency","Individuals who purchase traditional medicinal recipes as NFT tokens","Page 3"
"N16","Cross-generational oral recipe teaching","Traditional Human-central Practice","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","This knowledge, usually transferred from generation to generation, faces the danger of fading away","Non‑digital verbal transmission of recipes and healing methods between generations","Page 1"
"N17","Practitioner-patient consultation sessions","Traditional Human-central Practice","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Users can consult remotely with doctors who prescribe treatments through this wallet","Direct healing interactions where practitioners provide consultation and prescriptions","Page 1"
"N18","Manual palm manuscript to English conversion","Traditional Human-central Practice","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Translators then convert these texts into English","Human‑driven linguistic translation of ancient palm manuscripts into English","Page 4"
"N19","WedaGPT AI and blockchain platform ecosystem","Technology-enable Practice","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","We introduce 'WedaGPT,' a Generative AI-enabled platform that utilizes a custom-trained Meta's Llama2 Large Language Model (LLM), Blockchain, self-sovereign identity (SSI), Non-Fungible Tokens (NFTs), and model cards to share traditional medical knowledge","The overall system platform for preserving and disseminating traditional medical knowledge","Page 1"
"N20","LLM-driven chat inquiry interface in mobile wallet","Technology-enable Practice","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Through a chat-based interface in the SSI-enabled mobile wallet, users can interact with the LLM and access detailed information on treatments","Interactive chat system allowing users to query the LLM through their SSI wallet","Page 1"
"N21","NFT marketplace for recipe token exchange","Technology-enable Practice","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Transforming ancient medicinal recipes into NFT tokens for sale on NFT marketplaces","Digital marketplace for buying and selling traditional recipe NFTs","Page 1"
"N22","Blockchain-backed recipe verification and storage","Technology-enable Practice","E","WedaGPT — Generative-AI (with Custom-Trained Meta's Llama2 LLM), Blockchain, Self Sovereign Identity, NFT and Model Card Enabled Indigenous Medicine Platform","Medical recipe data, including treatment histories and physician details, are encapsulated in Model Cards and securely stored on the blockchain","System for immutable storage and verifiable retrieval of medical data on blockchain","Page 1"
