src_node_id,dst_node_id,relation_type,evidence_label,case_title,evidence_statement,evidence_location
N11,N01,adopt,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The GHSOM artificial neural-network model tackle the aforementioned issues with a hierarchical architecture of growing self-organizing maps","Page 8, Section 4.3"
N02,N09,be_transferred_by,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","Semantics-based techniques, such as production rules and ontologies... Semantic Web technologies, ontologies, linked open data, production rules systems fall into this category","Page 7, Section 4"
N04,N03,be_derived_from,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","Each artificial system is provided with its own local knowledge base (LKB), which keeps the reference with the general knowledge base","Page 6, Section 3.1"
N11,N13,adopt,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","Deep features from VGG16 model","Page 12, Section 5.2"
N11,N05,adopt,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The first parameter, τ₁, is used in the stopping criterion for the growth of a single map in the architecture","Page 8, Section 4.3"
N11,N06,adopt,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The second parameter, τ₂, is used to specify the minimum quality of data representation of each unit as a fraction of the quantization error of the zero unit","Page 8, Section 4.3"
N10,N23,be_constrained_by,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","Having a fixed size of the map forces the definition of clusters which could become at least not appropriate, or even meaningless, when new knowledge is added","Page 8, Section 4.3"
N10,N24,be_constrained_by,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The flatness of the map does not allow to organize data hierarchically","Page 8, Section 4.3"
N11,N23,resolve,I,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The GHSOM artificial neural-network model tackle the aforementioned issues [fixed size] with a hierarchical architecture of growing self-organizing maps","Page 8, Section 4.3"
N11,N24,resolve,I,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The GHSOM artificial neural-network model tackle the aforementioned issues [flatness] with a hierarchical architecture of growing self-organizing maps","Page 8, Section 4.3"
N12,N10,be_composed_of,I,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The idea is to have a more robust final classification by a voting-based decision which takes into account both supervised and unsupervised approaches results","Page 9, Section 4.4"
N12,N09,be_composed_of,I,"A combined approach for improving humanoid robots autonomous cognitive capabilities","Unify the results obtained from the aforementioned approaches in order to evaluate if a novel combined approach gives optimal results exploiting the advantages of both","Page 9, Section 4.4"
N08,N12,participate_in,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","We also tested the proposed combined approach on a real robot","Page 19, Section 6.1"
N26,N12,participate_in,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The robot starts the exploration of the environment and analyzes the objects he finds on his way","Page 20, Section 6.1"
N12,N18,adopt,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","For the combination function to take place, Ordered-Weighted averaging (OWA) operators have been used","Page 9, Section 4.4"
N11,N16,adopt,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","A genetic algorithm has been developed for the fine tuning of parameters τ₁ and τ₂ in the GHSOM architecture","Page 11-12, Section 5.2"
N27,N12,be_transferred_by,I,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The combination merges the two lists together and computes the final score for all the considered synsets","Page 19, Section 6"
N10,N01,adopt,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","SOMs have been employed for detecting semantic clusters starting from visual observation","Page 8, Section 4.2"
N09,N25,be_constrained_by,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","Ontologies reflect a fundamentally monolithic view of knowledge, i.e., they are too rigid and cannot easily manage exceptions and shades of knowledge","Page 4, Section 2"
N03,N02,be_derived_from,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The General Knowledge Base has been implemented starting from a high-level ontological model... defined following the structure of WordNet","Page 6, Section 3.1"
N12,N03,adopt,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The knowledge base is called general since it has been implemented starting from a high-level ontological model acting as overarching ontology","Page 5-6, Section 3.1"
N12,N22,be_constrained_by,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","Given their not very big size, further experimentation on wider datasets could help increase the confidence of these insights","Page 19, Section 6"
N12,N20,be_constrained_by,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","Current humanoid robots come with very limited hardware compared to the software requirements of sophisticated machine learning algorithms","Page 21, Section 6.1"
N12,N21,be_constrained_by,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","Sensors on board mainstream platforms are often inaccurate and/or not of high quality","Page 21, Section 6.1"
N15,N20,mitigate,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","We were able to reduce the computational load on the robot by using a service for speech recognition","Page 20, Section 6.1"
N15,N21,mitigate,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","Replacing the Speech Recognition engine with a more sophisticated one... to avoid many issues with voice recognition when using the integrated microphone","Page 20, Section 6.1"
N10,N22,be_constrained_by,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","Given their not very big size, further experimentation on wider datasets could help increase the confidence of these insights","Page 19, Section 6"
N11,N22,be_constrained_by,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","Given their not very big size, further experimentation on wider datasets could help increase the confidence of these insights","Page 19, Section 6"
N12,N25,be_constrained_by,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","Ontologies reflect a fundamentally monolithic view of knowledge, i.e., they are too rigid and cannot easily manage exceptions and shades of knowledge","Page 4, Section 2"
N16,N07,adopt,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The fitness function [uses] the Wu-Palmer similarity which is a measure already normalized in the range [0, 1]","Page 17, Section 5.3"
N10,N14,adopt,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The implementation used for both algorithms is based on two libraries, written in Python language","Page 10, Section 5"
N11,N14,adopt,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The implementation used for both algorithms is based on two libraries, written in Python language","Page 10, Section 5"
N12,N14,adopt,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The implementation used for both algorithms is based on two libraries, written in Python language","Page 10, Section 5"
N11,N17,adopt,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","We collected further images from the service google images by using an automated Python script","Page 10, Section 5.1"
N09,N19,depend_on,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The methodology used here for knowledge conceptualization... follows the structure of WordNet","Page 6, Section 3.1"
N12,N19,depend_on,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The methodology used here for knowledge conceptualization... follows the structure of WordNet","Page 6, Section 3.1"
N12,N04,adopt,E,"A combined approach for improving humanoid robots autonomous cognitive capabilities","The robot updates his own Local Knowledge Base and then searches for the item or most similar ones","Page 5, Section 3"
