"src_node_id","dst_node_id","relation_type","evidence_label","case_title","evidence_statement","evidence_location"
"N01","N16","be_transferred_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","Digital Transformation in Healthcare was delivered through the lecture-based session.","PDF pp. 2–3, Sections II.C and III.B"
"N04","N16","be_transferred_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","Electronic health records were introduced during the Digital Transformation lecture.","PDF pp. 2–3, Sections II.C and III.B"
"N05","N16","be_transferred_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","Telemedicine was introduced during the Digital Transformation lecture.","PDF pp. 2–3, Sections II.C and III.B"
"N02","N18","be_transferred_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","IoT in Healthcare was taught through the workshop-based session.","PDF pp. 2–3, Sections II.C and III.B"
"N03","N19","be_transferred_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","AI in Healthcare was taught through the workshop-based session.","PDF pp. 2–3, Sections II.C and III.B"
"N06","N19","be_transferred_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","Wearable-device data were introduced into the AI workshop as material for ChatGPT analysis.","PDF p. 3, Section III.B"
"N10","N18","be_transferred_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","The IoT workshop taught VHVs how to use smartwatches to measure vital signs.","PDF p. 3, Section III.B"
"N11","N19","be_transferred_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","The AI workshop provided practical experience integrating wearable-device data into ChatGPT.","PDF p. 3, Section III.B"
"N10","N15","be_absorbed_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","VHVs learned to use smartwatches to measure vital signs, and IoT post-test scores improved.","PDF pp. 3–4, Sections III.B and IV.B"
"N11","N15","be_absorbed_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","VHVs performed the ChatGPT analysis exercise, and AI post-test scores improved.","PDF pp. 3–4, Sections III.B and IV.C"
"N12","N15","be_absorbed_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","Hands-on activities increased participants' confidence in using wearable devices and AI tools.","PDF pp. 1 and 4, Abstract, Discussion, and Conclusion"
"N15","N16","participate_in","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","VHVs attended the 60-minute lecture-based session.","PDF p. 3, Section III.B"
"N15","N17","participate_in","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","VHVs completed the pre-test, and 26 completed the post-test.","PDF p. 3, Sections III.A–III.C"
"N15","N18","participate_in","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","VHVs actively used smartwatches in the IoT workshop.","PDF p. 3, Section III.B"
"N15","N19","participate_in","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","VHVs integrated wearable-device data into ChatGPT during the AI workshop.","PDF p. 3, Section III.B"
"N13","N16","participate_in","I","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","The paper reports a delivered lecture and separately acknowledges the trainers for their expertise.","PDF pp. 2–3 and 5, Sections II.C, III.B, and VII"
"N13","N18","participate_in","I","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","The paper reports a delivered IoT workshop and separately acknowledges the trainers for their expertise.","PDF pp. 2–3 and 5, Sections II.C, III.B, and VII"
"N13","N19","participate_in","I","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","The paper reports a delivered AI workshop and separately acknowledges the trainers for their expertise.","PDF pp. 2–3 and 5, Sections II.C, III.B, and VII"
"N14","N17","participate_in","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","Experts in the relevant domains designed the questions used in the pre- and post-tests.","PDF p. 3, Section III.C"
"N17","N01","evaluate","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","Questions Q1 through Q6 assessed Digital Transformation in Healthcare.","PDF pp. 3–4, Sections III.C and IV.A"
"N17","N02","evaluate","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","Questions Q7 and Q8 assessed IoT in Healthcare.","PDF pp. 3–4, Sections III.C and IV.B"
"N17","N03","evaluate","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","Questions Q9 and Q10 assessed AI in Healthcare.","PDF pp. 3–4, Sections III.C and IV.C"
"N18","N20","adopt","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","The IoT workshop used smartwatches for hands-on vital-sign measurement.","PDF p. 3, Section III.B"
"N19","N21","adopt","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","The AI workshop used ChatGPT for health-information gathering and analysis.","PDF p. 3, Section III.B"
"N16","N22","depend_on","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","The lecture was part of the vocational program conducted at Lamphun Hospital.","PDF pp. 2–3, Sections II.C and III.B"
"N17","N22","depend_on","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","The assessment was administered within the training conducted at Lamphun Hospital.","PDF p. 3, Sections III.A–III.C"
"N18","N22","depend_on","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","The IoT workshop was conducted within the vocational program at Lamphun Hospital.","PDF pp. 2–3, Sections II.C and III.B"
"N19","N22","depend_on","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","The AI workshop was conducted within the vocational program at Lamphun Hospital.","PDF pp. 2–3, Sections II.C and III.B"
"N16","N25","be_constrained_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","The lecture may not have effectively conveyed certain complex topics.","PDF p. 4, Section V"
"N16","N26","be_constrained_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","The lecture was followed by mixed Digital Transformation test outcomes.","PDF p. 4, Sections IV.A and V"
"N17","N24","be_constrained_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","Only 26 of 43 participants completed both training and post-test evaluation.","PDF p. 3, Section III.A"
"N17","N27","be_constrained_by","I","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","Immediate pre- and post-testing did not evaluate later application in real-life practice.","PDF pp. 3–4, Sections III.C and V"
"N18","N16","complement","I","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","The authors conclude that integrating theoretical instruction and practical experience enhances VHVs' ability to apply technology.","PDF p. 4, Sections V–VI"
"N19","N16","complement","I","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","The authors conclude that integrating theoretical instruction and practical experience enhances VHVs' ability to apply technology.","PDF p. 4, Sections V–VI"
"N07","N18","be_transferred_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","During the IoT workshop, VHVs learned to use smartwatches to measure heart rate.","PDF p. 3, Section III.B"
"N08","N18","be_transferred_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","During the IoT workshop, VHVs learned to use smartwatches to measure blood oxygen levels.","PDF p. 3, Section III.B"
"N09","N19","be_transferred_by","E","Enhancing Digital Health Literacy of Village Health Volunteers through Vocational Training Programs","The AI workshop demonstrated how processing health data with ChatGPT could provide actionable insights for healthcare providers.","PDF p. 3, Section III.B"
