"src_node_id","dst_node_id","relation_type","evidence_label","case_title","evidence_statement","evidence_location"
"N01","N06","translate_into","I","A visual management and augmented-reality-based training module for the enhancement of short and long-term procedural knowledge retention in complex machinery setup","Workers received sequential setup information and were later tested on autonomous recall of the whole procedure.","Sections 3.2.2–3.3.4, pp. 5–7"
"N02","N07","translate_into","E","A visual management and augmented-reality-based training module for the enhancement of short and long-term procedural knowledge retention in complex machinery setup","Explanations of component and process details were used to develop technical skills beyond knowledge of the setup cycle.","Section 3.3.4, p. 7"
"N03","N09","translate_into","I","A visual management and augmented-reality-based training module for the enhancement of short and long-term procedural knowledge retention in complex machinery setup","Training information concerning errors supported practical recognition and correction during setup.","Sections 3.3.1 and 5.1, pp. 6 and 12"
"N06","N10","be_shared_by","I","A visual management and augmented-reality-based training module for the enhancement of short and long-term procedural knowledge retention in complex machinery setup","The qualified veteran provided operative support for the machinery setup procedure.","Sections 3.3.3–3.3.4, pp. 6–7"
"N07","N10","be_shared_by","E","A visual management and augmented-reality-based training module for the enhancement of short and long-term procedural knowledge retention in complex machinery setup","The company veteran explained technical details so workers could develop technical skills.","Sections 3.3.3–3.3.4, pp. 6–7"
"N06","N13","be_transferred_by","E","A visual management and augmented-reality-based training module for the enhancement of short and long-term procedural knowledge retention in complex machinery setup","The trainer-supported scenario was used to develop workers’ setup knowledge.","Section 3.3.4, p. 7"
"N07","N13","be_transferred_by","E","A visual management and augmented-reality-based training module for the enhancement of short and long-term procedural knowledge retention in complex machinery setup","Trainer explanations were intended to transfer technical understanding beyond the setup cycle.","Section 3.3.4, p. 7"
"N01","N14","be_transferred_by","E","A visual management and augmented-reality-based training module for the enhancement of short and long-term procedural knowledge retention in complex machinery setup","G1 followed sequential setup steps through screen-displayed digital procedures.","Sections 3.3.2 and 3.4.2, pp. 6 and 8"
"N02","N14","be_transferred_by","E","A visual management and augmented-reality-based training module for the enhancement of short and long-term procedural knowledge retention in complex machinery setup","The PDF instructions showed component representations and placement information.","Fig. 3 and Section 3.4.2, p. 8"
"N04","N14","be_transferred_by","E","A visual management and augmented-reality-based training module for the enhancement of short and long-term procedural knowledge retention in complex machinery setup","The PDF-form instructions were displayed on a large smart screen for G1.","Section 3.4.2, p. 8"
