node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
"N01","Standard Baduanjin routine definitions","Explicit Knowledge","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","A movement animation data repository containing the eight styles of movements realizes the unified mapping of standard movement keyframes.","Codified postural definitions and movement sequences from authoritative resources.","PAGE 2, PAGE 6"
"N02","Historical and rehabilitative knowledge cards","Explicit Knowledge","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","The system constructs a rehabilitation interaction process centered on knowledge card feedback... describing historical background and rehabilitative effects.","Virtual cards containing historical, cultural, and rehabilitative information issued to the user.","PAGE 2, PAGE 4"
"N03","Baduanjin physical coordination skill","Tacit Knowledge","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","Limb coordination disorder affects people's ability to perform daily activities... Baduanjin has auxiliary therapeutic effects on cardiorespiratory and musculoskeletal rehabilitation.","The uncodified bodily skill, movement accuracy, and fluid sequence physical posture.","PAGE 1, PAGE 2"
"N04","Adult patients with mild physical coordination disorders","Knowledge Holder","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","The participant pool included 30 adult patients with mild physical coordination disorders.","The targeted clinical user group requiring physical motor recovery and coordination training.","PAGE 7"
"N05","Healthy adult volunteers","Knowledge Holder","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","...and 48 healthy adult volunteers randomized into experimental and control groups.","Healthy individuals participating in the comparative trial to evaluate experience metrics.","PAGE 7"
"N06","Professional teachers","Knowledge Holder","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","Relying on the oral teaching of the dissemination of the way requires a large number of professional teachers.","Human domain experts and traditional inheritors of the physical martial art style.","PAGE 2"
"N07","Traditional text and graphic training methods","Traditional Human-central Practice","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","The comparison system used non-interactive instructional materials consisting of static images and text.","Legacy instructional approach relying on text-based UI manuals or books with automated page turning.","PAGE 4, PAGE 7"
"N08","The Wonderful Journey Based on Baduanjin (TWJB) system","Technology-enable Practice","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","This study presents The Wonderful Journey Based on Baduanjin (TWJB), a gamified virtual rehabilitation system that integrates somatosensory interaction.","The newly introduced gamified multi-layered virtual rehabilitation system environment.","PAGE 1, PAGE 3"
"N09","Kinect V2 sensor","Digital Technology","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","The system employs the Kinect V2... selected due to its stable 25-joint tracking at 30 Hz.","A depth and skeletal tracking camera hardware peripheral.","PAGE 3, PAGE 5"
"N10","Cascadeur software","Digital Technology","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","All motion sequences are manually created as 3D keyframe animations using Cascadeur.","A physics-based keyframe animation tool supporting inverse kinematics.","PAGE 6"
"N11","Dynamic Time Warping algorithm rules","Explicit Knowledge","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","The motion recognition module applies Dynamic Time Warping (DTW) to match the real-time motion sequence.","Mathematical algorithms used to evaluate real-time physical posture deviations against templates.","PAGE 6"
"N12","Monotony and high repetitiveness","Limitation","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","Traditional rehabilitation approaches often suffer from low adherence due to their monotony and high repetitiveness.","The structural boring nature of traditional medical physical exercise programs.","PAGE 1, PAGE 2"
"N13","Scarcity of professional training resources","Limitation","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","However, these resources are currently very scarce, which makes it difficult to popularize.","The severe human resource bottleneck concerning qualified physical trainers.","PAGE 2"
"N14","High treatment cost","Limitation","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","The traditional rehabilitation treatment often has the defects such as boring, high treatment cost.","Financial limitations associated with long-term face-to-face medical sessions.","PAGE 2"
"N15","Lack of real-time interactive feedback","Limitation","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","Traditional exercise rehabilitation methods often have problems such as a single form of intervention and lagging feedback.","The structural deficit of static materials which cannot visually correct physical user errors instantly.","PAGE 1, PAGE 3"
