src_node_id,dst_node_id,relation_type,evidence_label,case_title,evidence_statement,evidence_location
N08,N11,participate_in,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","The simulations were carried out by the team of professionals in charge of health and safety management on the project","Page 3, Section 3.2"
N08,N10,participate_in,I,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","From the simulations performed in Phase 2, activity-based hazards were identified and served as input data for the IPERC tool; an application was developed in Microsoft Excel","Page 3, Section 3.2 and 3.3"
N11,N14,adopt,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","3D modeling of architecture, structure and sanitary facilities was developed using Autodesk's Revit software","Page 2, Section 3.1"
N11,N15,adopt,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","export the file to an .nwc format for 4D simulation in Navisworks","Page 2, Section 3.2"
N11,N28,adopt,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","This was synchronized with the schedule made in phase 1","Page 2, Section 3.2"
N06,N11,be_captured_by,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","From the simulations performed in Phase 2, activity-based hazards were identified","Page 3, Section 3.3"
N11,N06,evaluate,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","observe in real time the execution of the project, from the design phase... identify the hazards","Page 2-3, Section 3.2"
N01,N10,be_transferred_by,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","an application was developed in Microsoft Excel oriented to OHS management based on the PtD initiative","Page 3, Section 3.3"
N07,N08,be_shared_by,I,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","The team of professionals in charge of health and safety management on the project","Page 3, Section 3.2"
N10,N01,adopt,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","the IPERC tool... through this, the characteristics and properties of the hazard were determined","Page 3, Section 3.3"
N10,N25,adopt,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","Requests for Information on Previously Taken Controls (RFI)","Page 3, Section 3.3"
N10,N02,adopt,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","Both risk factors (RF- CS & RF- FS) were compared using the RR tool","Page 3, Section 3.3"
N10,N03,adopt,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","This spreadsheet has tools such as ... Lessons Learned (LA)","Page 3, Section 3.3"
N03,N12,be_transferred_by,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","This server will be populated with data from an application created in Microsoft Excel during Phase 3","Page 4, Section 3.4"
N12,N16,adopt,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","a relational table (SQL) data server has been developed on the Microsoft Azure platform","Page 4, Section 3.4"
N07,N19,be_difficult_to_capture_due_to,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","information gathered is lost over time, hindering continuous improvement","Page 4, Section 3.4"
N12,N19,mitigate,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","By storing the information from previous phases, it will be readily available in real-time without the need for physical storage hardware","Page 4, Section 3.4"
N12,N09,complement,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","only traditional methods for hazard identification... are applied in the design phase, due to the high lack of knowledge of BIM tools","Page 1, Section 1"
N10,N20,depend_on,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","assigned an initial risk factor (RF - CS) based on exposure, probability and severity indexes granted by the Peruvian Law N° 29783","Page 3, Section 3.3"
N13,N21,depend_on,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","The key performance indicators (KPI) of the Peruvian OHS standard G-050... were affected","Page 4, Section 3.4"
N26,N12,be_composed_of,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","implementation of a centralized database enables the retention and sharing of knowledge","Page 2, Section 1"
N26,N13,be_composed_of,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","In PowerApps, an application was created to visualize the information of the previous phases","Page 4, Section 3.4"
N22,N10,be_composed_of,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","an application was developed in Microsoft Excel oriented to OHS management based on the PtD initiative","Page 3, Section 3.3"
N22,N11,be_composed_of,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","next step is to export the file to an .nwc format for 4D simulation in Navisworks","Page 2, Section 3.2"
N22,N26,be_composed_of,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","The integration of Building Information Modelling (BIM), Prevention through Design (PtD) and a centralized database through an SQL server","Page 2, Section 1"
N22,N24,depend_on,I,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","fosters a culture of continuous safety improvement, where past projects serve as references and guidelines for future construction","Page 2, Section 1"
N10,N24,depend_on,I,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","fosters a culture of continuous safety improvement","Page 2, Section 1"
N13,N04,evaluate,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","The key performance indicators (KPI) of the Peruvian OHS standard G-050... were affected","Page 4, Section 3.4"
N02,N05,be_derived_from,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","Equations (1), (2), (3) and (4) were used to find global indexes; the RR tool compares RFCS and RFFS","Page 6, Section 4.1"
N04,N05,be_derived_from,E,"Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","The indexes were calculated using equations (5), (6), and (7)","Page 7, Section 4.2"
