src_node_id,dst_node_id,relation_type,evidence_label,case_title,evidence_statement,evidence_location
N01,N07,translate_into,I,"Effectiveness of m-Learning in Enhancing Knowledge Retention for Nurses' Lifelong Learning: Quasi-Experimental Study","Theoretical knowledge (COPD self‑management) is applied in clinical decision‑making through virtual simulation","Page 3, Intervention"
N01,N13,be_held_by,E,"Effectiveness of m-Learning in Enhancing Knowledge Retention for Nurses' Lifelong Learning: Quasi-Experimental Study","Nurses with a bachelor's degree had a mean score of 62.52% in initial assessment","Page 4, Results"
N01,N14,be_held_by,E,"Effectiveness of m-Learning in Enhancing Knowledge Retention for Nurses' Lifelong Learning: Quasi-Experimental Study","Nurses with a master's degree had a mean initial assessment score of 69.15% (higher than bachelor's)","Page 4, Results"
N01,N15,be_held_by,E,"Effectiveness of m-Learning in Enhancing Knowledge Retention for Nurses' Lifelong Learning: Quasi-Experimental Study","Participants achieved an average initial score of 59.97% and final score of 84.05%","Page 4, Results"
N01,N15,be_absorbed_by,E,"Effectiveness of m-Learning in Enhancing Knowledge Retention for Nurses' Lifelong Learning: Quasi-Experimental Study","Participants' average score increased from 59.97% to 84.05% (P<0.01) indicating knowledge absorption","Page 4, Results"
N02,N20,be_captured_by,I,"Effectiveness of m-Learning in Enhancing Knowledge Retention for Nurses' Lifelong Learning: Quasi-Experimental Study","The level of knowledge was assessed using a set of items, including 29 multiple‑choice questions","Page 3, Data Collection"
N03,N20,be_captured_by,I,"Effectiveness of m-Learning in Enhancing Knowledge Retention for Nurses' Lifelong Learning: Quasi-Experimental Study","The level of knowledge was assessed using a set of items, including 24 true or false statements","Page 3, Data Collection"
N04,N01,be_derived_from,E,"Effectiveness of m-Learning in Enhancing Knowledge Retention for Nurses' Lifelong Learning: Quasi-Experimental Study","The development of the MOOC was supported by the theme of self‑management of COPD, considering the GOLD guidelines","Page 3, Intervention"
N07,N15,be_held_by,I,"Effectiveness of m-Learning in Enhancing Knowledge Retention for Nurses' Lifelong Learning: Quasi-Experimental Study","Nurses developed clinical decision‑making skills via the virtual simulation module","Page 3, Intervention"
N07,N19,be_captured_by,E,"Effectiveness of m-Learning in Enhancing Knowledge Retention for Nurses' Lifelong Learning: Quasi-Experimental Study","Each participant was able to practice clinical decision‑making through four clinical scenarios using the Body Interact virtual patient simulator","Page 3, Intervention"
N09,N14,be_held_by,I,"Effectiveness of m-Learning in Enhancing Knowledge Retention for Nurses' Lifelong Learning: Quasi-Experimental Study","A master's degree equips nurses with the ability to manage complex situations such as empowering patients to self‑manage chronic conditions","Page 5, Discussion"
N10,N18,participate_in,E,"Effectiveness of m-Learning in Enhancing Knowledge Retention for Nurses' Lifelong Learning: Quasi-Experimental Study","66.1% (n=111) were general nurses who participated in the MOOC","Page 4, Results"
N11,N18,participate_in,E,"Effectiveness of m-Learning in Enhancing Knowledge Retention for Nurses' Lifelong Learning: Quasi-Experimental Study","19.6% (n=33) were specialist nurses who participated in the MOOC","Page 4, Results"
N12,N18,participate_in,E,"Effectiveness of m-Learning in Enhancing Knowledge Retention for Nurses' Lifelong Learning: Quasi-Experimental Study","1.2% (n=2) were nurse managers who participated in the MOOC","Page 4, Results"
N13,N18,participate_in,I,"Effectiveness of m-Learning in Enhancing Knowledge Retention for Nurses' Lifelong Learning: Quasi-Experimental Study","74.4% of nurses held a bachelor's degree and participated in the training program","Page 4, Results"
