node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
N01,"Tutors/educators",Knowledge Holder,E,"Innovative Pedagogies In Construction Project Management Education Integrating Active Blended Learning, Technology And Authentic Applications","Six CPM students along with two tutors participated in a focus group discussion.","Not mentioned","Page 6"
N02,"Postgraduate CPM students",Knowledge Learner,E,"Innovative Pedagogies In Construction Project Management Education Integrating Active Blended Learning, Technology And Authentic Applications","The first two cohorts of MSc. Construction Project Management students at the London campus were participants in the study after completing three or four modules","Not mentioned","Page 3-4"
N03,"Industry practitioners",Knowledge Holder,E,"Innovative Pedagogies In Construction Project Management Education Integrating Active Blended Learning, Technology And Authentic Applications","Future potential employers and industry professionals were consulted to assess whether students demonstrated improved industry readiness","Not mentioned","Page 4"
N04,"Peers/group members",Knowledge Holder,E,"Innovative Pedagogies In Construction Project Management Education Integrating Active Blended Learning, Technology And Authentic Applications","A person stated, 'Being in a group make some people do nothing and put much pressure on others. We decide member one must do something and member two must do something else. It is great for every person to be involved.'","Not mentioned","Page 6"
N05,"Former students/domain experts",Knowledge Holder,E,"Innovative Pedagogies In Construction Project Management Education Integrating Active Blended Learning, Technology And Authentic Applications","These experts included several tutors and former main campus students, whose insights provided valuable feedback on the model's relevance, coherence, and potential applicability.","Not mentioned","Page 8"
N06,"Traditional lecture-based learning",Traditional Human-central Practice,E,"Innovative Pedagogies In Construction Project Management Education Integrating Active Blended Learning, Technology And Authentic Applications","A significant majority of students (95%) expressed a preference for ABL over traditional lecture-based learning","Conventional instructor-centered teaching method with passive student listening","Page 5"
N07,"Group activities",Traditional Human-central Practice,E,"Innovative Pedagogies In Construction Project Management Education Integrating Active Blended Learning, Technology And Authentic Applications","Group work is challenging when some individuals do not contribute equally.","In-person collaborative learning exercises","Page 6"
N09,"Active Blended Learning (ABL)",Technology-enable Practice,E,"Innovative Pedagogies In Construction Project Management Education Integrating Active Blended Learning, Technology And Authentic Applications","ABL combines face-to-face instruction with digital learning methods, creating a flexible and interactive educational experience.","Pedagogical approach combining face-to-face and digital learning methods","Page 2"
N10,"Case studies",Technology-enable Practice,E,"Innovative Pedagogies In Construction Project Management Education Integrating Active Blended Learning, Technology And Authentic Applications","Using real-world applications, interactive role-plays, industry cases, and technology-driven simulations","Real-world application exercises in construction project management","Page 1"
N11,"Industry visits",Technology-enable Practice,E,"Innovative Pedagogies In Construction Project Management Education Integrating Active Blended Learning, Technology And Authentic Applications","We have industry visits, the industry educators come, and we do case studies.","Site visits to construction industry settings for experiential learning","Page 7"
N12,"Role-plays",Technology-enable Practice,E,"Innovative Pedagogies In Construction Project Management Education Integrating Active Blended Learning, Technology And Authentic Applications","Using real-world applications, interactive role-plays, industry cases, and technology-driven simulations","Interactive simulation exercises in construction project management","Page 1"
