src_node_id,dst_node_id,relation_type,evidence_label,case_title,evidence_statement,evidence_location
"N02","N15","be_transferred_by","E","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","Before Registry implementation, manually extracted wait-time information was reported to contractors.","p. 5, Section 4.1"
"N15","N25","be_constrained_by","E","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","The pre-Registry process collected information episodically rather than continuously.","p. 5, Section 4.1"
"N15","N26","be_constrained_by","E","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","The manually collected information was not presented clearly or comparably.","p. 5, Section 4.1"
"N01","N16","be_transferred_by","E","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","The Registry displayed and distributed wait-time data to intended users.","pp. 5, 8-9, Section 4.1, Table 2, and Section 5"
"N03","N16","be_transferred_by","I","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","Registry results were intended to be interpreted against applicable wait-time goals and contractual standards.","pp. 9 and 12, Sections 5 and 5.1.3"
"N08","N16","participate_in","E","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","The Unit for development was responsible for Registry infrastructure and had full administrative access.","p. 8, Table 2"
"N09","N16","participate_in","E","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","Contract administrators received Registry reports and were expected to notice divergences and enforce compliance.","pp. 5 and 8, Section 4.1 and Table 2"
"N10","N16","participate_in","E","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","Care managers received reports and could request direct Registry access.","p. 8, Table 2"
"N11","N16","participate_in","E","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","Care personnel contributed source information that was transferred from electronic medical records to the Registry.","pp. 6 and 9, Sections 4.2 and 5"
"N12","N16","participate_in","I","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","Care-unit administrators were expected to receive Registry-derived findings from care managers and adjust scheduling.","p. 8, Table 2"
"N13","N16","participate_in","E","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","The central contractor unit received monthly Registry reports for identifying and influencing underperforming providers.","p. 8, Table 2"
"N16","N19","adopt","E","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","Registry data were automatically extracted from electronic medical records.","pp. 5 and 9, Sections 4.1 and 5"
"N16","N20","adopt","E","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","Registry users viewed waiting-patient data through a report generator interface.","pp. 6 and 9, Figures 1-2"
"N16","N21","adopt","E","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","Published digital interfaces were searchable through web browsers.","p. 5, Section 4.1"
"N16","N23","depend_on","I","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","Detailed direct access required eligible managers to apply for a user account.","pp. 5 and 8, Section 4.1 and Table 2"
"N16","N24","depend_on","E","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","The Registry was implemented to monitor and improve compliance with the legally mandated wait time guarantee.","pp. 2 and 5, Sections 1 and 4.1"
"N16","N27","be_constrained_by","E","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","Uncertainty and flaws in the Registry data made its outcomes difficult to assess and reduced users' trust.","pp. 5-6, 9, and 11, Sections 4.1-4.2, 5, and 5.1.2"
"N16","N28","be_constrained_by","E","Ignoring and collective passivity in relation to information systems: How actors avoided engagement with data about wait times in Swedish healthcare","Care managers characterized available statistics as two months old.","p. 11, Section 5.1.2"
