node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
"N01","General Knowledge Base (GKB)","Explicit Knowledge","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","One of the key-elements of the framework is the General Knowledge Base, alternatively named GKB. It plays a central role since the other modules are built upon it","High-level ontological model proposed acting as overarching ontology defined following the structure of WordNet","Page 5, Lines 155-162"
"N02","Local Knowledge Base (LKB)","Explicit Knowledge","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","Each artificial system is provided with its own local knowledge base (LKB), which keeps the reference with the general knowledge base, but it is free to evolve on its own","A restricted localized knowledge repository deployed on an agent that expands safely through contextual learning without polluting the GKB","Page 6, Lines 172-174"
"N03","WordNet","Explicit Knowledge","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","with general concepts and multimedia representations (in our case WordNet and ImageNet).","A dictionary containing lexical-semantic connections between abstract concepts where the fundamental unit is a synset","Page 5, Lines 142-164"
"N04","ImageNet","Explicit Knowledge","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","Besides, visual features extracted from images contained in ImageNet have been imported in the General Knowledge Base.","A hierarchical image database providing visual feature references for general concepts","Page 6, Line 167; Page 23, Line 778"
"N05","Ontologies","Explicit Knowledge","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","Another common approach to knowledge acquisition in intelligent systems relies on semantics-based techniques, such as production rules and ontologies.","Formal structures used for knowledge management and representation of robots and cognitive architectures","Page 4, Lines 91-92"
"N06","Output list of predicted synsets with probabilities","Explicit Knowledge","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","Both TD and BU approaches are already designed to output a list of concepts along with a probability, hence there is no need for a normalization step.","Probabilistic outcome logs reflecting classification hierarchies produced via individual learning modules","Page 9, Lines 275-276"
"N07","Humanoid robot Pepper","Knowledge Holder","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","The platform used to test our work is the humanoid robot Pepper. It has 20 degrees of freedom. It is designed to be fully interactive","An interactive social humanoid robot acting as the mobile physical execution agent","Page 19, Lines 648-650"
"N08","Human user","Knowledge Holder","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","Robots need to be autonomous enough to accomplish tasks cooperatively with human users, who may not have a-priori technical skills.","The non-expert interactive participant requesting target items and validating robot cognitive decisions","Page 2, Line 43; Page 6, Line 147"
"N09","Human-Robot Interaction","Traditional Human-central Practice","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","This phase can also involve the interaction with humans, who can trigger new requests and/or validate inferences made by the robot.","An active operational collaborative training and testing workflow where raw requests are made and decisions validated","Page 6, Line 147"
"N10","Unsupervised low-level perception-based technique","Technology-enable Practice","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","we discuss here the refined development of the unsupervised low-level approach for constructing and conceptualizing the knowledge based on perception","A bottom-up operational module focused on constructing structured patterns out of raw sensory features without pre-existing labels","Page 2, Line 56; Page 7, Line 203"
"N11","Supervised high-level semantics-based technique","Technology-enable Practice","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","its combination with the supervised high-level approach for constructing and conceptualizing the knowledge based on semantic","A top-down operational module focused on providing contextualized semantic boundaries and expert definitions","Page 2, Line 57; Page 7, Line 199"
"N12","Combined approach via OWA operators","Technology-enable Practice","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","Hence, we present a combined approach based on semantics and machine learning techniques for improving robots cognitive capabilities.","An integrated practice aggregating connectionist and symbolic results using algorithmic weight allocations for robust decisions","Page 1, Line 14; Page 9, Line 277"
"N13","Ontology matching and merging activity","Technology-enable Practice","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","First, the ontological model has been provided with the ability of being extensible through ontology matching and merging activities.","An operational data integration technique designed to anchor external specialized concepts into the core framework","Page 6, Lines 170-171"
"N14","Growing Hierarchical Self-Organizing Maps (GHSOM)","Digital Technology","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","It makes use of growing hierarchical self-organizing maps (GHSOM) which have been first presented in [45, 46].","An artificial neural-network model featuring a hierarchical architecture of growing self-organizing maps to handle structural expansion","Page 8, Lines 242-243"
"N15","Self-Organizing Maps (SOM)","Digital Technology","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","An interesting unsupervised neural network is the self-organizing map (SOM) [41].","A classical flat bio-inspired neural network using competitive learning to map input spaces onto localized neural spots","Page 7, Lines 212-217"
"N16","Genetic algorithm","Digital Technology","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","Moreover, a genetic algorithm has been developed for the fine tuning of parameters tau1 and tau2 in the GHSOM architecture.","An evolutionary optimization routine designed to decrease semantic heterogeneity across generated visual map nodes","Page 11, Lines 368-407; Page 14, Lines 485"
"N17","Ordered-Weighted Averaging (OWA) operators","Digital Technology","E","A combined approach for improving humanoid robots autonomous cognitive capabilities","For the combination function to take place, Ordered-Weighted averaging (OWA) operators have been used [48].","A parameterized family of mathematical aggregation functions useful for computing choice profiles under data uncertainty","Page 9, Lines 276-277"
