src_node_id,dst_node_id,relation_type,evidence_label,case_title,evidence_statement,evidence_location
"N01","N10","be_shared_by","I","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The human's observed actions are the source from which the model predicts action intentions.","Section III-B, p. 543; Table II"
"N01","N17","be_captured_by","I","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The narration approach learns human action intentions from temporal video and translates the actions into descriptions.","Section III-B, pp. 542-543"
"N02","N11","be_absorbed_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The robot acquires skills and learns execution policies from task descriptions.","Section III-C, p. 543"
"N02","N18","be_transferred_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The language-guided approach enables robot skill acquisition from a task description.","Section III-C, p. 543"
"N03","N15","be_transferred_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","Scene-graph triples are used to generate task interpretations.","Section III-A, p. 542"
"N04","N16","be_transferred_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","Common-sense scene depictions undergo inference leading to task interpretation.","Section III-A, p. 542; Figure 3"
"N05","N15","be_transferred_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The traditional scene-graph pipeline generates task interpretations for HRC scenarios.","Section III-A, p. 542"
"N05","N16","be_transferred_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","GPT-4 generates task explanations for elements and relations in supplied images.","Section III-A, p. 542; Table I"
"N06","N17","be_transferred_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The narration approach produces textual human-intention descriptions that support robot adjustment.","Section III-B, p. 543"
"N07","N18","be_transferred_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The robot skill acquisition approach operates from a natural-language task description.","Section III-C, p. 543; Figure 5"
"N08","N18","be_transferred_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The approach represents recursively generated subtasks as hierarchical plans resembling a task tree.","Section III-C, p. 543"
"N09","N18","be_transferred_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The language-guided approach learns robot execution policies.","Section III-C, p. 543; Table III"
"N10","N17","participate_in","I","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","Temporal videos of human actions provide the input used by the narration approach.","Section III-B, p. 543; Table II"
"N11","N17","participate_in","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","Narrated human intentions enable the robot to adjust its operations.","Section III-B, p. 543"
"N11","N18","participate_in","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The robot executes the learned policies in the reported planning domains.","Section III-C, p. 543; Table III"
"N12","N13","be_composed_of","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","Traditional task interpretation begins with a scene perception module.","Section III-A, p. 542; Figure 3"
"N12","N14","be_composed_of","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","Scene graph construction is one of the traditional task-interpretation steps.","Section III-A, p. 542; Figure 3"
"N12","N15","be_composed_of","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","Task interpretation from scene-graph triples is the final step of the traditional pipeline.","Section III-A, p. 542; Figure 3"
"N12","N31","be_constrained_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","Training the three traditional modules relies heavily on domain-specific knowledge.","Section III-A, p. 542"
"N12","N32","be_constrained_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","Models resulting from the traditional pipeline often lack generalization capabilities.","Section III-A, p. 542"
"N16","N23","adopt","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","GPT-4 is used for the tested LLM-based task-interpretation process.","Section III-A, p. 542; Table I"
"N16","N04","adopt","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The task-interpretation process uses the common-sense depiction generated from the image.","Section III-A, p. 542; Figure 3"
"N16","N32","mitigate","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","GPT-4 streamlines task interpretation and enhances zero-shot capability across diverse scenes.","Section III-A, p. 542; Table I"
"N16","N33","be_constrained_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","LLMs can generate hallucinatory or erroneous content during task inference.","Section IV, p. 544"
"N16","N34","be_constrained_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The resulting reasoning can be unsuitable for direct practical use in some tasks.","Section IV, p. 544"
"N17","N24","adopt","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The human-intention validation directly applies a pre-trained video-text LLM.","Section III-B, p. 543"
"N17","N25","adopt","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The video stream is fed into a Transformer video encoder.","Section III-B, p. 542; Figure 4"
"N17","N26","adopt","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","A cross-attention module obtains global visual embeddings.","Section III-B, p. 542; Figure 4"
"N17","N27","adopt","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","A text decoder generates narrations autoregressively.","Section III-B, pp. 542-543; Figure 4"
"N17","N28","adopt","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","A dual-encoder model refines textual descriptions and produces human intention narration.","Section III-B, pp. 542-543; Figure 4"
"N18","N29","adopt","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","An LLM recursively decomposes the task and infers required object interactions.","Section III-C, p. 543; Figure 5"
"N18","N19","be_composed_of","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The language-guided skill acquisition workflow employs a 6-DOF exploration primitive after task decomposition.","Section III-C, p. 543; Figure 5"
"N18","N35","be_constrained_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","Specific manufacturing instructions remain difficult for LLM comprehension and robot-motion planning.","Section IV, pp. 544-545"
"N19","N20","be_composed_of","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The 6-DOF exploration primitive includes a sampling-based motion planner.","Section III-C, p. 543"
"N19","N21","be_composed_of","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The 6-DOF exploration primitive includes a geometry-based grasp sampler.","Section III-C, p. 543"
"N19","N22","be_composed_of","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The 6-DOF exploration primitive includes a placement sampler.","Section III-C, p. 543"
"N20","N30","adopt","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The motion planner uses a rapidly-exploring random tree to generate robot trajectories.","Section III-C, p. 543"
"N05","N03","be_derived_from","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","Traditional task interpretations are generated from object-predicate-subject triples derived from the scene graph.","Section III-A, p. 542"
"N05","N04","be_derived_from","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","In the GPT-4 workflow, the common-sense depiction undergoes inference that leads to task interpretation.","Section III-A, p. 542; Figure 3"
"N08","N07","be_derived_from","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The task description is recursively decomposed into subtasks represented as hierarchical plans resembling a task tree.","Section III-C, p. 543"
"N09","N07","be_derived_from","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The robot learns execution policies based solely on a task description.","Section III-C, p. 543"
"N09","N08","be_derived_from","I","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The hierarchical plan supplies the decomposed action structure used in the reported language-motor policy workflow.","Section III-C, p. 543; Figure 5"
"N08","N19","be_transferred_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","After task decomposition into hierarchical plans, the workflow employs the 6-DOF exploration primitive.","Section III-C, p. 543; Figure 5"
"N02","N19","be_transferred_by","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The exploration primitive operationalizes grasping, placement, and motion-planning capabilities used for robot skill execution.","Section III-C, p. 543; Figure 5"
"N10","N16","participate_in","I","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","Task interpretation explains human actions, and humans appear as actors in the tested HRC and assembly scenes.","Section III-A, p. 542; Table I"
"N11","N16","participate_in","I","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","Task interpretation explains robotic actions, and robots appear in the tested HRC scene.","Section III-A, p. 542; Table I"
"N10","N18","participate_in","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","Figure 5 shows a human-provided task description requesting delivery of a mechanical component.","Section III-C, pp. 543-544; Figure 5"
"N11","N19","participate_in","E","Large Language Model for Humanoid Cognition in Proactive Human-Robot Collaboration","The robot executes the grasping, placement, and trajectory results produced through the 6-DOF exploration primitive.","Section III-C, p. 543; Figure 5"
