src_node_id,dst_node_id,relation_type,evidence_label,case_title,evidence_statement,evidence_location
"N01","N07","be_held_by","E","Digital technologies and circular economy capabilities exploring the roles of supply chain knowledg","achieved memory is considered the basis for change, since it describes the amount of knowledge, familiarity, and experience a firm possesses regarding the supply chain process","Page 6, Line 143"
"N02","N08","be_held_by","E","Digital technologies and circular economy capabilities exploring the roles of supply chain knowledg","Shared meaning refers to the achievement of a consensus regarding the understanding of information among firms and their members and supply chains","Page 6, Line 142"
"N03","N08","be_absorbed_by","I","Digital technologies and circular economy capabilities exploring the roles of supply chain knowledg","building interfirm platforms that enable data interoperability, common standards and real-time sharing of sustainability performance indicators... help build collective memory and shared understanding.","Page 17, Line 422"
"N04","N01","translate_into","I","Digital technologies and circular economy capabilities exploring the roles of supply chain knowledg","embed CE metrics into performance dashboards to align operational goals with sustainability outcomes for fostering information dissemination activities.","Page 17, Line 441"
"N05","N10","participate_in","E","Digital technologies and circular economy capabilities exploring the roles of supply chain knowledg","allowing only respondents from manufacturing firms based in France who held managerial positions (e.g. CEOs, supply chain managers, operations managers) to participate.","Page 8, Line 200"
"N06","N10","participate_in","E","Digital technologies and circular economy capabilities exploring the roles of supply chain knowledg","allowing only respondents from manufacturing firms based in France who held managerial positions (e.g. CEOs, supply chain managers, operations managers) to participate.","Page 8, Line 200"
"N07","N10","participate_in","E","Digital technologies and circular economy capabilities exploring the roles of supply chain knowledg","allowing only respondents from manufacturing firms based in France who held managerial positions (e.g. CEOs, supply chain managers, operations managers) to participate.","Page 8, Line 200"
"N08","N11","participate_in","E","Digital technologies and circular economy capabilities exploring the roles of supply chain knowledg","building interfirm platforms... composed of suppliers, customers and knowledge brokers, can help build collective memory and shared understanding.","Page 17, Line 422"
"N01","N09","be_transferred_by","E","Digital technologies and circular economy capabilities exploring the roles of supply chain knowledg","the construct focuses on interdepartmental information sharing within firms.","Page 15, Line 374"
"N01","N10","be_transferred_by","E","Digital technologies and circular economy capabilities exploring the roles of supply chain knowledg","firms should invest in structured knowledge management systems that support both knowledge acquisition and memory retention.","Page 1, Line 9"
"N02","N11","be_transferred_by","E","Digital technologies and circular economy capabilities exploring the roles of supply chain knowledg","building interfirm platforms that enable data interoperability, common standards... can help build collective memory and shared understanding.","Page 17, Line 422"
"N10","N12","adopt","E","Digital technologies and circular economy capabilities exploring the roles of supply chain knowledg","Digital transformation strategies should go beyond mere technology adoption and focus on building robust supply chain knowledge development processes by integrating digital tools with effective knowledge-management mechanisms.","Page 1, Line 10"
"N10","N13","adopt","E","Digital technologies and circular economy capabilities exploring the roles of supply chain knowledg","Digital transformation strategies should go beyond mere technology adoption and focus on building robust supply chain knowledge development processes by integrating digital tools with effective knowledge-management mechanisms.","Page 1, Line 10"
"N10","N14","adopt","E","Digital technologies and circular economy capabilities exploring the roles of supply chain knowledg","Digital transformation strategies should go beyond mere technology adoption and focus on building robust supply chain knowledge development processes by integrating digital tools with effective knowledge-management mechanisms.","Page 1, Line 10"
