src_node_id,dst_node_id,relation_type,evidence_label,case_title,evidence_statement,evidence_location
"N05","N01","be_derived_from","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Knowledge points were defined and extracted using standard textbooks as source material.","PDF p. 2, Methods §2.1"
"N05","N02","be_derived_from","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The curriculum knowledge system and its knowledge points were aligned with the curriculum syllabi.","PDF p. 2, Methods §2.1"
"N05","N03","be_derived_from","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Knowledge entities were extracted from structured databases.","PDF p. 2, Methods §2.1"
"N05","N04","be_derived_from","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Knowledge entities were extracted from unstructured textual descriptions.","PDF p. 2, Methods §2.1"
"N07","N05","be_derived_from","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Validated knowledge points and relationships were formally structured into the ontology model.","PDF p. 2, Methods §2.1"
"N08","N07","be_derived_from","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The formal ontology model was transformed into RDF triples.","PDF p. 2, Methods §2.1"
"N05","N18","be_transferred_by","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Extracted knowledge points and relationships were manually checked for relevance and accuracy through expert review.","PDF p. 2, Methods §2.1"
"N02","N18","be_transferred_by","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Experts used the curriculum syllabus as the standard for relevance and accuracy checks.","PDF p. 2, Methods §2.1"
"N15","N18","participate_in","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Nursing educators reviewed extracted content and contributed expert input.","PDF p. 2, Methods §2.1"
"N16","N18","participate_in","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Two domain experts manually verified the extracted knowledge.","PDF p. 2, Methods §2.1"
"N05","N20","be_transferred_by","I","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The platform presents 32 knowledge points for students to study and view through the knowledge graph.","PDF pp. 4 and 6, Results §3.1 and Table 2"
"N06","N20","be_transferred_by","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Multiformat resources were linked to knowledge points and made accessible through platform resource modules.","PDF pp. 2, 4, and 6, Methods §2.1; Results §3.1; Table 2"
"N10","N20","be_transferred_by","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The platform provided 55 assessment questions based on knowledge points.","PDF pp. 4 and 6, Results §3.1 and Table 2"
"N17","N20","participate_in","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Nursing students registered, studied knowledge points, completed assessments, and retrieved resources through the platform.","PDF pp. 3–4, Methods §2.2.4"
"N20","N21","adopt","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The knowledge graph forms the core of KG-DTPNursing.","PDF pp. 1–2, Background §1"
"N20","N22","adopt","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The platform's ontology-based knowledge model was created using OWL.","PDF p. 2, Methods §2.1"
"N20","N23","adopt","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Protégé V5.5.0 was used to structure validated knowledge into the ontology model.","PDF p. 2, Methods §2.1"
"N20","N24","adopt","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Rule-based matching was used to identify entities and relationships during platform construction.","PDF p. 2, Methods §2.1"
"N20","N25","adopt","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","NLP supported entity and relationship identification and knowledge-graph generation.","PDF p. 2, Methods §2.1"
"N20","N26","adopt","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Web crawling in Python was used in generating the knowledge graph.","PDF p. 2, Methods §2.1"
"N20","N27","adopt","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The platform stored RDF triples in a Neo4j graph database for visualization and querying.","PDF p. 2, Methods §2.1"
"N20","N28","adopt","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","A built-in search engine supported extracurricular knowledge searches.","PDF p. 6, Table 2"
"N20","N29","adopt","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The platform incorporated an intelligent feature recommending materials according to individual needs.","PDF p. 7, Discussion §4"
"N20","N01","adopt","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Standard textbooks were adopted as a source for defining the platform's knowledge system.","PDF p. 2, Methods §2.1"
"N20","N02","adopt","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Curriculum syllabi were adopted to align the knowledge system with learning objectives.","PDF p. 2, Methods §2.1"
"N20","N07","adopt","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The platform adopted a unified formal ontology model defining classes, properties, and hierarchies.","PDF p. 2, Methods §2.1"
"N20","N08","adopt","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The platform adopted structured RDF triples for graph storage, visualization, and querying.","PDF p. 2, Methods §2.1"
"N20","N09","adopt","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The platform used a formal relationship dictionary to represent clinical connections.","PDF p. 2, Methods §2.1"
"N20","N30","depend_on","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Platform participation required access to a computer capable of running it.","PDF p. 2, Methods §2.2.2"
"N20","N31","depend_on","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Platform participation required a stable internet connection.","PDF p. 2, Methods §2.2.2"
"N20","N14","evaluate","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The platform's assessment questions were designed to evaluate knowledge-point mastery.","PDF p. 4, Results §3.1"
"N20","N13","evaluate","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Knowledge points were linked to problem-solving tasks that students completed in realistic clinical scenarios.","PDF pp. 2–4, Methods §§2.1 and 2.2.4"
"N20","N32","mitigate","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Triplet-based representation integrated fragmented knowledge points into a coherent structure.","PDF pp. 1 and 4, Background §1; Results §3.1"
"N20","N34","mitigate","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Preorganizing core concepts and linking high-quality resources directly alleviated cognitive overload.","PDF p. 8, Discussion §4"
"N20","N35","mitigate","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Online learning, self-assessment, and review allowed fragmented-time learning beyond traditional temporal and spatial restrictions.","PDF p. 8, Discussion §4"
"N20","N19","complement","I","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The platform supports flexible online study, self-assessment, and review while the paper compares it with, rather than claims replacement of, traditional instruction.","PDF p. 8, Discussion §4"
