node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
"N01","Theoretical manufacturing steps","Explicit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","The process's 16 steps were printed on cards that had to be put back into the right order.","A codified sequence of steps defining the automated preparation timeline.","Page 2"
"N02","Criteria for using the robot","Explicit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","For Knowing the criteria for using the robot, teams guessed whether certain compounds could be used with the robot.","Rules governing compound compatibility with the automation system.","Page 1"
"N03","Real-life production errors handling","Explicit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","incorporating six problematic, real-life situations. Each problem was presented with four potential answers","Codified standard responses to actual operational machine faults.","Page 2"
"N04","Robot operation and competency","Tacit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","helping them acquiring the competencies to manage the robot (goal 2).","Hands-on, uncodified coordination and operational skill to control the machine safely.","Page 2"
"N05","Self-efficacy belief","Tacit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","their robot knowledge was assessed on a 0-24-scale, motivation and self-efficacy in using it on 0-to-100 scales.","An operator's individual perception of their capability to successfully handle the technology.","Page 1"
"N06","Motivation to use the robot","Tacit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","Complex technical use, downtime periods, and insufficient training caused a drop in motivation","The psychological drive of an operator to run the automated system rather than default to manual methods.","Page 1"
"N07","Trainer","Knowledge Holder","E","Game-based learning as training to use a chemotherapy preparation robot","with the best scores placed in the trainer group and the lower scores in the trainee group.","An operator showing high ICT mastery assigned to support a peer during workflows.","Page 3"
"N08","Trainee","Knowledge Holder","E","Game-based learning as training to use a chemotherapy preparation robot","Each trainer was randomly paired with a trainee to constitute teams.","An operator demonstrating lower baseline ICT literacy who receives active peer mentoring.","Page 3"
"N09","Training pharmacist","Knowledge Holder","E","Game-based learning as training to use a chemotherapy preparation robot","The trainer was a pharmacist who specialized in using the robot.","A specialized institutional pharmacist who manages, guides, and observes the learning intervention.","Page 2"
"N10","Conventional training format","Traditional Human-central Practice","E","Game-based learning as training to use a chemotherapy preparation robot","These sessions were conducted following a conventional format consisting of trainees reading the recommended procedures, being shown the processes, and then repeating them","A legacy human-driven training baseline consisting of text review and immediate imitation.","Page 2"
"N11","Game-based training program","Technology-enable Practice","E","Game-based learning as training to use a chemotherapy preparation robot","We created a short, playful, standardized, gamed-based training program to address this, and evaluated its impact.","An interactive, multi-modal instructional system combining digital orchestration tools, card games, and peer instruction.","Page 1"
"N12","ICT tools","Digital Technology","E","Game-based learning as training to use a chemotherapy preparation robot","Learning Designer free online software was used to help build the training program... mind map representing the training program's goals... was created on Framindmap","The digital ecosystem including Learning Designer, Framindmap, and digital survey frameworks used to build and track the process.","Page 2"
"N13","Dedicated training hours","Organizational Dependency","E","Game-based learning as training to use a chemotherapy preparation robot","Trainer/ trainee teams participated in 2-hour training sessions with three games and a debriefing.","The precise institutional block of time cleared from heavy daily clinical workloads to permit training.","Page 1"
"N14","PhD thesis framework","Organizational Dependency","E","Game-based learning as training to use a chemotherapy preparation robot","This was possible as the work was performed as part of a PhD thesis, with the doctoral student involved in 100% of the project.","The administrative research environment that permitted over 100 hours of development time.","Page 7"
"N15","Cleanroom constraints","Environmental Dependency","E","Game-based learning as training to use a chemotherapy preparation robot","These skills are particularly important when preparing cytotoxic drugs in cleanrooms because the standards of quality expected in Good Manufacturing Practices must be ensured.","The external physical and regulatory environment mandating strict safety and posture protocols.","Page 2"
"N16","Forgetting curve for motivation and self-efficacy","Limitation","E","Game-based learning as training to use a chemotherapy preparation robot","Motivation was evaluated on a scale from 0 to 100 and increased... however, it decreased to 70.4 at six months","The observed mathematical decay of human motivation and confidence metrics across extended periods of non-use.","Page 5"
"N17","Machine downtime and breakdowns","Limitation","E","Game-based learning as training to use a chemotherapy preparation robot","our PharmaHelp robot was little used during the six months post-training because of a breakdown","Mechanical failures and technical halts that block consistent operational practice.","Page 7"
"N18","Small sample size","Limitation","E","Game-based learning as training to use a chemotherapy preparation robot","The present study's limitations include its small sample size (14 operators)","The constraint of testing outcomes on a limited cohort of fourteen participants.","Page 7"
