node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
"N01","Wisconsin breast cancer digitized FNA image dataset","Explicit Knowledge","E","Blockchain-enabled predictive digital twin approach for healthcare: Enhancing accuracy and performance with federated learning","The cancer application used the Wisconsin breast cancer dataset containing features computed from digitized fine needle aspirate images of breast masses.","Dataset used to classify breast masses as malignant or benign.","Section 6.1 and Table 2, p. 6"
"N02","Wisconsin breast cancer digitized FNA image features","Explicit Knowledge","E","Blockchain-enabled predictive digital twin approach for healthcare: Enhancing accuracy and performance with federated learning","The dataset contains features computed from digitized images that describe characteristics of cell nuclei.","Codified cell-nucleus measurements extracted from digitized breast-mass images.","Section 6.1 and Table 2, p. 6"
"N03","Parkinson’s disease biomedical voice dataset","Explicit Knowledge","E","Blockchain-enabled predictive digital twin approach for healthcare: Enhancing accuracy and performance with federated learning","The Parkinson’s disease application used biomedical voice measurements from 31 individuals and 195 voice recordings.","Dataset used to distinguish healthy individuals from individuals diagnosed with Parkinson’s disease.","Section 6.2 and Table 4, p. 7"
"N04","Parkinson’s disease biomedical voice measurements","Explicit Knowledge","E","Blockchain-enabled predictive digital twin approach for healthcare: Enhancing accuracy and performance with federated learning","Each record contains biomedical voice measurements used to differentiate healthy individuals from individuals with Parkinson’s disease.","Codified vocal measurements serving as Parkinson’s disease indicators.","Section 6.2 and Table 4, p. 7"
"N05","healthcare supplier selection dataset","Explicit Knowledge","E","Blockchain-enabled predictive digital twin approach for healthcare: Enhancing accuracy and performance with federated learning","The supplier-selection application simulated data from a publicly available supplier-selection dataset.","Dataset distributed among ten healthcare providers for supplier-classification experiments.","Section 6.3, p. 7"
"N06","healthcare supplier selection performance data","Explicit Knowledge","E","Blockchain-enabled predictive digital twin approach for healthcare: Enhancing accuracy and performance with federated learning","The supplier dataset covers quality, quantity, payment conditions, serviceability, reputation, flexibility, financial condition, assets, price, delivery time, location, and selection.","Codified supplier attributes and binary supplier-selection outcomes.","Section 6.3 and Table 6, pp. 7-8"
"N07","healthcare-provider breast cancer prediction models","Explicit Knowledge","E","Blockchain-enabled predictive digital twin approach for healthcare: Enhancing accuracy and performance with federated learning","Ten healthcare-provider nodes trained and cross-evaluated classification models using their allocated breast-cancer data.","Locally trained models for malignant-versus-benign breast-mass prediction.","Section 6.1 and Table 3, pp. 6-7"
"N08","healthcare-provider Parkinson’s disease classification models","Explicit Knowledge","E","Blockchain-enabled predictive digital twin approach for healthcare: Enhancing accuracy and performance with federated learning","Provider nodes trained and evaluated models that differentiated healthy individuals from individuals with Parkinson’s disease.","Locally trained models for Parkinson’s disease status classification.","Section 6.2 and Table 5, pp. 7-8"
"N09","healthcare-provider supplier selection classification models","Explicit Knowledge","E","Blockchain-enabled predictive digital twin approach for healthcare: Enhancing accuracy and performance with federated learning","Each healthcare provider trained a classification model for selecting suppliers and shared it for cross-node evaluation.","Locally trained models producing selected or non-selected supplier classifications.","Section 6.3 and Table 7, pp. 7-8"
"N10","healthcare-provider predictive model parameters and updates","Explicit Knowledge","E","Blockchain-enabled predictive digital twin approach for healthcare: Enhancing accuracy and performance with federated learning","Providers retain their data while sharing trained model parameters or model updates through the blockchain.","Codified model information exchanged instead of sensitive patient or supplier data.","Sections 5.1 and 6.3, pp. 5 and 7"
