"src_node_id","dst_node_id","relation_type","evidence_label","case_title","evidence_statement","evidence_location"
"N01","N08","be_held_by","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","An assembly line operator hears a strange noise ... he shuts it down and walks over to the maintenance workshop to report it","Section 3.2"
"N01","N09","be_held_by","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The supervisor grabs the nearest available technician ... and sends them to investigate","Section 3.2"
"N01","N10","be_held_by","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The technician walks to the machine, inspects it ... checks the physical spare parts inventory ... fills out a paper purchase request","Section 3.2"
"N01","N13","be_held_by","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The user initiated the conversation by describing the entire reactive maintenance process","Section 3.2"
"N01","N13","be_documented_partially_by","I","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The user describes the process in natural language, thereby codifying part of the tacit know-how","Section 3.2"
"N02","N11","be_held_by","I","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","Leaves it on the procurement manager's desk – the manager becomes the holder of the paper form","Section 3.2"
"N08","N14","participate_in","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The operator ... walks over to the maintenance workshop to report it. He finds the maintenance supervisor and verbally explains the problem","Section 3.2"
"N09","N14","participate_in","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The supervisor ... sends them to investigate (after receiving verbal report)","Section 3.2"
"N10","N15","participate_in","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","They walk back to the workshop to check the physical spare parts inventory","Section 3.2"
"N10","N16","participate_in","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The technician fills out a paper purchase request form and leaves it on the procurement manager's desk","Section 3.2"
"N10","N17","participate_in","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","They return to the machine and leave a handwritten 'Awaiting Part' sign on it","Section 3.2"
"N13","N18","participate_in","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The evaluation was conducted through an interactive dialogue between a user and the chatbot","Section 3.2"
