"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location"
"N01","health-related knowledge","Explicit Knowledge","E","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","GAI-HKA is the process of actively using generative AI to acquire health-related information when facing health questions or behavioral improvement needs.","Information concerning health questions or behavioral improvement obtained through generative AI.","Page 2, Section 1.1"
"N02","AI-generated health information","Explicit Knowledge","E","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","The paper discusses adolescents processing, understanding, evaluating, and applying AI-generated health content.","Health information produced by generative AI systems.","Pages 4–5, Section 2.2.4"
"N03","personalized exercise recommendations","Explicit Knowledge","E","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","Generative AI provides exercise recommendations in an instant, personalized, and continuously positive interactive manner.","Exercise guidance tailored to an adolescent’s goals, circumstances, or fitness needs.","Pages 7–8, Sections 4.1–4.2"
"N04","exercise-related advice","Explicit Knowledge","E","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","Students who accessed online health resources and adopted exercise-related advice exhibited higher exercise self-efficacy.","Advice concerning exercise obtained from online or generative-AI health resources.","Page 2, Section 1.2"
"N05","Generative AI Health Knowledge Acquisition Scale","Explicit Knowledge","E","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","Interviews, grounded-theory coding, Delphi consultation, and psychometric testing were used to develop the scale.","A self-developed scale measuring information acquisition behavior, information processing and comprehension, and knowledge application intention.","Pages 4–5, Section 2.2.4 and Figure 2"
"N06","exercise self-efficacy","Tacit Knowledge","E","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","Exercise self-efficacy is an individual’s subjective belief in the ability to consistently engage in physical activity under various circumstances.","A personal efficacy belief concerning sustained engagement in physical activity.","Page 2, Section 1.2"
"N07","health information literacy","Tacit Knowledge","E","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","Health information literacy is the comprehensive ability to acquire, understand, evaluate, and apply health information to make informed decisions.","An individual ability to acquire, understand, evaluate, and apply health information.","Page 3, Section 1.3"
"N08","information acquisition behavior","Tacit Knowledge","E","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","Information acquisition behavior concerns actively using generative AI to search and continue querying when facing health needs.","The routine of initiating and continuing generative-AI health inquiries.","Page 4, Section 2.2.4"
"N09","information processing and comprehension","Tacit Knowledge","E","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","This dimension concerns users’ evaluation of the comprehensibility, logicality, and depth of AI-generated health content.","The cognitive processing and understanding of AI-generated health information.","Page 4, Section 2.2.4"
"N10","knowledge application intention","Tacit Knowledge","E","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","Knowledge application intention measures motivation and confidence in transforming AI health recommendations into concrete actions and willingness to share them.","Motivation and confidence to apply and share AI-derived health recommendations.","Page 4, Section 2.2.4"
"N11","sustained offline exercise behaviors","Tacit Knowledge","I","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","The authors state that enhanced exercise self-efficacy transforms digital information into sustained offline exercise behaviors.","Exercise routines sustained outside the digital interaction.","Page 8, Section 4.2"
"N12","dynamic questioning ability","Tacit Knowledge","E","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","Dynamic questioning ability was one of the secondary indicators produced through interview coding.","Ability to refine or continue questions during generative-AI interaction.","Page 5, Section 2.2.4"
"N13","cross-source verification tendency","Tacit Knowledge","E","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","Cross-source verification tendency was summarized from the interview material.","A tendency to compare information across multiple sources.","Page 5, Section 2.2.4"
"N14","risk perception","Tacit Knowledge","E","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","Risk perception was summarized as an indicator during grounded-theory analysis.","A user’s perception of risks associated with generative-AI health information.","Page 5, Section 2.2.4"
"N15","privacy trust","Tacit Knowledge","E","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","Privacy trust was specified as a tertiary conceptual item from interview analysis.","Trust concerning privacy when using generative AI for health inquiries.","Page 5, Section 2.2.4"
"N16","30 users of different age groups","Knowledge Holder","E","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","Semi-structured in-depth interviews were conducted with 30 users of different age groups.","Users contributing experience concerning AI health inquiries, verification, trust, and privacy.","Page 5, Section 2.2.4"
"N17","15 experts from medicine, informatics, health communication, sports science, and AI technology application","Knowledge Holder","E","The impact of generative AI health knowledge acquisition on adolescents’ physical activity: the mediating role of exercise self-efficacy and the moderating effect of health information literacy","Fifteen experts from five fields participated in two rounds of Delphi consultation.","Experts who evaluated and refined the preliminary indicator framework.","Page 5, Section 2.2.4"
