node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
"N01","standard textbooks","Explicit Knowledge","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The knowledge system was defined using standard textbooks and syllabi; textbooks were also identified as semistructured extraction sources.","Standard curriculum texts used to define and extract the internal medicine nursing knowledge system.","PDF p. 2, Methods §2.1"
"N02","curriculum syllabi","Explicit Knowledge","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The knowledge system was based on standard textbooks and syllabi, and extracted content was checked against the curriculum syllabus.","Documents specifying curriculum structure and learning objectives.","PDF p. 2, Methods §2.1"
"N03","structured databases","Explicit Knowledge","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Knowledge entities were extracted from structured sources such as databases.","Structured source from which knowledge entities and relationships were extracted.","PDF p. 2, Methods §2.1"
"N04","textual descriptions","Explicit Knowledge","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Knowledge entities were extracted from unstructured sources such as textual descriptions.","Unstructured textual source used for entity and relationship extraction.","PDF p. 2, Methods §2.1"
"N05","knowledge points","Explicit Knowledge","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Key concepts and relationships were extracted and verified; the implemented platform contained 32 knowledge points.","Codified curriculum concepts represented and interconnected in the platform.","PDF pp. 2 and 4, Methods §2.1; Results §3.1"
"N06","multiformat teaching resources","Explicit Knowledge","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Videos, cases, text, images, literature, guidelines, and instructional videos were linked to knowledge points.","Teaching materials in multiple formats linked to specific knowledge points.","PDF pp. 2 and 4, Methods §2.1; Results §3.1"
"N07","formal ontology model","Explicit Knowledge","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","Validated knowledge was formally structured into a unified ontology model defining classes, properties, and hierarchies.","Unified codified representation of validated nursing curriculum knowledge.","PDF p. 2, Methods §2.1"
"N08","RDF triples","Explicit Knowledge","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The ontology model was transformed into RDF triples; knowledge was represented as entity–relationship–entity triplets.","Structured triples representing entities and semantic relationships.","PDF pp. 2 and 4, Methods §2.1; Results §3.1"
"N09","relationship dictionary","Explicit Knowledge","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","A formal ontology with relations such as ""has part"" and ""is an attribute of"" was established.","Codified dictionary defining permitted semantic relationships between knowledge entities.","PDF p. 2, Methods §2.1"
"N10","assessment questions","Explicit Knowledge","E","Development and Usability Testing of a Knowledge Graph–Based Digital Teaching Platform in Internal Medicine Nursing (KG-DTPNursing): A Cross-Sectional Study","The platform contained 55 assessment questions designed to evaluate knowledge-point mastery.","Single-choice or multiple-choice items linked to knowledge points.","PDF pp. 4 and 6, Results §3.1 and Table 2"
