node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
"N01","Visual learning preference","Tacit Knowledge","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The questionnaire and Table I identify students categorized with a Visual preference.","A preference for learning through visual tools such as graphs, charts, diagrams, and symbols.","pp. 4-5, Data Collection and Table I"
"N02","Auditory learning preference","Tacit Knowledge","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The questionnaire and Table I identify students categorized with an Auditory preference.","A preference for understanding through listening activities such as lectures, discussions, and tapes.","pp. 4-5, Data Collection and Table I"
"N03","Kinesthetic learning preference","Tacit Knowledge","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The questionnaire and Table I identify students categorized with a Kinesthetic preference.","A preference for real-time experiences such as hands-on projects.","pp. 4-5, Data Collection and Table I"
"N04","Read/Write learning preference","Tacit Knowledge","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The questionnaire and Table I identify students categorized with a Read/Write preference.","A preference for information displayed in written form, including lists and text.","pp. 4-5, Data Collection and Table I"
"N05","Visual + Kinesthetic learning preference","Tacit Knowledge","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","Table I reports two students with the combined Visual + Kinesthetic preference.","A combined preference classification containing Visual and Kinesthetic modalities.","p. 5, Table I"
"N06","Visual + Auditory learning preference","Tacit Knowledge","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","Table I reports one student with the combined Visual + Auditory preference.","A combined preference classification containing Visual and Auditory modalities.","p. 5, Table I"
"N07","Visual + Auditory + Kinesthetic learning preference","Tacit Knowledge","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","Table I reports two students with the combined Visual + Auditory + Kinesthetic preference.","A combined preference classification containing Visual, Auditory, and Kinesthetic modalities.","p. 5, Table I"
"N08","visual attention","Tacit Knowledge","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","Eye-tracking data measure where and how students allocate visual attention during learning tasks.","The allocation of a participant's gaze to elements of a visual scene.","pp. 4-5, Eye-tracking data"
"N09","interaction patterns within the AR learning environment","Tacit Knowledge","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The eye-tracking inputs can reveal users' cognition, including visual attention and interaction patterns within the AR learning environment.","Patterns in how participants orient and focus while interacting in the AR environment.","p. 5, Eye-tracking data"
"N10","19 undergraduate students","Knowledge Holder","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","Nineteen students aged 18-24 participated in the Construction Technology course implementation.","Students participating in BC 2620 at Georgia Tech.","pp. 3-4, Experiment Procedure"
"N11","learning preferences survey responses","Explicit Knowledge","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The learning-preferences survey contained 24 questions whose responses were scored as often, sometimes, or seldom.","Recorded responses to the 24-question learning-preference survey.","p. 5, Questionnaires on Learning Preferences"
"N12","learning preferences classification","Explicit Knowledge","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","Participants were categorized according to their respective learning preferences after survey analysis.","The assigned preference class for each participant.","p. 5, Questionnaires on Learning Preferences and Table I"
"N13","eye-tracking data","Explicit Knowledge","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The study used HoloLens 2 eye-tracking data to predict students' learning preferences.","Recorded gaze and head-related measurements obtained during MR interaction.","pp. 4-5, Eye-tracking data"
"N14","fixations","Explicit Knowledge","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","Fixations were extracted to analyze where participants focused their attention while using HoloLens 2.","Instances where the eyes remain relatively still and focused on a specific point in the visual field.","p. 5, Eye-tracking data"
"N15","head origin coordinates","Explicit Knowledge","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","Head origin X, Y, and Z coordinates were used to describe participants' positions at fixation.","The X, Y, and Z coordinates of the head's position at fixation.","p. 5, Eye-tracking data and Table II"
"N16","construction-site practical learning","Traditional Human-central Practice","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The study identifies access to construction sites for practical learning as a challenge in educating the future workforce.","Hands-on learning undertaken in construction-site settings.","p. 1, Abstract and Introduction"
"N17","learning preferences survey through Qualtrics","Technology-enable Practice","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The methodology overview specifies demographic and learning-preference surveys through Qualtrics.","Digital administration of the demographic and learning-preference surveys.","p. 3, Figure 1"
"N18","learning preferences survey analysis","Technology-enable Practice","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The survey was analyzed using descriptive statistics in Microsoft Excel, and participants were categorized by preference.","Digital analysis and categorization of learning-preference survey results.","p. 5, Questionnaires on Learning Preferences"
"N19","mixed reality learning environment","Technology-enable Practice","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","Participants interacted with three implemented learning scenes through an AR head-mounted display.","The implemented MR environment for learning sensing technologies.","p. 4, Learning Environment and Activities"
"N20","Explore Jobsite Scene","Technology-enable Practice","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","Participants observed construction activities and resources and identified risks and suitable sensing systems.","An implemented MR scene for observing activities and identifying risks and sensing systems.","p. 4, Learning Environment and Activities"
"N21","Sensor Tutorial Scene","Technology-enable Practice","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The scene offers a step-by-step guide for implementing five sensing technologies.","An implemented instructional scene providing sensor-implementation guidance.","p. 4, Learning Environment and Activities"
"N22","Sensor Implementation Scene","Technology-enable Practice","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","Users implemented a selected sensor on a selected activity to mitigate an identified risk.","An implemented MR scene in which users apply a selected sensor.","p. 4, Learning Environment and Activities"
"N23","eye-tracking data collection","Technology-enable Practice","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The study recorded fixation duration, fixation times, and head origin coordinates during HoloLens 2 interaction.","Digital collection of gaze and head-position measurements during MR activities.","pp. 4-5, Eye-tracking data"
"N24","machine learning data classification","Technology-enable Practice","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","Models were trained on data from 19 participants after preference categorization and fixation extraction.","The implemented workflow for training, cross-validating, testing, and comparing learning-preference classifiers.","pp. 5-6, Machine Learning Data Classifications"
"N25","Qualtrics","Digital Technology","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The methodology overview identifies Qualtrics as the survey platform.","Not mentioned","p. 3, Figure 1"
"N26","Microsoft Excel","Digital Technology","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The learning-preference survey was analyzed using descriptive statistics in Microsoft Excel.","Not mentioned","p. 5, Questionnaires on Learning Preferences"
"N27","HoloLens 2","Digital Technology","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","HoloLens 2 provided eye and head gaze data and was used to immerse participants in the MR environment.","An augmented-reality head-mounted display developed by Microsoft.","p. 4, AR Head-Mounted Display"
"N28","Unity3D game engine","Digital Technology","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The MR learning environment was developed using the Unity3D game engine.","Not mentioned","p. 4, Learning Environment and Activities"
"N29","MATLAB","Digital Technology","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","Training of the machine-learning models was conducted using MATLAB.","Not mentioned","p. 5, Machine Learning Data Classifications"
"N30","Ensemble classifier","Digital Technology","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The Ensemble classifier was trained, tested, and identified as the most accurate classifier, with 83.3% test accuracy.","A classifier that combines multiple individual models to produce predictions.","pp. 5-8, Classification, Results, Discussion, and Conclusion"
"N31","Neural Network classifier","Digital Technology","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","Neural Network was one of the three top-performing classifiers evaluated by the study.","Not mentioned","pp. 5-6, Classification and Results"
"N32","KNN classifier","Digital Technology","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","K-Nearest Neighbors was one of the three top-performing classifiers evaluated by the study.","Not mentioned","pp. 5-6, Classification and Results"
"N33","limited access to construction sites for practical learning","Limitation","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","Limited access to construction sites for practical learning is identified as a challenge in educating the future workforce.","Not mentioned","p. 1, Abstract and Introduction"
"N34","high costs associated with sensing technologies","Limitation","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","The high costs associated with sensing technologies are identified as an obstacle to hands-on learning.","Not mentioned","p. 1, Abstract and Introduction"
"N35","cognitive overload","Limitation","E","Towards Personalized Learning Environments: Using Machine Learning to Predict Students' Learning Preferences in a Mixed Reality Environment.","Students can encounter cognitive overload when information is presented in visual and audio modes.","Excessive cognitive demand caused by the processing requirements of presented information.","p. 2, Introduction"
