"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location"
"N01","expertise of senior staff in construction specialties","Tacit Knowledge","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","SMCCs draw upon the expertise of senior staff in construction specialties.","Specialist construction expertise embedded in senior personnel.","Discussion, p. 294"
"N02","expertise they have accumulated and applied to company projects","Tacit Knowledge","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Foremen possess expertise accumulated and applied to company projects.","Accumulated construction expertise held and applied by foremen.","Discussion, p. 295"
"N03","previous project’s experiences","Tacit Knowledge","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Acquiring knowledge from previous project’s experiences is KA6.","Experience acquired through previous construction projects.","Knowledge Management Process Factors and Table 2, pp. 286–287"
"N04","lessons learned","Explicit Knowledge","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Lessons learned are reusable construction knowledge and KS6 database content.","Codified knowledge derived from completed activities or projects.","Knowledge Management Process Factors, pp. 284 and 286"
"N05","designs","Explicit Knowledge","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Designs are identified as explicit knowledge managed by IT-based KM.","Codified construction design information.","Literature Review, p. 280"
"N06","cost estimation","Explicit Knowledge","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Cost estimation is identified as explicit knowledge managed by IT-based KM.","Codified construction cost-estimation information.","Literature Review, p. 280"
"N07","project documents","Explicit Knowledge","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Project documents are identified as explicit knowledge managed by IT-based KM.","Codified documents associated with construction projects.","Literature Review, p. 280"
"N08","senior staff","Knowledge Holder","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","SMCCs draw upon senior staff expertise.","Experienced personnel possessing construction-specialty expertise.","Discussion, p. 294"
"N09","foremen","Knowledge Holder","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Foremen manage construction teams and hold accumulated expertise.","Site personnel holding and applying accumulated project expertise.","Discussion, p. 295"
"N10","employees","Knowledge Holder","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","The validated company uses the expertise of its employees.","Company personnel whose expertise supports KMP activities.","Discussion, p. 296"
"N11","company owners","Knowledge Holder","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Informal KM practices are heavily influenced by company owners.","Owners influencing informal KM and management processes.","Discussion, p. 295"
"N12","new workers","Knowledge Learner","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Foremen train and guide new workers.","Recently engaged workers receiving construction training and guidance.","Discussion, p. 295"
"N13","project members","Knowledge Learner","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","The conclusion describes knowledge utilisation and sharing among project members.","Construction-project participants receiving and using shared knowledge.","Conclusions, p. 298"
"N14","workforce meetings","Traditional Human-central Practice","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Workforce meetings disseminate knowledge.","Workforce meetings used for human-centred knowledge exchange.","Discussion, p. 295"
"N15","workshops","Traditional Human-central Practice","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Workshops disseminate knowledge.","Group sessions used for knowledge dissemination.","Discussion, p. 295"
"N16","discussions","Traditional Human-central Practice","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Discussions disseminate knowledge.","Human interaction used for knowledge exchange.","Discussion, p. 295"
"N17","staff mentoring","Traditional Human-central Practice","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Disseminating knowledge through staff mentoring is KD2.","Person-to-person guidance used to disseminate knowledge.","Knowledge Management Process Factors, p. 285"
"N18","training programmes","Traditional Human-central Practice","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Training programmes promote KMP implementation.","Organized workforce learning used to transfer knowledge.","Discussion, p. 295"
"N19","further education initiatives","Traditional Human-central Practice","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Further education initiatives promote KMP implementation.","Continued education supporting employee knowledge development.","Discussion, p. 295"
"N20","two-way communication","Traditional Human-central Practice","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Encouraging two-way communication is KD1.","Reciprocal communication used for knowledge sharing.","Knowledge Management Process Factors, p. 285"
"N21","collaboration with customers, suppliers and subcontractors","Traditional Human-central Practice","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Collaboration with customers, suppliers and subcontractors promotes KMP.","Inter-organizational human collaboration used for knowledge exchange.","Discussion, p. 295"
"N22","Storing knowledge in hard copies","Traditional Human-central Practice","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Storing knowledge in hard copies is KS5.","Physical-document storage of organizational knowledge.","Knowledge Management Process Factors, p. 286"
"N23","knowledge-sharing culture","Organizational Dependency","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","SMCCs should cultivate a knowledge-sharing culture.","Organizational culture encouraging personnel to exchange knowledge.","Literature Review, p. 280"
"N24","senior management support","Organizational Dependency","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Senior management support is important for knowledge-sharing initiatives.","Management support for communication, motivation, rewards and KM training.","Discussion, p. 295"
"N25","KM training to the workforce","Organizational Dependency","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Management support includes KM training to the workforce.","Organizational training enabling workforce participation in KM.","Discussion, p. 295"
"N26","limited budgets","Limitation","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Limited budgets prevent simultaneous implementation of all KMP factors.","Restricted financial capacity constraining KMP investment.","Conclusions, p. 297"
"N28","high staff turnover","Limitation","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","High staff turnover is an inherent SMCC challenge.","Frequent employee departure weakening knowledge continuity.","Discussion, p. 295"
"N29","risk of knowledge loss when employees depart","Limitation","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Reliance on critical human members creates knowledge-loss risk when employees depart.","Loss of knowledge embedded in departing personnel.","Discussion, p. 295"
"N30","small workforce","Limitation","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","A small workforce is an inherent SMCC challenge.","Restricted employee capacity for KM implementation.","Discussion, p. 295"
"N31","limited resources","Limitation","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Limited resources constrain KMP implementation.","Restricted resources available for implementing KMP processes.","Discussion, pp. 295–296"
"N32","reliance on informal KM practices heavily influenced by company owners","Traditional Human-central Practice","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","SMCCs rely on informal KM practices heavily influenced by company owners.","An owner-influenced, non-systematic human-centred KM approach.","Discussion, p. 295"
"N33","substantial investment costs and time","Limitation","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","KM-system application demands substantial investment costs and time.","Financial and temporal burden of KM-system implementation.","Conclusions, p. 298"
"N34","costly maintenance of a KM system","Limitation","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","A KM system can be costly to maintain and slow to yield tangible benefits.","Ongoing maintenance cost and delayed benefit of a formal KM system.","Discussion, p. 295"
"N35","Storing knowledge using the data warehousing technology","Technology-enable Practice","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Storing knowledge using data warehousing technology was evaluated as KS1.","Technology-supported knowledge-storage activity in the AHP framework.","Knowledge Management Process Factors, p. 286; Results, p. 293"
"N36","Storing lesson learned into the database","Technology-enable Practice","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Storing lesson learned into the database was evaluated as KS6.","Database-supported retention of codified lessons learned.","Knowledge Management Process Factors, p. 286; Results, p. 293"
"N37","Disseminating knowledge within the company using updated technology","Technology-enable Practice","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Disseminating knowledge using updated technology was evaluated as KD4.","Technology-supported internal knowledge-dissemination activity.","Knowledge Management Process Factors, p. 285; Results, pp. 293–295"
"N38","data warehousing technology","Digital Technology","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Data warehousing technology is the technology specified by KS1.","Technology for storing and organizing company knowledge.","Knowledge Management Process Factors, p. 286"
"N39","database","Digital Technology","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","KS activities include database access, screening and storage of lessons learned.","Digital repository for screened knowledge and lessons learned.","Knowledge Management Process Factors, p. 286"
"N40","communication tools","Digital Technology","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Zalo, Line and Viber are widely used, readily available communication tools.","Third-party digital applications supporting communication.","Introduction, p. 277; Discussion, p. 296"
"N41","existing basic management systems","Organizational Dependency","E","Leveraging the Knowledge Management Process for Sustainable Development in Small- and Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","The validating company uses employee expertise and existing basic management systems.","Existing organizational infrastructure supporting current KMP activities.","Discussion, p. 296"
