"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location"
"N01","Single Dispatching Rules (SDRs)","Explicit Knowledge","E","Dynamic scheduling for job shop with machine failure based on data mining technologies","...no single dispatching rule (SDR) can consistently obtain better scheduling results than other rules...","A set of heuristic rules used to determine the priority of operations in a job shop. Examples include SPT, RPT, EDD, SL, CR, FIFO.","Section 1, Introduction, Page 2"
"N02","Production System State Features","Explicit Knowledge","E","Dynamic scheduling for job shop with machine failure based on data mining technologies","This paper provides 24 relevant candidate state features of the production system, as shown in Table 1.","Metrics that characterize the current state of the production system, such as number of jobs, machine utilization, processing times, slack times, etc.","Section 4.3.1, Page 9"
"N03","Difference Features","Explicit Knowledge","E","Dynamic scheduling for job shop with machine failure based on data mining technologies","...the differences (vij1 - vij1, vij2 - vij2, ..., vijl - vijl) exhibit l features...","The calculated difference in priority values between two operations based on l different SDRs.","Section 4.3.1, Page 9"
"N04","Optimal Scheduling Schemes","Explicit Knowledge","E","Dynamic scheduling for job shop with machine failure based on data mining technologies","...3,000 optimal scheduling schemes of these instances are obtained by GA...","Near-optimal or optimal schedules for the job-shop problem, used as a source of ground-truth knowledge for training.","Section 5.2, Page 17"
"N05","SPRM","Explicit Knowledge","E","Dynamic scheduling for job shop with machine failure based on data mining technologies","...this paper constructs a scheduling priority relation model (SPRM) to fit the above mapping relationship...","A model that determines the appropriate priority relation between two operations based on the production system state and the difference in their priority values.","Section 4.2, Page 8"
"N06","DSSC","Explicit Knowledge","E","Dynamic scheduling for job shop with machine failure based on data mining technologies","...the DSSC can select the most appropriate SDR...","Dynamic SDR Selection Classifier; a model that selects the most appropriate single dispatching rule from a set for a given production system state.","Section 1, Introduction, Page 2"
"N07","Training Samples","Explicit Knowledge","E","Dynamic scheduling for job shop with machine failure based on data mining technologies","...a large number of training samples can be acquired.","A set of input-output pairs used to train the SPRM, derived from optimal scheduling schemes.","Section 4.3.2, Page 9"
"N08","Classification Accuracy","Explicit Knowledge","E","Dynamic scheduling for job shop with machine failure based on data mining technologies","...the classification accuracy of the SPRM...","The performance metric of the SPRM, defined as the proportion of correct classifications on test samples.","Section 4.4.1, Page 13"
"N09","Historical Data","Explicit Knowledge","E","Dynamic scheduling for job shop with machine failure based on data mining technologies","...a large amount of historical data has been accumulated...","Past records of the manufacturing system, including orders, processes, and scheduling schemes.","Section 4.1, Page 6"
"N10","Ability to Determine Appropriate Priority Relation","Tacit Knowledge","E","Dynamic scheduling for job shop with machine failure based on data mining technologies","...the appropriate priority relation of two operations...","The un-codified skill or decision-making logic to determine which operation should be processed first in a given production system state.","Section 4.2, Page 8"
