"src_node_id","dst_node_id","relation_type","evidence_label","case_title","evidence_statement","evidence_location"
"N02","N01","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","The modeled fall risks followed the code of practice.","Section 3.4, pages 14–16"
"N03","N01","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","The fall-protection content and visualizations were consistent with the code of practice.","Section 3.4, pages 14–16"
"N41","N01","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Fall risks and protections represented in the models and animations were modeled according to the code.","Section 3.4, pages 14–16"
"N05","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Attention was taken from the ARCS-based IMMS questionnaire hierarchy.","Section 3.2, pages 11–13"
"N06","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Relevance was taken from the ARCS-based IMMS questionnaire hierarchy.","Section 3.2, pages 11–13"
"N07","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Confidence was taken from the ARCS-based IMMS questionnaire hierarchy.","Section 3.2, pages 11–13"
"N08","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Satisfaction was taken from the ARCS-based IMMS questionnaire hierarchy.","Section 3.2, pages 11–13"
"N09","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Engagement was distilled from an IMMS attention-related question and retained after expert analysis.","Table 4, pages 12–13; Figure 5, page 15"
"N10","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","User Interface was distilled from an IMMS attention-related question and retained after expert analysis.","Table 4, pages 12–13; Figure 5, page 15"
"N11","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Stimulation of Curiosity was distilled from an IMMS attention-related question and retained after expert analysis.","Table 4, pages 12–13; Figure 5, page 15"
"N12","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Variety of Content was distilled from an IMMS attention-related question and retained after expert analysis.","Table 4, pages 12–13; Figure 5, page 15"
"N13","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Clarity of Presentation was retained within the Attention group derived from the questionnaire.","Table 4, pages 12–13; Figure 5, page 15"
"N14","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Knowledge was distilled from an IMMS relevance-related question and retained after expert analysis.","Table 4, pages 12–13; Figure 5, page 15"
"N15","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Visual Content was distilled from an IMMS relevance-related question and retained after expert analysis.","Table 4, pages 12–13; Figure 5, page 15"
"N16","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Updated Content was distilled from an IMMS relevance-related question and retained after expert analysis.","Table 4, pages 12–13; Figure 5, page 15"
"N17","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Practicality was distilled from IMMS relevance-related questions and retained after expert analysis.","Table 4, pages 12–13; Figure 5, page 15"
"N18","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Ease of Understanding was retained within the Confidence group derived from the questionnaire.","Table 4, pages 12–13; Figure 5, page 15"
"N19","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Visualization was retained within the Confidence group derived from the questionnaire.","Table 4, pages 12–13; Figure 5, page 15"
"N20","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Conciseness was retained within the Confidence group derived from the questionnaire.","Table 4, pages 12–13; Figure 5, page 15"
"N21","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Repetition was retained within the Confidence group derived from the questionnaire.","Table 4, pages 12–13; Figure 5, page 15"
"N22","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Completion of Activity was retained within the Satisfaction group derived from the questionnaire.","Table 4, page 13; Figure 5, page 15"
"N23","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Providing Feedback was retained within the Satisfaction group derived from the questionnaire.","Table 4, page 13; Figure 5, page 15"
"N24","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Enjoyment was retained within the Satisfaction group derived from the questionnaire.","Table 4, page 13; Figure 5, page 15"
"N25","N04","be_derived_from","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Design of Activity was retained within the Satisfaction group derived from the questionnaire.","Table 4, page 13; Figure 5, page 15"
"N27","N28","be_shared_by","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","The eight experts collectively supplied experience in training administration, immersive training design, and safety research.","Section 3.2, pages 11–12"
"N27","N32","be_transferred_by","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","Expert opinions and responses were elicited through three structured interview rounds.","Section 3.3, pages 13–14"
"N28","N32","participate_in","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi–AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","The same eight experts participated in the structured interview rounds.","Section 3.3, pages 13–14"
