node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
N01,"Baduanjin intangible cultural heritage",Explicit Knowledge,E,"Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","""Baduanjin, as a representative of Chinese traditional fitness gongfu, has been included in the national intangible cultural heritage list""","The traditional Chinese exercise system consisting of eight movements, recognized as intangible cultural heritage, with fitness and healthcare functions","Page 1, Section 1"
N02,"Official Baduanjin instructional video",Explicit Knowledge,E,"Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","""the official Baduanjin instructional video published by the General Administration of Sport of China was used as the source material""","Video recordings showing the standard execution of the eight Baduanjin movements, used as the authoritative reference","Page 6, Section 3.4"
N03,"Baduanjin virtual knowledge cards",Explicit Knowledge,E,"Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","""users collect eight virtual cards by completing Baduanjin movements. Each card presents historical context, intangible cultural heritage knowledge, and the corresponding rehabilitative effect""","Digital cards containing structured cultural and historical information about each Baduanjin movement","Page 5, Section 3.2.4"
N04,"Baduanjin animation asset library",Explicit Knowledge,E,"Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","""a complete Baduanjin animation asset library was constructed based on authoritative movement references. The official Baduanjin instructional video published by the General Administration of Sport of China was used as the source material""","Structured repository of 3D keyframe animations for the eight standard Baduanjin movements, serving as the behavioral foundation for the virtual NPC","Page 6, Section 3.4"
N05,"Baduanjin books and literature",Explicit Knowledge,E,"Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","""the dissemination of the Baduanjin forms include: oral teaching, books and literature""","Printed or written materials containing Baduanjin information and instructions","Page 2, Section 2.1"
N06,"Baduanjin professional movement expertise",Tacit Knowledge,E,"Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","""relying on the oral teaching of the dissemination of the way requires a large number of professional teachers and scientific training system""","Uncodified skill, know-how, and teaching ability of professional Baduanjin practitioners","Page 2, Section 2.1"
N07,"Somatic health insight (Qi sinks into dantian)",Tacit Knowledge,E,"Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","""Li practiced Daoist guiding techniques daily with the female Taoist priests and gradually attained the insight that 'Qi sinks into the dantian, the form is relaxed, and the mind is calm'""","Intuitive understanding and somatic awareness developed through deep practice","Page 4, Section 3.2.2"
N08,"User somatosensory self-perception accuracy",Tacit Knowledge,I,"Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","""the TWJB system effectively enhances users' self-perception of movement accuracy and execution initiative through virtualized body synchronized feedback""","Users' intuitive self-perception and awareness of their own movement accuracy and body position, developed through real-time system feedback","Page 8, Section 6"
N09,"Baduanjin professional teachers/experts",Knowledge Holder,E,"Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","""relying on the oral teaching of the dissemination of the way requires a large number of professional teachers and scientific training system. However, these resources are currently very scarce""","Experienced Baduanjin instructors who possess deep expertise in the practice and teaching methods","Page 2, Section 2.1"
N10,"Virtual NPC Liu Miaozhen",Knowledge Holder,E,"Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","""an experienced Baduanjin non-legacy culture inheritor"" with ""dual identity, not only as an experienced Baduanjin non-legacy culture inheritor, but also as the user's movement guide""","Virtual character in the TWJB system that serves as cultural inheritor, movement guide, and narrator","Page 4, Section 3.2.1"
N11,"Patients with mild physical coordination disorders",Knowledge Learner,E,"Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","""30 adult patients with mild physical coordination disorders""","Individuals with limb coordination disorders who participate in the rehabilitation training","Page 7, Section 4"
