"src_node_id","dst_node_id","relation_type","evidence_label","case_title","evidence_statement","evidence_location"
"N04","N06","be_held_by","E","Research on the Construction of Aerospace Quality Knowledge System and Proactive Services","provide engineers with experience in handling historical similar faults and case analysis","Page 5, Source 207"
"N05","N07","be_held_by","E","Research on the Construction of Aerospace Quality Knowledge System and Proactive Services","evaluating the expert's comprehensive competence level and domain knowledge ability","Page 5, Source 217"
"N06","N09","participate_in","E","Research on the Construction of Aerospace Quality Knowledge System and Proactive Services","help engineers quickly acquire relevant knowledge in complex situations","Page 1, Source 26"
"N07","N09","participate_in","E","Research on the Construction of Aerospace Quality Knowledge System and Proactive Services","The expert competence model provides in-depth support for a specific task or problem","Page 5, Source 216-217"
"N01","N09","be_transferred_by","E","Research on the Construction of Aerospace Quality Knowledge System and Proactive Services","Through the construction of structured knowledge graph, the effective organization and integration of complex quality management information is realized.","Page 1, Source 15"
"N04","N09","be_transferred_by","E","Research on the Construction of Aerospace Quality Knowledge System and Proactive Services","With the help of scenario-based knowledge recommendation mechanism, it can provide engineers with experience in handling historical similar faults","Page 5, Source 207"
"N02","N01","be_derived_from","E","Research on the Construction of Aerospace Quality Knowledge System and Proactive Services","The schema layer forms a unified semantic structure through standardized processing of multi-source data... to obtain the knowledge subset (QS1)","Page 1, Source 44 / Page 5, Source 211"
"N02","N09","adopt","E","Research on the Construction of Aerospace Quality Knowledge System and Proactive Services","The user behavior history with knowledge subset information (QS1) to generate user's personalized preference model","Page 5, Source 215"
"N09","adopt","N10","E","Research on the Construction of Aerospace Quality Knowledge System and Proactive Services","design and implement a proactive service mechanism for aerospace quality knowledge based on knowledge graph","Page 1, Source 39"
"N09","adopt","N11","E","Research on the Construction of Aerospace Quality Knowledge System and Proactive Services","The implementation scheme of aerospace quality knowledge relies on the knowledge proactive service algorithm based on deep learning","Page 5, Source 210"
"N09","adopt","N12","E","Research on the Construction of Aerospace Quality Knowledge System and Proactive Services","Text data is usually extracted and transformed by natural language processing technology.","Page 2, Source 58"
"N09","adopt","N03","E","Research on the Construction of Aerospace Quality Knowledge System and Proactive Services","the word similarity recall mechanism can effectively bridge the gap between user expressions and standard terms in the knowledge base","Page 4, Source 187"
"N08","be_constrained_by","N13","E","Research on the Construction of Aerospace Quality Knowledge System and Proactive Services","the traditional knowledge management methods have been difficult to meet the growing demand.","Page 1, Source 25"
"N09","resolve","N13","E","Research on the Construction of Aerospace Quality Knowledge System and Proactive Services","the system has achieved remarkable results in improving the speed of user knowledge acquisition... and the efficiency of problem solving.","Page 1, Source 18"
"N09","mitigate","N14","E","Research on the Construction of Aerospace Quality Knowledge System and Proactive Services","word similarity recall mechanism can effectively bridge the gap between user expressions and standard terms","Page 4, Source 187"
"N09","mitigate","N15","E","Research on the Construction of Aerospace Quality Knowledge System and Proactive Services","Incomplete data information push is an important link... providing related supplementary knowledge and guidance for users in the information blind area","Page 4, Source 194"
