node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
"N01","Technical Expertise","Tacit Knowledge","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","Firms exchange technical expertise and proprietary know-how to cocreate value.","Uncodified technical skills and capabilities possessed by firm professionals.","Page 1, Source 32; Page 2, Source 63"
"N02","Proprietary Know-How","Tacit Knowledge","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","Central to these alliances is knowledge sharing through which partner firms exchange proprietary know-how.","Firm-specific uncodified procedural knowledge.","Page 1, Source 32"
"N03","Intellectual Capital","Tacit Knowledge","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","Partner firms exchange intellectual capital to accelerate innovation.","Intangible human and organizational knowledge assets.","Page 1, Source 32"
"N04","Mega Motor","Knowledge Holder","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","The model is empirically validated using data from Mega Motor and domestic suppliers.","A Saipa Industrial Group subsidiary acting as the primary automotive manufacturer.","Page 2, Source 55; Page 8, Source 353"
"N05","Suppliers","Knowledge Holder","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","Mega Motor collaborates with multiple domestic gearbox suppliers.","Domestic partner firms specializing in precision shaft machining, ECU software, and casing materials.","Page 2, Source 55; Page 8, Source 354"
"N06","Knowledge Investment (KI) Metric","Explicit Knowledge","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","KI captures the level of innovation intensity and is measured as capitalized R&D expenditures.","The ratio of total knowledge-related expenditure to total operating cost.","Page 1, Source 11; Page 5, Source 147"
"N07","Absorptive Capacity (AC) Function","Explicit Knowledge","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","AC reflects the efficiency of organizational learning and is modeled as an evolving function.","A firm's dynamic capability to recognize, assimilate, and apply external knowledge.","Page 1, Source 11; Page 2, Source 50"
"N08","Coordination Cost (CC) Index","Explicit Knowledge","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","CC captures transactional and organizational frictions that diminish distributable value.","The ratio of interorganizational coordination overhead to total operational budget.","Page 2, Source 51; Page 5, Source 150"
"N09","Knowledge Level (KL) Index","Explicit Knowledge","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","KL was constructed as a weighted composite index normalized to [0, 1].","A normalized index of expertise integrating patents, certifications, and technical scores.","Page 5, Source 163; Page 6, Source 202"
"N10","Knowledge Complementarity (KC) Threshold","Explicit Knowledge","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","Synergy benefits dominate up to a certain KC level, after which coordination inefficiencies outweigh shared knowledge advantages.","The level of domain overlap and alignment between partner knowledge bases.","Page 11, Source 561, Source 563"
"N11","Nash Bargaining Model","Traditional Human-central Practice","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","Conventional models such as Nash bargaining fail to analyze dynamic, knowledge-driven contributions.","A classical bilateral negotiation framework from noncooperative game theory.","Page 1, Source 5; Page 2, Source 77"
"N12","Stackelberg Model","Traditional Human-central Practice","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","Stackelberg leadership models have been widely applied to study power dynamics but rely on sequential dominance assumptions.","A hierarchical game-theoretic model featuring a dominant leader and a follower.","Page 1, Source 5; Page 2, Source 77, Source 78"
"N13","Hybrid Cooperative Game-Theoretic Framework","Technology-enable Practice","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","This study introduces a hybrid game-theoretic framework utilizing the Shapley value's axiomatic fairness to allocate profits by marginal contributions.","An integrated algorithmic mathematical model used to govern profit sharing based on knowledge streams.","Page 1, Source 7; Page 1, Source 16"
"N14","Monte Carlo Simulations","Technology-enable Practice","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","This framework employs Monte Carlo simulations to deliver statistically reliable contribution estimates.","An iterative computational technique used to compute stable allocations under uncertainty.","Page 1, Source 9; Page 7, Source 317"
"N15","Fuzzy TOPSIS Technique","Digital Technology","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","Knowledge level was constructed as a weighted composite index normalized to [0, 1], calculated using the Fuzzy TOPSIS technique.","An algorithmic multi-criteria decision-making method mapping qualitative parameters to fuzzy sets.","Page 5, Source 163"
"N16","Trust and Relational Deepening","Organizational Dependency","I","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","Cooperation levels escalate over time, reflecting trust and relational deepening which amplifies added value.","The evolving socio-relational alignment required to prevent trust depreciation.","Page 9, Source 393"
"N17","Digital Maturity","Organizational Dependency","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","Operational overhead may limit the model's immediate deployment in firms with low digital maturity.","The baseline technological infrastructure and capability of an enterprise to process data.","Page 14, Source 673"
"N18","Sanctions","Environmental Dependency","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","The case study focuses on localizing a six-speed automatic transmission to reduce import dependency amid sanctions.","External geopolitical constraints enforcing localized supply chain integration.","Page 8, Source 353"
"N19","Confidential OEM Contract","Environmental Dependency","E","A Hybrid Cooperative Game and Shapley Value Approach for Knowledge Sharing and Profit Allocation in Technology Supply Chain Strategic Alliance","Grounded in a confidential OEM contract, the study offers a replicable framework.","The underlying legal agreement governing the commercial boundaries of the supply chain.","Page 8, Source 356"
