"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location"
"N01","identified and prioritized bridge-construction hazards","Explicit Knowledge","E","Enhancing Bridges’ Safety Training Using Augmented Reality and Virtual Reality","Hazards collected through interviews and site visits were organized, categorized, and prioritized for inclusion in the AR and VR models.","Hazards encountered during bridge construction that were selected after probability-impact assessment.","Sections 3.1–3.2, PDF pages 8–11"
"N02","associated risks and consequences","Explicit Knowledge","E","Enhancing Bridges’ Safety Training Using Augmented Reality and Virtual Reality","The AR model exposed trainees to hazard types and their associated risks and consequences.","Risk severity included likelihood and potential impacts on workers, time, cost, and quality.","Sections 3.2, 4.3, and 5, PDF pages 11 and 19–21"
"N03","hazard mitigation and prevention means","Explicit Knowledge","E","Enhancing Bridges’ Safety Training Using Augmented Reality and Virtual Reality","The VR canvases guided trainees toward ways to mitigate or prevent the consequences of encountered hazards.","Instructions displayed to trainees for mitigating or preventing hazard consequences.","Section 3.3.2, PDF page 15"
"N04","theoretical and managerial safety aspects","Explicit Knowledge","E","Enhancing Bridges’ Safety Training Using Augmented Reality and Virtual Reality","The AR part of the implemented training was primarily concerned with theoretical and managerial aspects.","Safety content assigned principally to the AR stage rather than full VR modeling.","Sections 1.2, 4.3, and 5, PDF pages 4 and 18–21"
"N05","hazard sheet","Explicit Knowledge","E","Enhancing Bridges’ Safety Training Using Augmented Reality and Virtual Reality","Each AR hazard was hosted on a separate image on a physical paper identified as the hazard sheet.","A physical paper containing image targets used to activate the AR scenes.","Section 3.3.1, PDF pages 13 and 15"
"N06","experienced bridge-construction hazard knowledge","Tacit Knowledge","I","Enhancing Bridges’ Safety Training Using Augmented Reality and Virtual Reality","Safety managers with 14-to-20-plus years of experience were interviewed about hazards encountered in bridge construction.","Experience-based understanding of bridge-construction hazards held by practicing safety managers.","Section 3.1.1, PDF page 9"
"N07","safety awareness","Tacit Knowledge","E","Enhancing Bridges’ Safety Training Using Augmented Reality and Virtual Reality","The authors concluded that increased knowledge acquisition increased trainees’ hazard awareness.","Personal awareness of safety hazards, particularly in bridge construction.","Sections 4.2, 4.4, and 6, PDF pages 18 and 20–22"
"N08","hazard identification skills","Tacit Knowledge","E","Enhancing Bridges’ Safety Training Using Augmented Reality and Virtual Reality","Post-training results showed significant improvement in trainees’ ability to identify hazards missed before training.","A trainee’s applied ability to recognize hazards in construction scenarios.","Sections 4.4–6, PDF pages 19–22"
"N09","hazard assessment skills","Tacit Knowledge","E","Enhancing Bridges’ Safety Training Using Augmented Reality and Virtual Reality","Trainees showed improved assessment of risk severity, likelihood, and potential impact during VR and after training.","A trainee’s ability to assess the likelihood, severity, and impacts of an identified hazard.","Sections 4.3–6, PDF pages 19–22"
"N10","risk mitigation skills","Tacit Knowledge","E","Enhancing Bridges’ Safety Training Using Augmented Reality and Virtual Reality","The discussion states that VR reinforced the how element and elevated trainees’ hazard assessment and risk-mitigation skills.","A trainee’s ability to determine how a construction risk may be mitigated.","Section 5, PDF page 21"
