"src_node_id","dst_node_id","relation_type","evidence_label","case_title","evidence_statement","evidence_location"
"N01","N03","translate_into","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Training using regulatory standard content aims to improve understanding of applied content.","p.1, p.11"
"N01","N04","translate_into","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Training using regulatory standard content aims to improve assertiveness in high-risk situations.","p.11"
"N01","N05","translate_into","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Training using regulatory standard content aims to develop hazard identification performance.","p.3"
"N01","N06","translate_into","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Training using regulatory standard content aims to encourage safe behavioural response.","p.18"
"N01","N11","be_held_by","E","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Technical knowledge of regulatory standards on the part of the instructor is essential.","p.4"
"N01","N08","be_absorbed_by","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Production employees absorb regulatory content through training.","p.6, p.11"
"N01","N09","be_absorbed_by","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Maintenance employees absorb regulatory content through training.","p.6, p.11"
"N01","N10","be_absorbed_by","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Administrative employees absorb regulatory content through training.","p.8, p.11"
"N03","N08","be_absorbed_by","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Production employees gain understanding through training.","p.6, p.11"
"N03","N09","be_absorbed_by","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Maintenance employees gain understanding through training.","p.6, p.11"
"N03","N10","be_absorbed_by","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Administrative employees gain understanding through training.","p.8, p.11"
"N04","N08","be_absorbed_by","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Production employees gain assertiveness through training.","p.6, p.11"
"N04","N09","be_absorbed_by","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Maintenance employees gain assertiveness through training.","p.6, p.11"
"N04","N10","be_absorbed_by","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Administrative employees gain assertiveness through training.","p.8, p.11"
"N05","N08","be_absorbed_by","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Production employees gain hazard identification skill through training.","p.3, p.6"
"N05","N09","be_absorbed_by","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Maintenance employees gain hazard identification skill through training.","p.3, p.6"
"N05","N10","be_absorbed_by","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Administrative employees gain hazard identification skill through training.","p.3, p.8"
"N06","N08","be_absorbed_by","I","Analysis of the Feasibility of Immersive Virtualization in Technical Training","Production employees gain safe behavioural response through training.","p.6, p.18"
