node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
"N01","Standard Guide to Practice Standards for Intravenous Fluid Therapy (2021 edition)","Explicit Knowledge","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","The research team referenced the Chinese version of this standard when revising the survey instrument.","A national-standard source used to construct the study questionnaire and educational basis.","PDF pp. 1 and 2-3; Abstract and Data collection"
"N02","Standard of Practice for Intravenous Therapy Nursing Techniques (WS/T 433-2023)","Explicit Knowledge","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","The research team referenced WS/T 433-2023 when revising the survey instrument.","A national nursing-technique standard used to construct the study questionnaire and educational basis.","PDF pp. 1 and 2-3; Abstract and Data collection"
"N03","Clinical Nursing Practice Guidelines for Common Complications of Intravenous Catheters","Explicit Knowledge","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","The questionnaire was developed with reference to these clinical nursing practice guidelines.","Clinical guidance concerning common complications of intravenous catheters.","PDF pp. 1 and 2-3; Abstract and Data collection"
"N04","Relevant domestic literature","Explicit Knowledge","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","The researchers synthesized relevant domestic literature and reformulated the survey questions for the Chinese clinical context.","Published domestic evidence used with the named standards to develop the study materials.","PDF pp. 1 and 3; Abstract and Data collection"
"N05","Educational content on PIVC placement techniques","Explicit Knowledge","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Two to three concise educational messages regarding PIVC placement techniques were delivered twice daily for ten days.","Codified content covering PIVC basics, catheter selection, age-specific protocols, vein selection, preparation, asepsis, safety, connection quality control, and complication prevention.","PDF p. 3; Intervention methods and Table 1"
"N06","Nurses’ knowledge of PIVC placement","Explicit Knowledge","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Ten single-choice questions quantified nurses’ understanding of PIVC placement knowledge.","Theoretical and guideline-based understanding of PIVC placement measured by a ten-item knowledge assessment.","PDF pp. 3 and 5; Data collection and Table 3"
"N07","Practical manoeuvres for PIVC placement","Tacit Knowledge","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","A thirteen-item checklist and onsite observation assessed nurses’ performance in practical PIVC placement manoeuvres.","Demonstrated clinical performance and practical proficiency in PIVC placement.","PDF pp. 3 and 5-6; Data collection and Table 4"
"N08","Nurses with PIVC placement qualifications","Knowledge Holder","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Eligibility required a current clinical nursing role with PIVC placement qualifications.","Clinically active nurses qualified to perform PIVC placement.","PDF p. 2; Study design and sample"
"N09","Intervention group nurses","Knowledge Learner","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Sixty-four nurses received the WeChat educational intervention and demonstrated improved knowledge and practice scores.","Nurses assigned to receive the ten-day WeChat intervention.","PDF pp. 3 and 5; Intervention methods and Results"
"N10","Control group nurses","Knowledge Learner","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Fifty-nine nurses received no intervention during the study and showed no significant score changes.","Nurses assigned to the non-intervention comparison group.","PDF pp. 3 and 5; Intervention methods and Results"
"N11","Research team","Knowledge Holder","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","The research team developed the messages, collected WeChat contact information, and delivered the intervention.","The investigators responsible for intervention development, delivery, and assessment.","PDF p. 3; Intervention methods"
"N12","Specialist intravenous therapy nurses","Knowledge Holder","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Three specialist intravenous therapy nurses participated in content validation; qualified specialist nurses also served as practical assessors.","Nurses with specialist expertise in intravenous therapy.","PDF p. 3; Data collection"
"N13","Clinical nurse specialist","Knowledge Holder","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","One clinical nurse specialist participated in assessing questionnaire content validity.","A specialist nursing professional who contributed to content validation.","PDF p. 3; Data collection"
"N14","Traditional didactic methods relying on print materials","Traditional Human-central Practice","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","The paper contrasts mobile learning with traditional didactic methods relying on print materials.","Conventional educational delivery using printed learning material.","PDF p. 2; Introduction"
"N15","Telephonic communication","Traditional Human-central Practice","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Telephonic communication is identified as part of traditional didactic delivery.","Conventional person-to-person content delivery by telephone.","PDF p. 2; Introduction"
"N16","Professional workshops","Traditional Human-central Practice","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Only 4.69 percent of intervention-group nurses had participated in PIVC-related workshops.","Offline professional education concerning PIVC placement.","PDF pp. 5 and 7; Table 2 and Discussion"
"N17","Paper-based survey","Traditional Human-central Practice","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Both groups completed a paper-based survey assessing PIVC placement knowledge during shift breaks.","A non-digital ten-question knowledge assessment administered at the study time points.","PDF p. 3; Assessment methods"
"N18","Real-time on-site PIVC placement observation","Traditional Human-central Practice","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Researchers observed and assessed nurses’ practical skills during real-time on-site PIVC placement operations.","Human observation and checklist scoring of actual PIVC placement performance.","PDF p. 3; Assessment methods"
"N19","WeChat push service-based platform","Technology-enable Practice","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Clinical-guideline education was delivered through a WeChat push service-based platform.","A mobile educational practice delivering concise PIVC messages twice daily for ten days.","PDF pp. 3 and 6; Intervention methods and Discussion"
"N20","WeChat","Digital Technology","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","WeChat was used to deliver educational messages and obtain feedback that messages had been read.","A multifunctional social communication application supporting real-time text, voice, and video communication.","PDF pp. 3 and 6; Intervention methods and Discussion"
"N21","Text and video messaging","Digital Technology","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","The discussion identifies text and video as multimedia elements incorporated into the intervention.","Digital messaging modalities used for multimodal educational delivery.","PDF p. 6; Discussion"
