"src_node_id","dst_node_id","relation_type","evidence_label","case_title","evidence_statement","evidence_location"
"N13","N03","be_shared_by","E","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","I can flexibly share work experiences and technical insights via the Metaverse anytime and anywhere","Table A.1, KS3 (Page 26)"
"N14","N03","be_shared_by","E","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","I acquire valuable insights through discussions with colleagues or experts in the Metaverse environment","Table A.1, KAC2 (Page 26)"
"N13","N15","be_absorbed_by","E","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","I can flexibly share work experiences and technical insights via the Metaverse anytime and anywhere","Table A.1, KS3 (Page 26)"
"N14","N15","be_absorbed_by","E","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","I acquire valuable insights through discussions with colleagues or experts in the Metaverse environment","Table A.1, KAC2 (Page 26)"
"N11","N01","be_transferred_by","E","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","I use the Metaverse to exchange diverse digital resources (e.g. design files, documents, process data)","Table A.1, KS4 (Page 26)"
"N12","N01","be_transferred_by","E","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","I can access a variety of digital resources in the Metaverse that support my task-related knowledge needs","Table A.1, KAC4 (Page 26)"
"N03","N01","participate_in","E","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","All participants had engaged in cross-departmental or cross-organisational digital collaboration and had experience using or piloting immersive platforms","Page 13, Section 4"
"N15","N01","participate_in","E","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","Participants included users (55.33%) and trainers/promoters (18.18%) engaging with immersive platforms","Table 2 (Page 14)"
"N01","N02","adopt","E","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","The Metaverse, which combines virtual reality (VR), AI, blockchain and other technologies, is widely regarded as a next-generation enabler of smart manufacturing","Page 2, Introduction"
"N01","N05","depend_on","E","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","OR has a positive impact on MKC, indicating that OR and UT contribute to employees' engagement in knowledge collaboration within the metaverse environment","Page 15, Section 5.2"
"N01","N06","depend_on","E","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","OR and UT positively impact MKC, indicating that OR and UT contribute to employees' engagement in knowledge collaboration within the metaverse environment","Page 15, Section 5.2"
"N01","N08","depend_on","E","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","DL shows significant moderating effects on the interactions between MKC and the three types of KBs, supporting the hypothesised moderating role","Page 17, Section 5.2"
"N01","N09","depend_on","I","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","MGA reveals the differential impact of industrial context, providing a theoretical basis for tailored implementation strategies","Page 21, Section 6.1"
"N01","N07","be_constrained_by","E","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","PR negatively affects MKC, indicating that PR hinders engagement in knowledge collaboration within the metaverse environment","Page 15, Section 5.2"
"N01","N10","be_constrained_by","I","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","PR refers to users' concern that the data or knowledge they provide in digital environments may be misused, disclosed, or accessed without authorisation","Page 8, Section 3.2"
"N01","N04","complement","E","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","Existing research predominantly focusses on traditional knowledge management frameworks and seldom explores how the metaverse can play a role in converting KBs into tangible outcomes","Page 5, Section 2.4"
"N01","N16","mitigate","E","Exploring the Role of Metaverse-Enabled Knowledge Collaboration in Enhancing Knowledge Management Outcomes in Manufacturing","DL shows significant moderating effects on the interactions between MKC and the three types of KBs... higher levels of DL enhance the effectiveness of MKC in facilitating knowledge processes, thereby lowering operational challenges and reduced synergy for low-DL individuals","Page 17, Section 5.2"
