"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location"
"N01","osteosarcoma literature abstracts from PubMed","Explicit Knowledge","E","Osteosarcoma knowledge graph question answering system: deep learning-based knowledge graph and large language model fusion","A PubMed search using osteosarcoma for 2003–2023 initially yielded 25,415 abstracts.","Titles and abstracts concerning osteosarcoma retrieved from PubMed.","Abstract; Section 2.1, PDF pages 1–2"
"N02","cleaned corpus of 18,270 osteosarcoma articles","Explicit Knowledge","E","Osteosarcoma knowledge graph question answering system: deep learning-based knowledge graph and large language model fusion","After invalid, retracted, and irrelevant records were removed, 18,270 articles remained.","The cleaned osteosarcoma document collection used to construct the OSKG.","Section 2.2; Section 3.1, PDF pages 2 and 8"
"N03","osteosarcoma entity-and-relationship dictionary","Explicit Knowledge","E","Osteosarcoma knowledge graph question answering system: deep learning-based knowledge graph and large language model fusion","Manual annotation of approximately 400 papers produced a dictionary of entities and relationships.","An annotation-derived dictionary of osteosarcoma entity and relationship labels.","Section 2.3, PDF pages 2–3"
"N04","osteosarcoma disease-name classification dictionary","Explicit Knowledge","E","Osteosarcoma knowledge graph question answering system: deep learning-based knowledge graph and large language model fusion","A classification dictionary was constructed to categorize disease entities with synonymous names.","A dictionary used to normalize different names representing the same osteosarcoma disease entity type.","Section 2.3, PDF page 3"
"N05","osteosarcoma labeled entity-and-relationship JSON data","Explicit Knowledge","E","Osteosarcoma knowledge graph question answering system: deep learning-based knowledge graph and large language model fusion","Annotated text was exported to JSON and used as pretrained-model input.","JSON-formatted osteosarcoma entity and relationship training data.","Sections 2.3–2.5, PDF page 3"
"N06","Gene Ontology","Explicit Knowledge","E","Osteosarcoma knowledge graph question answering system: deep learning-based knowledge graph and large language model fusion","Gene Ontology was used to identify pivotal entity types and criteria.","An existing ontology used during entity-dictionary construction.","Section 2.3, PDF page 3"
"N07","GeneCards","Explicit Knowledge","E","Osteosarcoma knowledge graph question answering system: deep learning-based knowledge graph and large language model fusion","GeneCards was used to identify pivotal entity types and criteria.","An existing biomedical knowledge base used during entity-dictionary construction.","Section 2.3, PDF page 3"
"N08","KEGG","Explicit Knowledge","E","Osteosarcoma knowledge graph question answering system: deep learning-based knowledge graph and large language model fusion","KEGG was used to identify pivotal entity types and criteria.","An existing biomedical knowledge base used during entity-dictionary construction.","Section 2.3, PDF page 3"
"N09","DrugBank","Explicit Knowledge","E","Osteosarcoma knowledge graph question answering system: deep learning-based knowledge graph and large language model fusion","DrugBank was used to identify pivotal entity types and criteria.","An existing biomedical knowledge base used during entity-dictionary construction.","Section 2.3, PDF page 3"
"N10","osteosarcoma knowledge graph (OSKG)","Explicit Knowledge","E","Osteosarcoma knowledge graph question answering system: deep learning-based knowledge graph and large language model fusion","The resulting OSKG contains 6,633 entities and 96,035 inter-entity relationships.","A structured and updateable osteosarcoma knowledge repository based on PubMed literature.","Sections 2.6, 3.1, and 4, PDF pages 3, 8, and 9"
