node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
"N01","Tacit Expert Work Sequences","Tacit Knowledge","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","Observations show that both experts perform certain tasks in a different order, adhering to their own expertise. They also indicated that they perform some steps differently than described in the instructions.","Uncodified specialized procedural sequences and physical task adaptations held in memory by experienced personnel.","PAGE 5, Lines 268-270"
"N02","Systematic Measurement Processes","Tacit Knowledge","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","beginners sometimes make fewer errors because they perform the measurement processes more systematically than experts.","Structured hands-on execution steps utilized by novice operators to maintain precision under training conditions.","PAGE 4, Lines 171"
"N03","2D Construction Drawings","Explicit Knowledge","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","reading and interpreting construction drawings, in which a 3D object is displayed in a 2D image.","Standardized, codified engineering drawings representing three-dimensional assets in two-dimensional space.","PAGE 3, Lines 159-165"
"N04","Digital Step-by-Step Instructions","Explicit Knowledge","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","The instructions are step-by-step descriptions of the work that needs to be done.","Codified digital text manuals describing manufacturing operations line by line.","PAGE 5, Lines 239"
"N05","3D CAD Model","Explicit Knowledge","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","The company already used a CAD model for the product that is being developed; this CAD model is a 3D model that can be important in unity to visualize the product","A digital three-dimensional computer-aided design layout of a manufacturing component.","PAGE 5, Lines 232-233"
"N06","Expert","Knowledge Holder","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","a follow-up session is held with at least one respondent from the company who has a lot of expertise in the previously chosen process, usually an experienced employee.","An experienced worker possessing deep tribal knowledge and process-specific execution skills.","PAGE 3, Lines 138"
"N07","Beginner","Knowledge Holder","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","The test was conducted with three employees, two of whom were experts and one employee who had never performed the post-processing operation before.","A novel, less-qualified, or foreign employee who lacks legacy operational experience in the specific workspace.","PAGE 5, Lines 243"
"N08","Cognitive Apprenticeship","Traditional Human-central Practice","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","Traditionally, workplace instruction relied on 'cognitive apprenticeship', where a master directly teaches an apprentice the skills needed to fulfill their tasks","A legacy human-driven training model where an experienced master visually and verbally transfers skills directly to an apprentice.","PAGE 1, Lines 48"
"N09","Paper-based Work Instructions","Traditional Human-central Practice","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","At companies C, D, E and F, a physical or printed version of the drawing is often used","The legacy practice of distributing hardcopy printed manuals or drawings to workspaces for user self-study.","PAGE 4, Lines 180"
"N10","Whisper-based Audio Transcription System","Technology-enable Practice","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","The prototype with Whisper-based audio transcription performed well to convert video instructions to written instructions.","An automated knowledge capturing framework that transcribes speech recorded from a head-mounted camera into text steps.","PAGE 5, Lines 265"
"N11","Interactive 3D CAD Instruction Prototyping","Technology-enable Practice","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","The experimental setup incorporates 3D elements, adding an extra dimension to the instructions for enhanced understanding. Visualizations are projected onto the 3D CAD model using arrows and animations","An interactive digital training practice projecting contextual 3D animations and spatial instructions over workpieces.","PAGE 5, Lines 241-242"
"N12","Vuzix M400","Digital Technology","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","The prototype that was made for capturing knowledge used the Vuzix m400.","Assisted Reality glasses featuring a small integrated eye-screen and noise-filtering microphones.","PAGE 2, Lines 71; PAGE 5, Lines 217"
"N13","Magic Leap 2","Digital Technology","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","For instruction, the second option mentioned in the introduction was chosen, an AR solution with a complete set of glasses, in this case the Magic Leap 2.","An optical see-through mixed reality headset utilizing a transparent display screen and an external computing pack.","PAGE 2, Lines 74; PAGE 5, Lines 232"
"N14","Python Library whisper_timestamped","Digital Technology","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","Using the Python programming language, a transcription can be obtained from the video that has been created. The Python library 'whisper_timestamped' is used for this.","An open-source script library that generates precise time-stamps for transcribed voice tokens.","PAGE 5, Lines 223-224"
"N15","Unity","Digital Technology","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","The instructions were further implemented with the Unity program. A CAD model of the plastic product was integrated into Unity","A software design engine used to render and link dynamic spatial instructions to 3D virtual models.","PAGE 5, Lines 234"
"N16","Personal Protective Equipment Regulations","Organizational Dependency","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","When it comes to requirements for the technology, it is often stated that any technology should not get in the way of safety. Companies B, D and E emphasize that safety glasses are already worn, which in company D involves welding glasses.","Internal safety mandates dictating the absolute use of protective eyewear, welding masks, or gloves during task cycles.","PAGE 4, Lines 186-188"
"N17","Warm Production Hall Environment","Environmental Dependency","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","Further observations were that the production hall is very warm","Climatic heat constraints within the physical factory floor that degrade employee wearable device endurance.","PAGE 5, Lines 285"
"N18","Dusty Environment","Environmental Dependency","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","there is a lot of dust","Particulate contamination on the manufacturing floor that affects optical sensors and wearable comfort.","PAGE 5, Lines 285"
"N19","High Ambient Noise Environment","Environmental Dependency","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","and there is a lot of ambient noise.","Acoustic factory background noise that interferes with standard microphone hardware and vocal instruction loops.","PAGE 5, Lines 285"
"N20","Underestimation of Expertise","Limitation","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","However, experts tend to underestimate their own expertise, which can lead them to overlook sharing crucial information when giving their instructions","The cognitive bias where domain experts fail to consciously report the foundational components of their personal routines.","PAGE 1, Lines 49"
"N21","Difficulty Interpreting 2D Drawings","Limitation","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","Interpreting these drawings is often difficult for employees, and relatively many errors are made as a result.","The heightened error rate caused by translating flat, two-dimensional blueprints into three-dimensional tasks.","PAGE 3, Lines 166"
"N22","Task Disruption Errors","Limitation","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","A cognitive complexity that is also mentioned is switching between tasks, and in particular returning to the process after it has been disrupted. Both companies A and C mentioned that this sometimes leads to errors in the product.","The operational failure rate caused by workers struggling to identify their exact step location after an interruption.","PAGE 3, Lines 168-169"
"N23","Lack of Automated Performance Feedback","Limitation","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","the employee felt insecure due to the lack of feedback on the performance, resulting in the need of expert guidance.","The technical absence of real-time validation software to confirm to an operator if a step was executed correctly.","PAGE 5, Lines 274-276"
"N24","Heavy Computer Unit Discomfort","Limitation","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","However, the Magic Leap was described as uncomfortable, because the computer unit attached to it was experienced as heavy.","Headset weight imbalances that strain workers during extended operational assembly shifts.","PAGE 5, Lines 279"
"N25","Small Text Size","Limitation","E","Knowledge retention through cognitive support technology (CST) in the manufacturing industry: a process inventory","As for the text, it was mentioned that it is small and difficult to read.","An interface design flaw that undermines legibility when displaying digital text instructions on transparent displays.","PAGE 5, Lines 281"
