ID,Object,Question,Weight,Cypher,Answer,Evidence
c203DS01Q01,Tacit knowledge,which tacit knowledge elements are described?,1,"MATCH (tk:TacitKnowledge)
RETURN DISTINCT tk","exercise self-efficacy, health information literacy, information acquisition behavior, information processing and comprehension, knowledge application intention, sustained offline exercise behaviors, dynamic questioning ability, cross-source verification tendency, risk perception","[{'tk': {'evidence_statement': 'Exercise self-efficacy is an individual’s subjective belief in the ability to consistently engage in physical activity under various circumstances.', 'node_name': 'exercise self-efficacy', 'category': 'Tacit Knowledge', 'node_id': 'c203M01N06'}}, {'tk': {'evidence_statement': 'Health information literacy is the comprehensive ability to acquire, understand, evaluate, and apply health information to make informed decisions.', 'node_name': 'health information literacy', 'category': 'Tacit Knowledge', 'node_id': 'c203M01N07'}}, {'tk': {'evidence_statement': 'Information acquisition behavior concerns actively using generative AI to search and continue querying when facing health needs.', 'node_name': 'information acquisition behavior', 'category': 'Tacit Knowledge', 'node_id': 'c203M01N08'}}, {'tk': {'evidence_statement': 'This dimension concerns users’ evaluation of the comprehensibility, logicality, and depth of AI-generated health content.', 'node_name': 'information processing and comprehension', 'category': 'Tacit Knowledge', 'node_id': 'c203M01N09'}}, {'tk': {'evidence_statement': 'Knowledge application intention measures motivation and confidence in transforming AI health recommendations into concrete actions and willingness to share them.', 'node_name': 'knowledge application intention', 'category': 'Tacit Knowledge', 'node_id': 'c203M01N10'}}, {'tk': {'evidence_statement': 'The authors state that enhanced exercise self-efficacy transforms digital information into sustained offline exercise behaviors.', 'node_name': 'sustained offline exercise behaviors', 'category': 'Tacit Knowledge', 'node_id': 'c203M01N11'}}, {'tk': {'evidence_statement': 'Dynamic questioning ability was one of the secondary indicators produced through interview coding.', 'node_name': 'dynamic questioning ability', 'category': 'Tacit Knowledge', 'node_id': 'c203M01N12'}}, {'tk': {'evidence_statement': 'Cross-source verification tendency was summarized from the interview material.', 'node_name': 'cross-source verification tendency', 'category': 'Tacit Knowledge', 'node_id': 'c203M01N13'}}, {'tk': {'evidence_statement': 'Risk perception was summarized as an indicator during grounded-theory analysis.', 'node_name': 'risk perception', 'category': 'Tacit Knowledge', 'node_id': 'c203M01N14'}}]"
c203DS01Q02,Knowledge Holder,Which knowledge holders are described?,2,"MATCH (kh:KnowledgeHolder)
RETURN DISTINCT kh","15 experts from medicine, informatics, health communication, sports science, and AI technology application; research team","[{'kh': {'evidence_statement': 'Fifteen experts from five fields participated in two rounds of Delphi consultation.', 'node_name': '15 experts from medicine, informatics, health communication, sports science, and AI technology application', 'category': 'Knowledge Holder', 'node_id': 'c203M01N17'}}, {'kh': {'evidence_statement': 'The research team conducted grounded-theory analysis and Delphi consultation to construct and refine the scale.', 'node_name': 'research team', 'category': 'Knowledge Holder', 'node_id': 'c203M01N18'}}]"
c203DS01Q03,Traditional Human-centred Practices,Which traditional human-centred practice elements are described?,2,"MATCH (t:TraditionalHumancentralPractice)
RETURN DISTINCT t","Semi-structured in-depth interviews, Delphi expert consultation, self-reported questionnaire survey, traditional physical education classes, and family guidance.","[{'t': {'evidence_statement': 'Semi-structured interviews collected experience concerning AI health inquiries, verification strategies, trust, and privacy.', 'node_name': 'semi-structured in-depth interviews', 'category': 'Traditional Human-central Practice', 'node_id': 'c203M01N20'}}, {'t': {'evidence_statement': 'The research team conducted two rounds of Delphi expert consultation and iteratively refined the indicator framework.', 'node_name': 'Delphi expert consultation', 'category': 'Traditional Human-central Practice', 'node_id': 'c203M01N21'}}, {'t': {'evidence_statement': 'The formal study obtained 2,306 valid questionnaires from adolescents.', 'node_name': 'self-reported questionnaire survey', 'category': 'Traditional Human-central Practice', 'node_id': 'c203M01N22'}}, {'t': {'evidence_statement': 'The authors state that generative AI fills an information gap between traditional physical education classes and family guidance.', 'node_name': 'traditional physical education classes', 'category': 'Traditional Human-central Practice', 'node_id': 'c203M01N33'}}, {'t': {'evidence_statement': 'The authors state that generative AI fills an information gap between traditional physical education classes and family guidance.', 'node_name': 'family guidance', 'category': 'Traditional Human-central Practice', 'node_id': 'c203M01N34'}}]"
c203DS01Q04,technology-enable Practice,Which technology‑enable practices have been described?,1,"MATCH (p:TechnologyenablePractice)
RETURN DISTINCT p","The technology-enabled practices described include a digital wait time registry, parallel local digital systems, national platforms for viewing aggregated wait times, registry report generator usage, electronic medical record data entry, and local parallel digital tracking systems.","[{'p': {'evidence_statement': 'The Registry was implemented to display, evaluate, and improve wait-time data and to support monitoring, steering, and organizational learning.', 'node_name': 'digital wait time registry', 'category': 'Technology-enable Practice', 'node_id': 'c227M01N16'}}, {'p': {'evidence_statement': 'Some care units developed parallel local systems and used them for analyses intended to improve wait times.', 'node_name': 'parallel, local digital systems', 'category': 'Technology-enable Practice', 'node_id': 'c227M01N17'}}, {'p': {'evidence_statement': 'Patients could view aggregated wait times through national platforms.', 'node_name': 'national platforms', 'category': 'Technology-enable Practice', 'node_id': 'c227M01N18'}}, {'p': {'evidence_statement': 'An example of the report generator interface as seen by personnel at the central contractor unit or care managers that specifically asked for access.', 'node_name': 'Registry report generator usage', 'category': 'Technology-enable Practice', 'node_id': 'c227M02N24'}}, {'p': {'evidence_statement': 'The data in the Registry were, with few exceptions, updated daily and automatically extracted from the electronic medical records.', 'node_name': 'Electronic medical record data entry', 'category': 'Technology-enable Practice', 'node_id': 'c227M02N25'}}, {'p': {'evidence_statement': 'Some care units further developed parallel, local digital systems instead of voicing concerns about and suggesting ways of addressing flaws in the Registry.', 'node_name': 'Local parallel digital tracking systems', 'category': 'Technology-enable Practice', 'node_id': 'c227M02N26'}}]"
c203DS01Q05,Digital Technology,Which digital technology elements have been described?,1,"MATCH (dt:DigitalTechnology)
RETURN DISTINCT dt","generative artificial intelligence, large language models, Generative AI Tools (ChatGPT, DeepSeek, ERNIE Bot)","[{'dt': {'evidence_statement': 'The study investigates health knowledge acquisition through generative artificial intelligence.', 'node_name': 'generative artificial intelligence', 'category': 'Digital Technology', 'node_id': 'c203M01N24'}}, {'dt': {'evidence_statement': 'The definition of GAI-HKA identifies large language models as generative-AI tools used to acquire health information.', 'node_name': 'large language models', 'category': 'Digital Technology', 'node_id': 'c203M01N25'}}, {'dt': {'evidence_statement': 'In the health domain, models such as ChatGPT, DeepSeek, and ERNIE Bot can instantly respond to complex queries such as how to build muscle scientifically or how to relieve exam anxiety.', 'node_name': 'Generative AI Tools (ChatGPT,DeepSeek,ERNIE Bot)', 'category': 'Digital Technology', 'node_id': 'c203M02N03'}}]"
c203DS01Q06,Organizational Dependency,Which organizational dependencies are stated as necessary for technology-enable practices?,2,"MATCH (od:OrganizationalDependency)
RETURN DISTINCT od",Schools and families,"[{'od': {'evidence_statement': ""These findings suggest that schools and families should integrate efforts to cultivate adolescents' information literacy and efficacy beliefs when promoting AI-based health interventions."", 'node_name': 'Schools and families', 'category': 'Organizational Dependency', 'node_id': 'c203M02N10'}}]"
c203DS01Q07,Environment Dependency,Which external factors affect the implementation of technology-enable practices?,2,"MATCH (d:EnvironmentalDependency)
RETURN DISTINCT d",Campus Wi-Fi and widespread mobile device availability are external factors (facilitating conditions) that affect the implementation of technology-enabled practices.,"[{'d': {'evidence_statement': 'Campus Wi-Fi is identified as a facilitating condition through which digital behavior can translate into offline exercise practice.', 'node_name': 'campus Wi-Fi', 'category': 'Environmental Dependency', 'node_id': 'c203M01N26'}}, {'d': {'evidence_statement': 'Widespread mobile device availability is identified as a facilitating condition.', 'node_name': 'widespread mobile device availability', 'category': 'Environmental Dependency', 'node_id': 'c203M01N27'}}, {'d': {'evidence_statement': 'Facilitating conditions (e.g., campus Wi-Fi, widespread mobile device availability) translates digital behaviors into offline exercise practices.', 'node_name': 'Internet infrastructure', 'category': 'Environmental Dependency', 'node_id': 'c203M02N12'}}]"
c203DS01Q08,Limitation,Which limitations are been described,1,"MATCH (l:Limitation)
RETURN DISTINCT l",The limitations described include: adolescents' difficulty distinguishing reliable AI-generated content from misleading or unsafe suggestions; weak information screening and judgment abilities in those with low health information literacy; social desirability or recall bias from self-reported questionnaires; cross-sectional design limiting causal inference; sample limited to southern Chinese cities with homogeneous contexts; information gap between traditional physical education and family guidance; information overload when health information literacy is low; and knowledge-to-practice gap in the GAI-HKA pathway.,"[{'l': {'evidence_statement': 'The authors state that adolescents need to distinguish reliable AI-generated content from misleading or unsafe suggestions.', 'node_name': 'misleading or unsafe suggestions', 'category': 'Limitation', 'node_id': 'c203M01N28'}}, {'l': {'evidence_statement': 'Adolescents with low health information literacy had relatively weak information-screening and judgment abilities.', 'node_name': 'weak information screening and judgment', 'category': 'Limitation', 'node_id': 'c203M01N29'}}, {'l': {'evidence_statement': 'The authors acknowledge that self-reported questionnaires may be subject to social desirability or recall bias.', 'node_name': 'social desirability or recall bias', 'category': 'Limitation', 'node_id': 'c203M01N30'}}, {'l': {'evidence_statement': 'The authors state that the cross-sectional design limits causal inference.', 'node_name': 'cross-sectional design limits causal inference', 'category': 'Limitation', 'node_id': 'c203M01N31'}}, {'l': {'evidence_statement': 'The sample was limited to southern Chinese cities with relatively homogeneous cultural and economic contexts.', 'node_name': 'sample limited to southern Chinese cities', 'category': 'Limitation', 'node_id': 'c203M01N32'}}, {'l': {'evidence_statement': 'Generative AI is described as filling the information gap between traditional physical education classes and family guidance.', 'node_name': 'information gap between traditional physical education classes and family guidance', 'category': 'Limitation', 'node_id': 'c203M01N35'}}, {'l': {'evidence_statement': 'All data were based on self-reported questionnaires, which may be subject to social desirability or recall bias.', 'node_name': 'Self-reported questionnaires', 'category': 'Limitation', 'node_id': 'c203M02N14'}}, {'l': {'evidence_statement': 'All data were based on self-reported questionnaires, which may be subject to social desirability or recall bias.', 'node_name': 'Recall bias', 'category': 'Limitation', 'node_id': 'c203M02N29'}}, {'l': {'evidence_statement': 'When HIL is low, adolescents may feel overwhelmed by the sheer volume and heterogeneity of AI-generated content.', 'node_name': 'Information overload', 'category': 'Limitation', 'node_id': 'c203M02N30'}}, {'l': {'evidence_statement': ""GAI-HKA does not operate through a simple 'information push → behavior execution' pathway. Instead, by enhancing ESE as a psychological hub, it transforms digital information into sustained offline exercise behaviors."", 'node_name': 'Knowledge-to-practice gap', 'category': 'Limitation', 'node_id': 'c203M02N31'}}]"
c203DS01Q09,be_shared_by,Which tacit knowledge  is shared by knowledge holders?,2,"MATCH (tk:TacitKnowledge)-[r:be_shared_by]->(kh:KnowledgeHolder)
WITH COLLECT({src_node:tk, rel: r, dst_node: kh}) AS obj
RETURN DISTINCT obj",Not Mentioned,[{'obj': []}]
c203DS01Q10,be_absorbed_by,which tacit knowledge is absorbed by knowledge learners?,2,"MATCH (tk:TacitKnowledge)-[r:be_absorbed_by]-(kl:KnowledgeLearner)
WITH COLLECT({src_node:tk, rel: r, dst_node: kl}) AS obj
RETURN DISTINCT obj",exercise self-efficacy,"[{'obj': [{'rel': ({'evidence_statement': 'Exercise self-efficacy is an individual’s subjective belief in the ability to consistently engage in physical activity under various circumstances.', 'node_name': 'exercise self-efficacy', 'category': 'Tacit Knowledge', 'node_id': 'c203M01N06'}, 'be_absorbed_by', {'evidence_statement': 'The study examines adolescents who use generative AI to acquire health knowledge and apply it in daily life.', 'node_name': 'adolescents', 'category': 'Knowledge Learner', 'node_id': 'c203M01N19'}), 'dst_node': {'evidence_statement': 'The study examines adolescents who use generative AI to acquire health knowledge and apply it in daily life.', 'node_name': 'adolescents', 'category': 'Knowledge Learner', 'node_id': 'c203M01N19'}, 'src_node': {'evidence_statement': 'Exercise self-efficacy is an individual’s subjective belief in the ability to consistently engage in physical activity under various circumstances.', 'node_name': 'exercise self-efficacy', 'category': 'Tacit Knowledge', 'node_id': 'c203M01N06'}}]}]"
