ID,Object,Question,Weight,Cypher,Answer,Evidence
c007DS01Q01,Tacit knowledge,which tacit knowledge elements are described?,1,"MATCH (tk:TacitKnowledge)
RETURN DISTINCT tk","Expertise of senior staff in construction specialties, expertise accumulated and applied by foremen, previous project experiences, senior staff expertise, safety knowledge, foremen expertise, owner tacit knowledge, and lessons learned.","[{'tk': {'evidence_statement': 'SMCCs draw upon the expertise of senior staff in construction specialties.', 'node_name': 'expertise of senior staff in construction specialties', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N01'}}, {'tk': {'evidence_statement': 'Foremen possess expertise accumulated and applied to company projects.', 'node_name': 'expertise they have accumulated and applied to company projects', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N02'}}, {'tk': {'evidence_statement': 'Acquiring knowledge from previous project’s experiences is KA6.', 'node_name': 'previous project’s experiences', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N03'}}, {'tk': {'evidence_statement': 'drawing upon the expertise of senior staff in construction specialties', 'node_name': 'Senior Staff Expertise', 'category': 'Tacit Knowledge', 'node_id': 'c007M02N64'}}, {'tk': {'evidence_statement': ""KM in the safety of construction projects relies merely on supervisors' motivation and workers' self-regulation"", 'node_name': 'Safety Knowledge', 'category': 'Tacit Knowledge', 'node_id': 'c007M02N04'}}, {'tk': {'evidence_statement': 'the expertise they have accumulated and applied to company projects', 'node_name': 'Foremen Expertise', 'category': 'Tacit Knowledge', 'node_id': 'c007M02N65'}}, {'tk': {'evidence_statement': 'informal KM practices heavily influenced by company owners', 'node_name': 'Owner Tacit Knowledge', 'category': 'Tacit Knowledge', 'node_id': 'c007M02N68'}}, {'tk': {'evidence_statement': 'Storing lesson learned into the database (KS6)', 'node_name': 'Lessons Learned', 'category': 'Tacit Knowledge', 'node_id': 'c007M02N03'}}]"
c007DS01Q02,Knowledge Holder,Which knowledge holders are described?,2,"MATCH (kh:KnowledgeHolder)
RETURN DISTINCT kh","The knowledge holders described include company owners, foremen, Chief Executive Officer (CEO), construction foremen, employees, construction engineers, senior staff, SMCC employees, senior construction staff, top managers, construction supervisors, construction workers, and management teams.","[{'kh': {'evidence_statement': 'Informal KM practices are heavily influenced by company owners.', 'node_name': 'company owners', 'category': 'Knowledge Holder', 'node_id': 'c007M01N11'}}, {'kh': {'evidence_statement': 'Foremen manage construction teams and hold accumulated expertise.', 'node_name': 'foremen', 'category': 'Knowledge Holder', 'node_id': 'c007M01N09'}}, {'kh': {'evidence_statement': 'validated through discussions with a chief executive officer (CEO) of an SMCC', 'node_name': 'Chief Executive Officer (CEO)', 'category': 'Knowledge Holder', 'node_id': 'c007M02N12'}}, {'kh': {'evidence_statement': 'utilising foremen to manage construction teams on-site can enhance the effectiveness of training and guiding new workers', 'node_name': 'Construction Foremen', 'category': 'Knowledge Holder', 'node_id': 'c007M02N06'}}, {'kh': {'evidence_statement': 'The validated company uses the expertise of its employees.', 'node_name': 'employees', 'category': 'Knowledge Holder', 'node_id': 'c007M01N10'}}, {'kh': {'evidence_statement': 'investigating how engineers who participate in regional training programs shared their knowledge inside their organisation', 'node_name': 'Construction Engineers', 'category': 'Knowledge Holder', 'node_id': 'c007M02N09'}}, {'kh': {'evidence_statement': 'SMCCs draw upon senior staff expertise.', 'node_name': 'senior staff', 'category': 'Knowledge Holder', 'node_id': 'c007M01N08'}}, {'kh': {'evidence_statement': 'knowledge dissemination through workforce meetings, workshops and discussions; collaboration with customers, suppliers and subcontractors', 'node_name': 'SMCC Employees', 'category': 'Knowledge Holder', 'node_id': 'c007M02N14'}}, {'kh': {'evidence_statement': 'drawing upon the expertise of senior staff in construction specialties', 'node_name': 'Senior Construction Staff', 'category': 'Knowledge Holder', 'node_id': 'c007M02N05'}}, {'kh': {'evidence_statement': 'KR, KS and KA received limited attention from top managers', 'node_name': 'Top Managers', 'category': 'Knowledge Holder', 'node_id': 'c007M02N13'}}, {'kh': {'evidence_statement': ""KM in the safety of construction projects relies merely on supervisors' motivation and workers' self-regulation"", 'node_name': 'Construction Supervisors', 'category': 'Knowledge Holder', 'node_id': 'c007M02N07'}}, {'kh': {'evidence_statement': ""KM in the safety of construction projects relies merely on supervisors' motivation and workers' self-regulation"", 'node_name': 'Construction Workers', 'category': 'Knowledge Holder', 'node_id': 'c007M02N08'}}, {'kh': {'evidence_statement': 'management teams and employees within SMCCs', 'node_name': 'Management Teams', 'category': 'Knowledge Holder', 'node_id': 'c007M02N11'}}]"
c007DS01Q03,Traditional Human-centred Practices,Which traditional human-centred practice elements are described?,2,"MATCH (t:TraditionalHumancentralPractice)
RETURN DISTINCT t","Workforce meetings, discussions, staff mentoring, training programmes, further education initiatives, two-way communication, collaboration with customers/suppliers/subcontractors, storing knowledge in hard copies, reliance on informal KM practices influenced by owners, people-based KMP approach, on-the-job training, workshops, seminars.","[{'t': {'evidence_statement': 'Workforce meetings disseminate knowledge.', 'node_name': 'workforce meetings', 'category': 'Traditional Human-central Practice', 'node_id': 'c007M01N14'}}, {'t': {'evidence_statement': 'Discussions disseminate knowledge.', 'node_name': 'discussions', 'category': 'Traditional Human-central Practice', 'node_id': 'c007M01N16'}}, {'t': {'evidence_statement': 'Disseminating knowledge through staff mentoring is KD2.', 'node_name': 'staff mentoring', 'category': 'Traditional Human-central Practice', 'node_id': 'c007M01N17'}}, {'t': {'evidence_statement': 'Training programmes promote KMP implementation.', 'node_name': 'training programmes', 'category': 'Traditional Human-central Practice', 'node_id': 'c007M01N18'}}, {'t': {'evidence_statement': 'Further education initiatives promote KMP implementation.', 'node_name': 'further education initiatives', 'category': 'Traditional Human-central Practice', 'node_id': 'c007M01N19'}}, {'t': {'evidence_statement': 'Encouraging two-way communication is KD1.', 'node_name': 'two-way communication', 'category': 'Traditional Human-central Practice', 'node_id': 'c007M01N20'}}, {'t': {'evidence_statement': 'Collaboration with customers, suppliers and subcontractors promotes KMP.', 'node_name': 'collaboration with customers, suppliers and subcontractors', 'category': 'Traditional Human-central Practice', 'node_id': 'c007M01N21'}}, {'t': {'evidence_statement': 'Storing knowledge in hard copies is KS5.', 'node_name': 'Storing knowledge in hard copies', 'category': 'Traditional Human-central Practice', 'node_id': 'c007M01N22'}}, {'t': {'evidence_statement': 'SMCCs rely on informal KM practices heavily influenced by company owners.', 'node_name': 'reliance on informal KM practices heavily influenced by company owners', 'category': 'Traditional Human-central Practice', 'node_id': 'c007M01N32'}}, {'t': {'evidence_statement': 'people-based approach focuses on humans to manage their tacit knowledge', 'node_name': 'People-Based KMP Approach', 'category': 'Traditional Human-central Practice', 'node_id': 'c007M02N66'}}, {'t': {'evidence_statement': 'training and guiding new workers while maintaining control over construction processes', 'node_name': 'On-the-Job Training', 'category': 'Traditional Human-central Practice', 'node_id': 'c007M02N23'}}, {'t': {'evidence_statement': 'workshops and discussions', 'node_name': 'Workshops', 'category': 'Traditional Human-central Practice', 'node_id': 'c007M02N18'}}, {'t': {'evidence_statement': 'job training and seminars', 'node_name': 'Seminars', 'category': 'Traditional Human-central Practice', 'node_id': 'c007M02N22'}}]"
c007DS01Q04,technology-enable Practice,Which technology‑enable practices have been described?,1,"MATCH (p:TechnologyenablePractice)
RETURN DISTINCT p","Storing knowledge using data warehousing technology, storing lesson learned into the database, disseminating knowledge within the company using updated technology, SMCC KU Practices, SMCC KS Practices, Project Knowledge Database, SMCC KD Practices, Construction Simulation Practice, SMCC Communication Tools Practice, BIM/3D Modeling Practice","[{'p': {'evidence_statement': 'Storing knowledge using data warehousing technology was evaluated as KS1.', 'node_name': 'Storing knowledge using the data warehousing technology', 'category': 'Technology-enable Practice', 'node_id': 'c007M01N35'}}, {'p': {'evidence_statement': 'Storing lesson learned into the database was evaluated as KS6.', 'node_name': 'Storing lesson learned into the database', 'category': 'Technology-enable Practice', 'node_id': 'c007M01N36'}}, {'p': {'evidence_statement': 'Disseminating knowledge using updated technology was evaluated as KD4.', 'node_name': 'Disseminating knowledge within the company using updated technology', 'category': 'Technology-enable Practice', 'node_id': 'c007M01N37'}}, {'p': {'evidence_statement': 'KU criterion ranked first with the highest priority vector value', 'node_name': 'SMCC KU Practices', 'category': 'Technology-enable Practice', 'node_id': 'c007M02N59'}}, {'p': {'evidence_statement': 'KS consists of six sub-criteria', 'node_name': 'SMCC KS Practices', 'category': 'Technology-enable Practice', 'node_id': 'c007M02N61'}}, {'p': {'evidence_statement': 'Storing lesson learned into the database (KS6)', 'node_name': 'Project Knowledge Database', 'category': 'Technology-enable Practice', 'node_id': 'c007M02N28'}}, {'p': {'evidence_statement': 'KD had the second-highest priority vector value', 'node_name': 'SMCC KD Practices', 'category': 'Technology-enable Practice', 'node_id': 'c007M02N60'}}, {'p': {'evidence_statement': 'new generation engineers have become more familiar with construction simulation software (e.g., Navisworks, Revit and SketchUp)', 'node_name': 'Construction Simulation Practice', 'category': 'Technology-enable Practice', 'node_id': 'c007M02N31'}}, {'p': {'evidence_statement': 'Available and free communication tools (e.g., Zalo, Line and Viber) are also being developed rapidly and have become popular and easily accessible to SMCCs', 'node_name': 'SMCC Communication Tools Practice', 'category': 'Technology-enable Practice', 'node_id': 'c007M02N30'}}, {'p': {'evidence_statement': 'using BIM 3D modelling helps in presenting design ideas effectively', 'node_name': 'BIM/3D Modeling Practice', 'category': 'Technology-enable Practice', 'node_id': 'c007M02N29'}}]"
c007DS01Q05,Digital Technology,Which digital technology elements have been described?,1,"MATCH (dt:DigitalTechnology)
RETURN DISTINCT dt","Data warehousing technology, communication tools (Zalo, Line, Viber), database, Building Information Modeling (BIM), ICT, construction simulation software (Navisworks, Revit, SketchUp).","[{'dt': {'evidence_statement': 'Data warehousing technology is the technology specified by KS1.', 'node_name': 'data warehousing technology', 'category': 'Digital Technology', 'node_id': 'c007M01N38'}}, {'dt': {'evidence_statement': 'Zalo, Line and Viber are widely used, readily available communication tools.', 'node_name': 'communication tools', 'category': 'Digital Technology', 'node_id': 'c007M01N40'}}, {'dt': {'evidence_statement': 'KS activities include database access, screening and storage of lessons learned.', 'node_name': 'database', 'category': 'Digital Technology', 'node_id': 'c007M01N39'}}, {'dt': {'evidence_statement': 'using BIM 3D modelling helps in presenting design ideas effectively', 'node_name': 'Building Information Modeling (BIM)', 'category': 'Digital Technology', 'node_id': 'c007M02N32'}}, {'dt': {'evidence_statement': 'partnership with researchers in the information and communications technology (ICT) industry to enhance the use of the new technology', 'node_name': 'ICT', 'category': 'Digital Technology', 'node_id': 'c007M02N33'}}, {'dt': {'evidence_statement': 'construction simulation software (e.g., Navisworks, Revit and SketchUp)', 'node_name': 'Navisworks', 'category': 'Digital Technology', 'node_id': 'c007M02N35'}}, {'dt': {'evidence_statement': 'construction simulation software (e.g., Navisworks, Revit and SketchUp)', 'node_name': 'Revit', 'category': 'Digital Technology', 'node_id': 'c007M02N36'}}, {'dt': {'evidence_statement': 'construction simulation software (e.g., Navisworks, Revit and SketchUp)', 'node_name': 'SketchUp', 'category': 'Digital Technology', 'node_id': 'c007M02N37'}}, {'dt': {'evidence_statement': 'Available and free communication tools (e.g., Zalo, Line and Viber)', 'node_name': 'Zalo', 'category': 'Digital Technology', 'node_id': 'c007M02N38'}}, {'dt': {'evidence_statement': 'Available and free communication tools (e.g., Zalo, Line and Viber)', 'node_name': 'Line', 'category': 'Digital Technology', 'node_id': 'c007M02N39'}}, {'dt': {'evidence_statement': 'Available and free communication tools (e.g., Zalo, Line and Viber)', 'node_name': 'Viber', 'category': 'Digital Technology', 'node_id': 'c007M02N40'}}]"
c007DS01Q06,Organizational Dependency,Which organizational dependencies are stated as necessary for technology-enable practices?,2,"MATCH (od:OrganizationalDependency)
RETURN DISTINCT od",Not Mentioned,"[{'od': {'evidence_statement': 'SMCCs should cultivate a knowledge-sharing culture.', 'node_name': 'knowledge-sharing culture', 'category': 'Organizational Dependency', 'node_id': 'c007M01N23'}}, {'od': {'evidence_statement': 'Senior management support is important for knowledge-sharing initiatives.', 'node_name': 'senior management support', 'category': 'Organizational Dependency', 'node_id': 'c007M01N24'}}, {'od': {'evidence_statement': 'Management support includes KM training to the workforce.', 'node_name': 'KM training to the workforce', 'category': 'Organizational Dependency', 'node_id': 'c007M01N25'}}, {'od': {'evidence_statement': 'The validating company uses employee expertise and existing basic management systems.', 'node_name': 'existing basic management systems', 'category': 'Organizational Dependency', 'node_id': 'c007M01N41'}}, {'od': {'evidence_statement': 'trust between construction organisations', 'node_name': 'Inter-Organizational Trust', 'category': 'Organizational Dependency', 'node_id': 'c007M02N43'}}, {'od': {'evidence_statement': 'current financial constraints limited its ability to make full investments in KMP', 'node_name': 'Financial Constraints', 'category': 'Organizational Dependency', 'node_id': 'c007M02N44'}}, {'od': {'evidence_statement': 'limited budgets', 'node_name': 'Limited Budget', 'category': 'Organizational Dependency', 'node_id': 'c007M02N45'}}, {'od': {'evidence_statement': 'small workforce', 'node_name': 'Small Workforce', 'category': 'Organizational Dependency', 'node_id': 'c007M02N46'}}, {'od': {'evidence_statement': 'SMCCs typically operate with a flat organisational structure', 'node_name': 'Flat Organisational Structure', 'category': 'Organizational Dependency', 'node_id': 'c007M02N47'}}]"
c007DS01Q07,Environment Dependency,Which external factors affect the implementation of technology-enable practices?,2,"MATCH (d:EnvironmentalDependency)
RETURN DISTINCT d","High staff turnover, fierce competition, market changes, technological changes, and client needs changes.","[{'d': {'evidence_statement': 'small workforce, high staff turnover, a basic organisational structure', 'node_name': 'High Staff Turnover', 'category': 'Environmental Dependency', 'node_id': 'c007M02N49'}}, {'d': {'evidence_statement': 'continuous changes in construction techniques, materials and management processes have resulted in fierce competition among SMCCs', 'node_name': 'Fierce Competition', 'category': 'Environmental Dependency', 'node_id': 'c007M02N50'}}, {'d': {'evidence_statement': 'Responding to market changes in the market plan (KR2)', 'node_name': 'Market Changes', 'category': 'Environmental Dependency', 'node_id': 'c007M02N51'}}, {'d': {'evidence_statement': ""Responding to clients' reactions to technological changes (KR3)"", 'node_name': 'Technological Changes', 'category': 'Environmental Dependency', 'node_id': 'c007M02N52'}}, {'d': {'evidence_statement': 'Responding to changes in client needs (KR1)', 'node_name': 'Client Needs Changes', 'category': 'Environmental Dependency', 'node_id': 'c007M02N53'}}]"
c007DS01Q08,Limitation,Which limitations are been described,1,"MATCH (l:Limitation)
RETURN DISTINCT l","The limitations described include limited budgets, high staff turnover, risk of knowledge loss when employees depart, small workforce, substantial investment costs and time, costly maintenance of a KM system, ineffective KM implementations, high investment costs, time to yield tangible benefits, and limited attention to other KMP processes.","[{'l': {'evidence_statement': 'Limited budgets prevent simultaneous implementation of all KMP factors.', 'node_name': 'limited budgets', 'category': 'Limitation', 'node_id': 'c007M01N26'}}, {'l': {'evidence_statement': 'High staff turnover is an inherent SMCC challenge.', 'node_name': 'high staff turnover', 'category': 'Limitation', 'node_id': 'c007M01N28'}}, {'l': {'evidence_statement': 'Reliance on critical human members creates knowledge-loss risk when employees depart.', 'node_name': 'risk of knowledge loss when employees depart', 'category': 'Limitation', 'node_id': 'c007M01N29'}}, {'l': {'evidence_statement': 'A small workforce is an inherent SMCC challenge.', 'node_name': 'small workforce', 'category': 'Limitation', 'node_id': 'c007M01N30'}}, {'l': {'evidence_statement': 'KM-system application demands substantial investment costs and time.', 'node_name': 'substantial investment costs and time', 'category': 'Limitation', 'node_id': 'c007M01N33'}}, {'l': {'evidence_statement': 'A KM system can be costly to maintain and slow to yield tangible benefits.', 'node_name': 'costly maintenance of a KM system', 'category': 'Limitation', 'node_id': 'c007M01N34'}}, {'l': {'evidence_statement': 'the effectiveness of these implementations was hindered by a lack of attention to other KMP processes', 'node_name': 'Ineffective KM Implementations', 'category': 'Limitation', 'node_id': 'c007M02N58'}}, {'l': {'evidence_statement': 'Investing in a KM system can be costly to maintain', 'node_name': 'High Investment Costs', 'category': 'Limitation', 'node_id': 'c007M02N55'}}, {'l': {'evidence_statement': 'may take time to yield tangible benefits', 'node_name': 'Time to Yield Tangible Benefits', 'category': 'Limitation', 'node_id': 'c007M02N56'}}, {'l': {'evidence_statement': 'KR, KS and KA received limited attention from top managers due to the inherent challenges faced by SMCCs', 'node_name': 'Limited Attention to Other KMP Processes', 'category': 'Limitation', 'node_id': 'c007M02N57'}}]"
c007DS01Q09,be_shared_by,Which tacit knowledge  is shared by knowledge holders?,2,"MATCH (tk:TacitKnowledge)-[r:be_shared_by]->(kh:KnowledgeHolder)
WITH COLLECT({src_node:tk, rel: r, dst_node: kh}) AS obj
RETURN DISTINCT obj","Tacit knowledge shared by knowledge holders includes expertise of senior staff in construction specialties, expertise accumulated and applied to company projects, previous project's experiences, senior staff expertise, safety knowledge, and foremen expertise, shared by senior staff, foremen, employees, construction supervisors, construction workers, senior construction staff, and construction foremen.","[{'obj': [{'rel': ({'evidence_statement': 'SMCCs draw upon the expertise of senior staff in construction specialties.', 'node_name': 'expertise of senior staff in construction specialties', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N01'}, 'be_shared_by', {'evidence_statement': 'SMCCs draw upon senior staff expertise.', 'node_name': 'senior staff', 'category': 'Knowledge Holder', 'node_id': 'c007M01N08'}), 'dst_node': {'evidence_statement': 'SMCCs draw upon senior staff expertise.', 'node_name': 'senior staff', 'category': 'Knowledge Holder', 'node_id': 'c007M01N08'}, 'src_node': {'evidence_statement': 'SMCCs draw upon the expertise of senior staff in construction specialties.', 'node_name': 'expertise of senior staff in construction specialties', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N01'}}, {'rel': ({'evidence_statement': 'Foremen possess expertise accumulated and applied to company projects.', 'node_name': 'expertise they have accumulated and applied to company projects', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N02'}, 'be_shared_by', {'evidence_statement': 'Foremen manage construction teams and hold accumulated expertise.', 'node_name': 'foremen', 'category': 'Knowledge Holder', 'node_id': 'c007M01N09'}), 'dst_node': {'evidence_statement': 'Foremen manage construction teams and hold accumulated expertise.', 'node_name': 'foremen', 'category': 'Knowledge Holder', 'node_id': 'c007M01N09'}, 'src_node': {'evidence_statement': 'Foremen possess expertise accumulated and applied to company projects.', 'node_name': 'expertise they have accumulated and applied to company projects', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N02'}}, {'rel': ({'evidence_statement': 'Acquiring knowledge from previous project’s experiences is KA6.', 'node_name': 'previous project’s experiences', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N03'}, 'be_shared_by', {'evidence_statement': 'Foremen manage construction teams and hold accumulated expertise.', 'node_name': 'foremen', 'category': 'Knowledge Holder', 'node_id': 'c007M01N09'}), 'dst_node': {'evidence_statement': 'Foremen manage construction teams and hold accumulated expertise.', 'node_name': 'foremen', 'category': 'Knowledge Holder', 'node_id': 'c007M01N09'}, 'src_node': {'evidence_statement': 'Acquiring knowledge from previous project’s experiences is KA6.', 'node_name': 'previous project’s experiences', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N03'}}, {'rel': ({'evidence_statement': 'Acquiring knowledge from previous project’s experiences is KA6.', 'node_name': 'previous project’s experiences', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N03'}, 'be_shared_by', {'evidence_statement': 'The validated company uses the expertise of its employees.', 'node_name': 'employees', 'category': 'Knowledge Holder', 'node_id': 'c007M01N10'}), 'dst_node': {'evidence_statement': 'The validated company uses the expertise of its employees.', 'node_name': 'employees', 'category': 'Knowledge Holder', 'node_id': 'c007M01N10'}, 'src_node': {'evidence_statement': 'Acquiring knowledge from previous project’s experiences is KA6.', 'node_name': 'previous project’s experiences', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N03'}}, {'rel': ({'evidence_statement': 'Acquiring knowledge from previous project’s experiences is KA6.', 'node_name': 'previous project’s experiences', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N03'}, 'be_shared_by', {'evidence_statement': 'SMCCs draw upon senior staff expertise.', 'node_name': 'senior staff', 'category': 'Knowledge Holder', 'node_id': 'c007M01N08'}), 'dst_node': {'evidence_statement': 'SMCCs draw upon senior staff expertise.', 'node_name': 'senior staff', 'category': 'Knowledge Holder', 'node_id': 'c007M01N08'}, 'src_node': {'evidence_statement': 'Acquiring knowledge from previous project’s experiences is KA6.', 'node_name': 'previous project’s experiences', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N03'}}, {'rel': ({'evidence_statement': 'drawing upon the expertise of senior staff in construction specialties', 'node_name': 'Senior Staff Expertise', 'category': 'Tacit Knowledge', 'node_id': 'c007M02N64'}, 'be_shared_by', {'evidence_statement': 'drawing upon the expertise of senior staff in construction specialties', 'node_name': 'Senior Construction Staff', 'category': 'Knowledge Holder', 'node_id': 'c007M02N05'}), 'dst_node': {'evidence_statement': 'drawing upon the expertise of senior staff in construction specialties', 'node_name': 'Senior Construction Staff', 'category': 'Knowledge Holder', 'node_id': 'c007M02N05'}, 'src_node': {'evidence_statement': 'drawing upon the expertise of senior staff in construction specialties', 'node_name': 'Senior Staff Expertise', 'category': 'Tacit Knowledge', 'node_id': 'c007M02N64'}}, {'rel': ({'evidence_statement': ""KM in the safety of construction projects relies merely on supervisors' motivation and workers' self-regulation"", 'node_name': 'Safety Knowledge', 'category': 'Tacit Knowledge', 'node_id': 'c007M02N04'}, 'be_shared_by', {'evidence_statement': ""KM in the safety of construction projects relies merely on supervisors' motivation and workers' self-regulation"", 'node_name': 'Construction Supervisors', 'category': 'Knowledge Holder', 'node_id': 'c007M02N07'}), 'dst_node': {'evidence_statement': ""KM in the safety of construction projects relies merely on supervisors' motivation and workers' self-regulation"", 'node_name': 'Construction Supervisors', 'category': 'Knowledge Holder', 'node_id': 'c007M02N07'}, 'src_node': {'evidence_statement': ""KM in the safety of construction projects relies merely on supervisors' motivation and workers' self-regulation"", 'node_name': 'Safety Knowledge', 'category': 'Tacit Knowledge', 'node_id': 'c007M02N04'}}, {'rel': ({'evidence_statement': ""KM in the safety of construction projects relies merely on supervisors' motivation and workers' self-regulation"", 'node_name': 'Safety Knowledge', 'category': 'Tacit Knowledge', 'node_id': 'c007M02N04'}, 'be_shared_by', {'evidence_statement': ""KM in the safety of construction projects relies merely on supervisors' motivation and workers' self-regulation"", 'node_name': 'Construction Workers', 'category': 'Knowledge Holder', 'node_id': 'c007M02N08'}), 'dst_node': {'evidence_statement': ""KM in the safety of construction projects relies merely on supervisors' motivation and workers' self-regulation"", 'node_name': 'Construction Workers', 'category': 'Knowledge Holder', 'node_id': 'c007M02N08'}, 'src_node': {'evidence_statement': ""KM in the safety of construction projects relies merely on supervisors' motivation and workers' self-regulation"", 'node_name': 'Safety Knowledge', 'category': 'Tacit Knowledge', 'node_id': 'c007M02N04'}}, {'rel': ({'evidence_statement': 'the expertise they have accumulated and applied to company projects', 'node_name': 'Foremen Expertise', 'category': 'Tacit Knowledge', 'node_id': 'c007M02N65'}, 'be_shared_by', {'evidence_statement': 'utilising foremen to manage construction teams on-site can enhance the effectiveness of training and guiding new workers', 'node_name': 'Construction Foremen', 'category': 'Knowledge Holder', 'node_id': 'c007M02N06'}), 'dst_node': {'evidence_statement': 'utilising foremen to manage construction teams on-site can enhance the effectiveness of training and guiding new workers', 'node_name': 'Construction Foremen', 'category': 'Knowledge Holder', 'node_id': 'c007M02N06'}, 'src_node': {'evidence_statement': 'the expertise they have accumulated and applied to company projects', 'node_name': 'Foremen Expertise', 'category': 'Tacit Knowledge', 'node_id': 'c007M02N65'}}]}]"
c007DS01Q10,be_absorbed_by,which tacit knowledge is absorbed by knowledge learners?,2,"MATCH (tk:TacitKnowledge)-[r:be_absorbed_by]-(kl:KnowledgeLearner)
WITH COLLECT({src_node:tk, rel: r, dst_node: kl}) AS obj
RETURN DISTINCT obj",expertise of senior staff in construction specialties; expertise they have accumulated and applied to company projects; Foremen Expertise,"[{'obj': [{'rel': ({'evidence_statement': 'SMCCs draw upon the expertise of senior staff in construction specialties.', 'node_name': 'expertise of senior staff in construction specialties', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N01'}, 'be_absorbed_by', {'evidence_statement': 'Foremen train and guide new workers.', 'node_name': 'new workers', 'category': 'Knowledge Learner', 'node_id': 'c007M01N12'}), 'dst_node': {'evidence_statement': 'Foremen train and guide new workers.', 'node_name': 'new workers', 'category': 'Knowledge Learner', 'node_id': 'c007M01N12'}, 'src_node': {'evidence_statement': 'SMCCs draw upon the expertise of senior staff in construction specialties.', 'node_name': 'expertise of senior staff in construction specialties', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N01'}}, {'rel': ({'evidence_statement': 'Foremen possess expertise accumulated and applied to company projects.', 'node_name': 'expertise they have accumulated and applied to company projects', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N02'}, 'be_absorbed_by', {'evidence_statement': 'Foremen train and guide new workers.', 'node_name': 'new workers', 'category': 'Knowledge Learner', 'node_id': 'c007M01N12'}), 'dst_node': {'evidence_statement': 'Foremen train and guide new workers.', 'node_name': 'new workers', 'category': 'Knowledge Learner', 'node_id': 'c007M01N12'}, 'src_node': {'evidence_statement': 'Foremen possess expertise accumulated and applied to company projects.', 'node_name': 'expertise they have accumulated and applied to company projects', 'category': 'Tacit Knowledge', 'node_id': 'c007M01N02'}}, {'rel': ({'evidence_statement': 'the expertise they have accumulated and applied to company projects', 'node_name': 'Foremen Expertise', 'category': 'Tacit Knowledge', 'node_id': 'c007M02N65'}, 'be_absorbed_by', {'evidence_statement': 'Foremen train and guide new workers.', 'node_name': 'new workers', 'category': 'Knowledge Learner', 'node_id': 'c007M01N12'}), 'dst_node': {'evidence_statement': 'Foremen train and guide new workers.', 'node_name': 'new workers', 'category': 'Knowledge Learner', 'node_id': 'c007M01N12'}, 'src_node': {'evidence_statement': 'the expertise they have accumulated and applied to company projects', 'node_name': 'Foremen Expertise', 'category': 'Tacit Knowledge', 'node_id': 'c007M02N65'}}]}]"
