ID,Object,Question,Weight,Cypher,Answer,Evidence
c125DS01Q01,Tacit knowledge,which tacit knowledge elements are described?,1,"MATCH (tk:TacitKnowledge)
RETURN DISTINCT tk","Hands-on skills in smart manufacturing technologies, hands-on experience, basic skillset of an Engineer 4.0, digital skills, decision-making capabilities, collaboration skills, and knowledge and skills needed to create low-cost smart manufacturing solutions.","[{'tk': {'evidence_statement': 'Experimental learning is a learning-by-doing approach where humans are exposed to hands-on activities to experience real scenarios', 'node_name': 'Hands-on skills in smart manufacturing technologies', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N06'}}, {'tk': {'evidence_statement': 'Workshops and training provide workers with skills and hands-on experience for deploying low-cost smart-manufacturing solutions.', 'node_name': 'hands-on experience', 'category': 'Tacit Knowledge', 'node_id': 'c125M01N03'}}, {'tk': {'evidence_statement': 'The platform focuses on developing the basic skillset of an Engineer 4.0 in shop floor workers and engineering students.', 'node_name': 'basic skillset of an “Engineer 4.0”', 'category': 'Tacit Knowledge', 'node_id': 'c125M01N01'}}, {'tk': {'evidence_statement': 'The platform and workshops are intended to develop digital skills, and participants reported acquiring knowledge and digital skills.', 'node_name': '(digital) skills', 'category': 'Tacit Knowledge', 'node_id': 'c125M01N02'}}, {'tk': {'evidence_statement': 'Participants reported increased knowledge acquisition, improved decision-making, and enhanced organisational collaboration', 'node_name': 'Decision-making capabilities', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N07'}}, {'tk': {'evidence_statement': 'engineering students will work in collaboration with shop floor workers, in the learning factory, to develop multiple solution designs', 'node_name': 'Collaboration skills', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N08'}}, {'tk': {'evidence_statement': 'Experiential learning supports owners, workers, and students in gaining the knowledge and skills needed to create low-cost smart-manufacturing solutions.', 'node_name': 'knowledge and skills needed to create (low-cost) smart manufacturing solutions', 'category': 'Tacit Knowledge', 'node_id': 'c125M01N04'}}]"
c125DS01Q02,Knowledge Holder,Which knowledge holders are described?,2,"MATCH (kh:KnowledgeHolder)
RETURN DISTINCT kh","Industrial partners, small manufacturing business owners, engineering students, researchers, and shop floor workers.","[{'kh': {'evidence_statement': 'Industrial partners supply company pain points and collaborate with engineering students in developing solutions.', 'node_name': 'industrial partners', 'category': 'Knowledge Holder', 'node_id': 'c125M01N15'}}, {'kh': {'evidence_statement': 'Owners participated in the maturity-model activity concerning their businesses’ potential pain points.', 'node_name': 'small manufacturing business owners', 'category': 'Knowledge Holder', 'node_id': 'c125M01N16'}}, {'kh': {'evidence_statement': 'Engineering students assess readiness, co-develop solutions, and develop system-based and experiential-learning modules.', 'node_name': 'engineering students', 'category': 'Knowledge Holder', 'node_id': 'c125M01N14'}}, {'kh': {'evidence_statement': 'Researchers developed the two-day workshop and, with engineering students, experiential-learning modules.', 'node_name': 'researchers', 'category': 'Knowledge Holder', 'node_id': 'c125M01N13'}}, {'kh': {'evidence_statement': 'small manufacturing business managers and their shop floor workers to engage with engineering students', 'node_name': 'Shop floor workers', 'category': 'Knowledge Holder', 'node_id': 'c125M02N10'}}]"
c125DS01Q03,Traditional Human-centred Practices,Which traditional human-centred practice elements are described?,2,"MATCH (t:TraditionalHumancentralPractice)
RETURN DISTINCT t","Traditional teaching methods, theoretical presentation, and self-study.","[{'t': {'evidence_statement': 'Traditional teaching methods are reported to have limited effectiveness in developing individual manufacturing skills.', 'node_name': 'traditional teaching methods', 'category': 'Traditional Human-central Practice', 'node_id': 'c125M01N20'}}, {'t': {'evidence_statement': 'Participants thought the theoretical presentation should be shortened so hands-on activity time could be increased.', 'node_name': 'theoretical presentation', 'category': 'Traditional Human-central Practice', 'node_id': 'c125M01N21'}}, {'t': {'evidence_statement': 'some learning platforms based on e-learning and digital learning factories can be considered effective tools. However, the lack of face-to-face training and physical interaction within teams presents a clear deficiency when compared to physical learning factories', 'node_name': 'Self-study', 'category': 'Traditional Human-central Practice', 'node_id': 'c125M02N14'}}]"
c125DS01Q04,technology-enable Practice,Which technology‑enable practices have been described?,1,"MATCH (p:TechnologyenablePractice)
RETURN DISTINCT p","The technology-enabled practices described include the PiTech Academy online platform, Industry 4.0 maturity scan tools, a two-day hands-on workshop with five activities (Insights into Additive Manufacturing, IoT devices/systems, Collaborative Robotics, Lean Manufacturing Methods and Tools), experiential learning modules, learning factory environments, and a workshop impact survey.","[{'p': {'evidence_statement': 'At the end of the activities, attendees were surveyed about workshop impact, activity feedback, and knowledge and digital skills acquired.', 'node_name': 'workshop impact survey', 'category': 'Technology-enable Practice', 'node_id': 'c125M01N28'}}, {'p': {'evidence_statement': 'The online platform hosts the maturity scan, allows user sign-up and self-assessment, assigns maturity levels, and presents possible solutions.', 'node_name': 'PiTech Academy online platform', 'category': 'Technology-enable Practice', 'node_id': 'c125M01N27'}}, {'p': {'evidence_statement': 'Insights into Additive Manufacturing was one of five implemented workshop activities.', 'node_name': 'Insights into Additive Manufacturing activity', 'category': 'Technology-enable Practice', 'node_id': 'c125M01N42'}}, {'p': {'evidence_statement': 'Insights into IoT devices and systems was one of five implemented workshop activities.', 'node_name': 'Insights into IoT devices/systems activity', 'category': 'Technology-enable Practice', 'node_id': 'c125M01N43'}}, {'p': {'evidence_statement': 'Insights into Collaborative Robotics was one of five implemented workshop activities.', 'node_name': 'Insights into Collaborative Robotics activity', 'category': 'Technology-enable Practice', 'node_id': 'c125M01N44'}}, {'p': {'evidence_statement': 'Insights into Lean Manufacturing Methods and Tools was one of five implemented workshop activities.', 'node_name': 'Insights into Lean Manufacturing Methods and Tools activity', 'category': 'Technology-enable Practice', 'node_id': 'c125M01N45'}}, {'p': {'evidence_statement': 'The PiTech Academy was developed and implemented as a common learning platform for training, solution development, and maturity self-scanning.', 'node_name': 'PiTech Academy learning platform', 'category': 'Technology-enable Practice', 'node_id': 'c125M01N22'}}, {'p': {'evidence_statement': 'The methodology was validated in learning factory environments using a learning-by-doing approach.', 'node_name': 'learning factory environments', 'category': 'Technology-enable Practice', 'node_id': 'c125M01N23'}}, {'p': {'evidence_statement': 'Researchers implemented a two-day hands-on workshop containing five technology and manufacturing activities.', 'node_name': 'two-day hands-on workshop', 'category': 'Technology-enable Practice', 'node_id': 'c125M01N24'}}, {'p': {'evidence_statement': 'Engineering students and researchers develop experiential-learning modules for hands-on industry workshops and solution knowledge and technology transfer.', 'node_name': '“experiential learning” modules', 'category': 'Technology-enable Practice', 'node_id': 'c125M01N25'}}, {'p': {'evidence_statement': 'The tool uses questionnaire information to assess readiness, identify pain points, assign category maturity levels, and calculate an overall maturity index.', 'node_name': 'Industry 4.0 maturity scan tool', 'category': 'Technology-enable Practice', 'node_id': 'c125M01N26'}}, {'p': {'evidence_statement': 'This maturity scan is used to determine the maturity level (readiness) of small manufacturing businesses for the adoption of smart manufacturing solutions', 'node_name': 'Industry 4.0 maturity scan self-assessment tool', 'category': 'Technology-enable Practice', 'node_id': 'c125M02N17'}}]"
c125DS01Q05,Digital Technology,Which digital technology elements have been described?,1,"MATCH (dt:DigitalTechnology)
RETURN DISTINCT dt","Additive Manufacturing, Internet of Things (IoT) devices/systems, Collaborative Robotics (Cobots)","[{'dt': {'evidence_statement': 'Additive Manufacturing was one of the technologies used in the implemented two-day workshop.', 'node_name': 'Additive Manufacturing', 'category': 'Digital Technology', 'node_id': 'c125M01N29'}}, {'dt': {'evidence_statement': 'IoT devices and systems were used in a workshop activity and described as supporting automated manufacturing-data collection and transfer.', 'node_name': 'Internet of Things (IoT) devices/systems', 'category': 'Digital Technology', 'node_id': 'c125M01N30'}}, {'dt': {'evidence_statement': 'Collaborative Robotics was used in an implemented workshop activity; collaborative robots can assist workers with kits, tools, parts, or workpieces.', 'node_name': 'Collaborative Robotics (Cobots)', 'category': 'Digital Technology', 'node_id': 'c125M01N31'}}]"
c125DS01Q06,Organizational Dependency,Which organizational dependencies are stated as necessary for technology-enable practices?,2,"MATCH (od:OrganizationalDependency)
RETURN DISTINCT od","Management buy-in, organizational culture, dedicated training time, financial resources, collaboration between universities, and advanced level of electronics are stated as necessary for technology-enable practices.","[{'od': {'evidence_statement': 'Some participants found the IoT activity difficult without an advanced level of electronics.', 'node_name': 'advanced level of electronics', 'category': 'Organizational Dependency', 'node_id': 'c125M01N33'}}, {'od': {'evidence_statement': 'The common learning platform was developed through collaboration between the two universities.', 'node_name': 'collaboration between the University of Alberta and the Tecnológico de Monterrey', 'category': 'Organizational Dependency', 'node_id': 'c125M01N32'}}, {'od': {'evidence_statement': 'small manufacturing businesses must equip themselves with the latest smart manufacturing technologies as well as digital skills in their workforce', 'node_name': 'Management buy-in', 'category': 'Organizational Dependency', 'node_id': 'c125M02N23'}}, {'od': {'evidence_statement': 'the maturity scan assesses a manufacturing business in five categories: (i) strategy, structure, and organisational culture', 'node_name': 'Organizational culture', 'category': 'Organizational Dependency', 'node_id': 'c125M02N24'}}, {'od': {'evidence_statement': 'workshop was a two-day hands-on workshop', 'node_name': 'Dedicated training time', 'category': 'Organizational Dependency', 'node_id': 'c125M02N25'}}, {'od': {'evidence_statement': ""PiTech Academy curriculum has been meticulously designed to accommodate small manufacturing businesses' unique technological needs and financial and human resources constraints"", 'node_name': 'Financial resources', 'category': 'Organizational Dependency', 'node_id': 'c125M02N26'}}]"
c125DS01Q07,Environment Dependency,Which external factors affect the implementation of technology-enable practices?,2,"MATCH (d:EnvironmentalDependency)
RETURN DISTINCT d",Physical learning factory environment and industry regulations and standards.,"[{'d': {'evidence_statement': 'proper implementation of physical learning factories to create appropriate (smart) manufacturing learning environments', 'node_name': 'Physical learning factory environment', 'category': 'Environmental Dependency', 'node_id': 'c125M02N21'}}, {'d': {'evidence_statement': 'not explicitly stated but implied by need for manufacturing businesses to stay competitive and comply', 'node_name': 'Industry regulations and standards', 'category': 'Environmental Dependency', 'node_id': 'c125M02N22'}}]"
c125DS01Q08,Limitation,Which limitations are been described,1,"MATCH (l:Limitation)
RETURN DISTINCT l",The limitations described include: need for more hands-on activities; difficulty tailoring training plans to company-specific requirements; limited effectiveness in developing individual skills; time for theoretical presentation could be shortened; maturity-scan questions should be simplified and answers detailed through examples; hands-on IoT activity difficulty for people without advanced electronics knowledge; lack of physical interaction; time constraints; survey complexity; knowledge-to-practice gap.,"[{'l': {'evidence_statement': 'Participants in the Additive Manufacturing activity stated that they would like more hands-on activities.', 'node_name': 'need for more hands-on activities', 'category': 'Limitation', 'node_id': 'c125M01N46'}}, {'l': {'evidence_statement': 'Tailoring training to company requirements is difficult because small businesses have varied pain points requiring specially designed hands-on modules.', 'node_name': 'difficulty tailoring training plans to company-specific requirements', 'category': 'Limitation', 'node_id': 'c125M01N37'}}, {'l': {'evidence_statement': 'Traditional teaching methods have shown limited effectiveness in developing individual skills in manufacturing environments.', 'node_name': 'limited effectiveness in developing individual skills', 'category': 'Limitation', 'node_id': 'c125M01N35'}}, {'l': {'evidence_statement': 'Participants wanted the theoretical presentation shortened and hands-on activity time increased.', 'node_name': 'time for the theoretical presentation could be shortened', 'category': 'Limitation', 'node_id': 'c125M01N39'}}, {'l': {'evidence_statement': 'Participants requested simpler questions and more detailed example-based answers for judging shop-floor technological status.', 'node_name': 'maturity-scan questions should be simplified and answers detailed through examples', 'category': 'Limitation', 'node_id': 'c125M01N40'}}, {'l': {'evidence_statement': 'Participants reported that the hands-on IoT activity was difficult for people without advanced electronics knowledge.', 'node_name': 'hands-on IoT activity difficulty for people without an advanced level of electronics', 'category': 'Limitation', 'node_id': 'c125M01N38'}}, {'l': {'evidence_statement': 'Traditional teaching methods have shown limited effectiveness in developing individual skills in (smart) manufacturing environments', 'node_name': 'Limited effectiveness of traditional methods', 'category': 'Limitation', 'node_id': 'c125M02N27'}}, {'l': {'evidence_statement': 'the lack of face-to-face training and physical interaction within teams presents a clear deficiency when compared to physical learning factories', 'node_name': 'Lack of physical interaction', 'category': 'Limitation', 'node_id': 'c125M02N28'}}, {'l': {'evidence_statement': 'participants think that the time for the theoretical presentation could be shortened, and the time for the hands-on activity could be increased', 'node_name': 'Time constraints', 'category': 'Limitation', 'node_id': 'c125M02N30'}}, {'l': {'evidence_statement': 'participants felt that the questions in this activity should be simplified', 'node_name': 'Survey complexity', 'category': 'Limitation', 'node_id': 'c125M02N31'}}, {'l': {'evidence_statement': 'Traditional teaching methods have shown limited effectiveness in developing individual skills', 'node_name': 'Knowledge-to-practice gap', 'category': 'Limitation', 'node_id': 'c125M02N32'}}]"
c125DS01Q09,be_shared_by,Which tacit knowledge  is shared by knowledge holders?,2,"MATCH (tk:TacitKnowledge)-[r:be_shared_by]->(kh:KnowledgeHolder)
WITH COLLECT({src_node:tk, rel: r, dst_node: kh}) AS obj
RETURN DISTINCT obj","Hands-on skills in smart manufacturing technologies, Decision-making capabilities, and Collaboration skills are shared by small manufacturing business owners, engineering students, and shop floor workers.","[{'obj': [{'rel': ({'evidence_statement': 'Experimental learning is a learning-by-doing approach where humans are exposed to hands-on activities to experience real scenarios', 'node_name': 'Hands-on skills in smart manufacturing technologies', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N06'}, 'be_shared_by', {'evidence_statement': 'Owners participated in the maturity-model activity concerning their businesses’ potential pain points.', 'node_name': 'small manufacturing business owners', 'category': 'Knowledge Holder', 'node_id': 'c125M01N16'}), 'dst_node': {'evidence_statement': 'Owners participated in the maturity-model activity concerning their businesses’ potential pain points.', 'node_name': 'small manufacturing business owners', 'category': 'Knowledge Holder', 'node_id': 'c125M01N16'}, 'src_node': {'evidence_statement': 'Experimental learning is a learning-by-doing approach where humans are exposed to hands-on activities to experience real scenarios', 'node_name': 'Hands-on skills in smart manufacturing technologies', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N06'}}, {'rel': ({'evidence_statement': 'Experimental learning is a learning-by-doing approach where humans are exposed to hands-on activities to experience real scenarios', 'node_name': 'Hands-on skills in smart manufacturing technologies', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N06'}, 'be_shared_by', {'evidence_statement': 'Engineering students assess readiness, co-develop solutions, and develop system-based and experiential-learning modules.', 'node_name': 'engineering students', 'category': 'Knowledge Holder', 'node_id': 'c125M01N14'}), 'dst_node': {'evidence_statement': 'Engineering students assess readiness, co-develop solutions, and develop system-based and experiential-learning modules.', 'node_name': 'engineering students', 'category': 'Knowledge Holder', 'node_id': 'c125M01N14'}, 'src_node': {'evidence_statement': 'Experimental learning is a learning-by-doing approach where humans are exposed to hands-on activities to experience real scenarios', 'node_name': 'Hands-on skills in smart manufacturing technologies', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N06'}}, {'rel': ({'evidence_statement': 'Experimental learning is a learning-by-doing approach where humans are exposed to hands-on activities to experience real scenarios', 'node_name': 'Hands-on skills in smart manufacturing technologies', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N06'}, 'be_shared_by', {'evidence_statement': 'small manufacturing business managers and their shop floor workers to engage with engineering students', 'node_name': 'Shop floor workers', 'category': 'Knowledge Holder', 'node_id': 'c125M02N10'}), 'dst_node': {'evidence_statement': 'small manufacturing business managers and their shop floor workers to engage with engineering students', 'node_name': 'Shop floor workers', 'category': 'Knowledge Holder', 'node_id': 'c125M02N10'}, 'src_node': {'evidence_statement': 'Experimental learning is a learning-by-doing approach where humans are exposed to hands-on activities to experience real scenarios', 'node_name': 'Hands-on skills in smart manufacturing technologies', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N06'}}, {'rel': ({'evidence_statement': 'Participants reported increased knowledge acquisition, improved decision-making, and enhanced organisational collaboration', 'node_name': 'Decision-making capabilities', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N07'}, 'be_shared_by', {'evidence_statement': 'Owners participated in the maturity-model activity concerning their businesses’ potential pain points.', 'node_name': 'small manufacturing business owners', 'category': 'Knowledge Holder', 'node_id': 'c125M01N16'}), 'dst_node': {'evidence_statement': 'Owners participated in the maturity-model activity concerning their businesses’ potential pain points.', 'node_name': 'small manufacturing business owners', 'category': 'Knowledge Holder', 'node_id': 'c125M01N16'}, 'src_node': {'evidence_statement': 'Participants reported increased knowledge acquisition, improved decision-making, and enhanced organisational collaboration', 'node_name': 'Decision-making capabilities', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N07'}}, {'rel': ({'evidence_statement': 'Participants reported increased knowledge acquisition, improved decision-making, and enhanced organisational collaboration', 'node_name': 'Decision-making capabilities', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N07'}, 'be_shared_by', {'evidence_statement': 'Engineering students assess readiness, co-develop solutions, and develop system-based and experiential-learning modules.', 'node_name': 'engineering students', 'category': 'Knowledge Holder', 'node_id': 'c125M01N14'}), 'dst_node': {'evidence_statement': 'Engineering students assess readiness, co-develop solutions, and develop system-based and experiential-learning modules.', 'node_name': 'engineering students', 'category': 'Knowledge Holder', 'node_id': 'c125M01N14'}, 'src_node': {'evidence_statement': 'Participants reported increased knowledge acquisition, improved decision-making, and enhanced organisational collaboration', 'node_name': 'Decision-making capabilities', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N07'}}, {'rel': ({'evidence_statement': 'Participants reported increased knowledge acquisition, improved decision-making, and enhanced organisational collaboration', 'node_name': 'Decision-making capabilities', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N07'}, 'be_shared_by', {'evidence_statement': 'small manufacturing business managers and their shop floor workers to engage with engineering students', 'node_name': 'Shop floor workers', 'category': 'Knowledge Holder', 'node_id': 'c125M02N10'}), 'dst_node': {'evidence_statement': 'small manufacturing business managers and their shop floor workers to engage with engineering students', 'node_name': 'Shop floor workers', 'category': 'Knowledge Holder', 'node_id': 'c125M02N10'}, 'src_node': {'evidence_statement': 'Participants reported increased knowledge acquisition, improved decision-making, and enhanced organisational collaboration', 'node_name': 'Decision-making capabilities', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N07'}}, {'rel': ({'evidence_statement': 'engineering students will work in collaboration with shop floor workers, in the learning factory, to develop multiple solution designs', 'node_name': 'Collaboration skills', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N08'}, 'be_shared_by', {'evidence_statement': 'Owners participated in the maturity-model activity concerning their businesses’ potential pain points.', 'node_name': 'small manufacturing business owners', 'category': 'Knowledge Holder', 'node_id': 'c125M01N16'}), 'dst_node': {'evidence_statement': 'Owners participated in the maturity-model activity concerning their businesses’ potential pain points.', 'node_name': 'small manufacturing business owners', 'category': 'Knowledge Holder', 'node_id': 'c125M01N16'}, 'src_node': {'evidence_statement': 'engineering students will work in collaboration with shop floor workers, in the learning factory, to develop multiple solution designs', 'node_name': 'Collaboration skills', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N08'}}, {'rel': ({'evidence_statement': 'engineering students will work in collaboration with shop floor workers, in the learning factory, to develop multiple solution designs', 'node_name': 'Collaboration skills', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N08'}, 'be_shared_by', {'evidence_statement': 'Engineering students assess readiness, co-develop solutions, and develop system-based and experiential-learning modules.', 'node_name': 'engineering students', 'category': 'Knowledge Holder', 'node_id': 'c125M01N14'}), 'dst_node': {'evidence_statement': 'Engineering students assess readiness, co-develop solutions, and develop system-based and experiential-learning modules.', 'node_name': 'engineering students', 'category': 'Knowledge Holder', 'node_id': 'c125M01N14'}, 'src_node': {'evidence_statement': 'engineering students will work in collaboration with shop floor workers, in the learning factory, to develop multiple solution designs', 'node_name': 'Collaboration skills', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N08'}}, {'rel': ({'evidence_statement': 'engineering students will work in collaboration with shop floor workers, in the learning factory, to develop multiple solution designs', 'node_name': 'Collaboration skills', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N08'}, 'be_shared_by', {'evidence_statement': 'small manufacturing business managers and their shop floor workers to engage with engineering students', 'node_name': 'Shop floor workers', 'category': 'Knowledge Holder', 'node_id': 'c125M02N10'}), 'dst_node': {'evidence_statement': 'small manufacturing business managers and their shop floor workers to engage with engineering students', 'node_name': 'Shop floor workers', 'category': 'Knowledge Holder', 'node_id': 'c125M02N10'}, 'src_node': {'evidence_statement': 'engineering students will work in collaboration with shop floor workers, in the learning factory, to develop multiple solution designs', 'node_name': 'Collaboration skills', 'category': 'Tacit Knowledge', 'node_id': 'c125M02N08'}}]}]"
c125DS01Q10,be_absorbed_by,which tacit knowledge is absorbed by knowledge learners?,2,"MATCH (tk:TacitKnowledge)-[r:be_absorbed_by]-(kl:KnowledgeLearner)
WITH COLLECT({src_node:tk, rel: r, dst_node: kl}) AS obj
RETURN DISTINCT obj",Not Mentioned,[{'obj': []}]
