ID,Object,Question,Weight,Cypher,Answer,Evidence
c107DS01Q01,Tacit knowledge,which tacit knowledge elements are described?,1,"MATCH (tk:TacitKnowledge)
RETURN DISTINCT tk","The tacit knowledge elements described include: ability to plan/install/commission pneumatic systems using circuit diagrams; understanding of complex pneumatic relationships; identification of pneumatic components and functional sequences; planning, installing and commissioning pneumatic systems; setting up and testing a pneumatic system; and understanding complex relationships and modes of operation.","[{'tk': {'evidence_statement': 'trainees must be able to plan, install and commission pneumatic systems using circuit diagrams', 'node_name': 'Ability to plan/install/commission pneumatic systems using circuit diagrams', 'category': 'Tacit Knowledge', 'node_id': 'c107M02N07'}}, {'tk': {'evidence_statement': 'Visualizations conveying additional information... proved to help learners better understand and internalize complex relationships and functionalities', 'node_name': 'Understanding of complex pneumatic relationships', 'category': 'Tacit Knowledge', 'node_id': 'c107M02N09'}}, {'tk': {'evidence_statement': 'The framework curricula require trainees to learn to identify pneumatic components and functional sequences.', 'node_name': 'identification of pneumatic components and functional sequences', 'category': 'Tacit Knowledge', 'node_id': 'c107M01N06'}}, {'tk': {'evidence_statement': 'The framework curricula require trainees to plan, install and commission pneumatic systems using circuit diagrams.', 'node_name': 'planning, installing and commissioning pneumatic systems', 'category': 'Tacit Knowledge', 'node_id': 'c107M01N07'}}, {'tk': {'evidence_statement': 'In both practical exercises, participants had to set up and test a pneumatic system.', 'node_name': 'setting up and testing a pneumatic system', 'category': 'Tacit Knowledge', 'node_id': 'c107M01N08'}}, {'tk': {'evidence_statement': 'Airflow tracing and an X-ray view were reported to help learners understand and internalize complex relationships and modes of operation.', 'node_name': 'understanding complex relationships and modes of operation', 'category': 'Tacit Knowledge', 'node_id': 'c107M01N09'}}]"
c107DS01Q02,Knowledge Holder,Which knowledge holders are described?,2,"MATCH (kh:KnowledgeHolder)
RETURN DISTINCT kh","Trainers/Instructors, Pneumatics teachers at vocational colleges, Festo Didactic","[{'kh': {'evidence_statement': 'teaching support is usually provided by the instructor', 'node_name': 'Trainers/Instructors', 'category': 'Knowledge Holder', 'node_id': 'c107M02N11'}}, {'kh': {'evidence_statement': 'developed with the help of a teacher of pneumatics at a vocational college', 'node_name': 'Pneumatics teachers at vocational colleges', 'category': 'Knowledge Holder', 'node_id': 'c107M02N12'}}, {'kh': {'evidence_statement': 'The ""Festo Didactic AR"" app was developed to facilitate the commissioning of mechatronic learning systems', 'node_name': 'Festo Didactic', 'category': 'Knowledge Holder', 'node_id': 'c107M02N13'}}]"
c107DS01Q03,Traditional Human-centred Practices,Which traditional human-centred practice elements are described?,2,"MATCH (t:TraditionalHumancentralPractice)
RETURN DISTINCT t","The traditional human-centred practices described include textbook-based teaching, training laboratories and learning systems, special pneumatics training workshops, textbook self-study, 2D simulation software, traditional learning with 3D-printed components, and instructor-supported teaching.","[{'t': {'evidence_statement': 'The paper identifies textbooks as a current teaching method and describes current methods as often mostly theoretical.', 'node_name': 'textbook-based teaching', 'category': 'Traditional Human-central Practice', 'node_id': 'c107M01N36'}}, {'t': {'evidence_statement': 'Training laboratories and learning systems are practical teaching options but are costly, space-intensive and dependent on compressed-air provision.', 'node_name': 'training laboratories and learning systems', 'category': 'Traditional Human-central Practice', 'node_id': 'c107M01N38'}}, {'t': {'evidence_statement': 'Special pneumatics training workshops are offered when companies or vocational schools lack training systems.', 'node_name': 'special pneumatics training workshops', 'category': 'Traditional Human-central Practice', 'node_id': 'c107M01N39'}}, {'t': {'evidence_statement': 'Current practice-oriented teaching methods in the field are based on textbooks', 'node_name': 'Textbook self-study', 'category': 'Traditional Human-central Practice', 'node_id': 'c107M02N17'}}, {'t': {'evidence_statement': 'Current practice-oriented teaching methods in the field are based on... simulation software, which is predominantly two-dimensional', 'node_name': '2D simulation software', 'category': 'Traditional Human-central Practice', 'node_id': 'c107M02N18'}}, {'t': {'evidence_statement': 'The control group learned with a replica of the pneumatic system made from 3D-printed components and physically connected the components with hoses.', 'node_name': 'traditional learning method with 3D-printed components', 'category': 'Traditional Human-central Practice', 'node_id': 'c107M01N12'}}, {'t': {'evidence_statement': 'The traditional method without teacher support was described as unsuitable for practical tasks, for which teaching support is usually provided by the instructor.', 'node_name': 'instructor-supported teaching', 'category': 'Traditional Human-central Practice', 'node_id': 'c107M01N13'}}]"
c107DS01Q04,technology-enable Practice,Which technology‑enable practices have been described?,1,"MATCH (p:TechnologyenablePractice)
RETURN DISTINCT p","The technology-enabled practices described include two-dimensional simulation software, an AR-based training app (A.R.P.S.), serious game elements, knowledge tests, qualitative interviews, realistic simulation of the pneumatic system, and realistic simulation with additional AR elements.","[{'p': {'evidence_statement': 'Current simulation software is predominantly two-dimensional and usually represents pneumatic components through circuit symbols.', 'node_name': 'two-dimensional simulation software', 'category': 'Technology-enable Practice', 'node_id': 'c107M01N37'}}, {'p': {'evidence_statement': 'The realized application with the name A.R.P.S., an acronym for Augmented Reality Pneumatic Simulation', 'node_name': 'AR-based training app (A.R.P.S.)', 'category': 'Technology-enable Practice', 'node_id': 'c107M02N21'}}, {'p': {'evidence_statement': 'AR elements and serious game elements are used for the development of the AR-based training', 'node_name': 'Serious game elements', 'category': 'Technology-enable Practice', 'node_id': 'c107M02N22'}}, {'p': {'evidence_statement': 'Quantitative research consists of two knowledge tests before and after AR app exercises to measure knowledge uptake', 'node_name': 'Knowledge tests', 'category': 'Technology-enable Practice', 'node_id': 'c107M02N23'}}, {'p': {'evidence_statement': 'a qualitative survey using semi-structured interviews to gather detailed experiences and opinions', 'node_name': 'Qualitative interviews', 'category': 'Technology-enable Practice', 'node_id': 'c107M02N24'}}, {'p': {'evidence_statement': 'Augmented Reality Pneumatic Simulation was implemented as an AR-based mobile training application with two pneumatics exercises.', 'node_name': 'A.R.P.S.', 'category': 'Technology-enable Practice', 'node_id': 'c107M01N14'}}, {'p': {'evidence_statement': 'Concept 1 visualized 3D models of pneumatic components through QR codes without the additional visualization aids.', 'node_name': 'realistic simulation of the pneumatic system', 'category': 'Technology-enable Practice', 'node_id': 'c107M01N15'}}, {'p': {'evidence_statement': 'Concept 2 combined the realistic simulation with airflow tracking and an X-ray view.', 'node_name': 'realistic simulation with additional AR elements', 'category': 'Technology-enable Practice', 'node_id': 'c107M01N16'}}]"
c107DS01Q05,Digital Technology,Which digital technology elements have been described?,1,"MATCH (dt:DigitalTechnology)
RETURN DISTINCT dt","QR codes, 3D printed components, realistic simulation, AR elements, augmented reality, serious game elements, Unity programming environment, iOS mobile device, QR-code marker tracking, 3D models, virtual hoses, airflow tracking, X-ray view, rating feedback","[{'dt': {'evidence_statement': 'Tracking is carried out by capturing markers in the form of QR codes with the camera', 'node_name': 'QR codes', 'category': 'Digital Technology', 'node_id': 'c107M02N27'}}, {'dt': {'evidence_statement': 'the immersion is enhanced by 3D-printed components that are based on real components', 'node_name': '3D printed components', 'category': 'Digital Technology', 'node_id': 'c107M02N32'}}, {'dt': {'evidence_statement': 'Concept 1: A realistic simulation of the pneumatic system', 'node_name': 'Concept 1 (realistic simulation)', 'category': 'Digital Technology', 'node_id': 'c107M02N33'}}, {'dt': {'evidence_statement': 'Concept 2: A realistic simulation of the pneumatic system with additional AR elements for the visualization of pneumatic processes', 'node_name': 'Concept 2 (with AR elements)', 'category': 'Digital Technology', 'node_id': 'c107M02N34'}}, {'dt': {'evidence_statement': 'The application superimposes virtual content and 3D pneumatic models on the real environment.', 'node_name': 'augmented reality', 'category': 'Digital Technology', 'node_id': 'c107M01N17'}}, {'dt': {'evidence_statement': 'AR elements and serious-game elements were used together in developing the training application.', 'node_name': 'serious game elements', 'category': 'Digital Technology', 'node_id': 'c107M01N18'}}, {'dt': {'evidence_statement': 'The AR application for mobile devices was implemented using the Unity programming environment.', 'node_name': 'Unity programming environment', 'category': 'Digital Technology', 'node_id': 'c107M01N19'}}, {'dt': {'evidence_statement': 'The AR application was provided on a mobile device for iOS.', 'node_name': 'iOS mobile device', 'category': 'Digital Technology', 'node_id': 'c107M01N20'}}, {'dt': {'evidence_statement': 'The mobile camera captured QR-code markers so that printed components could be overlaid with 3D models.', 'node_name': 'QR-code marker tracking', 'category': 'Digital Technology', 'node_id': 'c107M01N21'}}, {'dt': {'evidence_statement': 'Three-dimensional models of pneumatic components were overlaid on printed components.', 'node_name': '3D models', 'category': 'Digital Technology', 'node_id': 'c107M01N22'}}, {'dt': {'evidence_statement': 'Users connected the components with virtual hoses to simulate pneumatic processes and test the circuit.', 'node_name': 'virtual hoses', 'category': 'Digital Technology', 'node_id': 'c107M01N23'}}, {'dt': {'evidence_statement': 'The first additional visualization aid allowed users to track airflow between components within the hoses.', 'node_name': 'airflow tracking', 'category': 'Digital Technology', 'node_id': 'c107M01N24'}}, {'dt': {'evidence_statement': 'The second visualization aid allowed users to look inside components and track internal airflow.', 'node_name': 'X-ray view', 'category': 'Digital Technology', 'node_id': 'c107M01N25'}}, {'dt': {'evidence_statement': 'After circuit testing, the application gave a rating based on use of the visualization aids to support reflection and replay.', 'node_name': 'rating feedback', 'category': 'Digital Technology', 'node_id': 'c107M01N26'}}]"
c107DS01Q06,Organizational Dependency,Which organizational dependencies are stated as necessary for technology-enable practices?,2,"MATCH (od:OrganizationalDependency)
RETURN DISTINCT od","BiBB framework curricula, Training companies, Vocational schools","[{'od': {'evidence_statement': 'The framework curriculum for each training program, provided by the Federal Institute for Vocational Education and Training (BIBB), specifies the learning objectives', 'node_name': 'BiBB framework curricula', 'category': 'Organizational Dependency', 'node_id': 'c107M02N35'}}, {'od': {'evidence_statement': 'not all training companies or vocational schools are equipped with such systems', 'node_name': 'Training companies', 'category': 'Organizational Dependency', 'node_id': 'c107M02N36'}}, {'od': {'evidence_statement': 'not all training companies or vocational schools are equipped with such systems', 'node_name': 'Vocational schools', 'category': 'Organizational Dependency', 'node_id': 'c107M02N37'}}]"
c107DS01Q07,Environment Dependency,Which external factors affect the implementation of technology-enable practices?,2,"MATCH (d:EnvironmentalDependency)
RETURN DISTINCT d","Compressed air supply and physical location of workshops, which are location-dependent and take up space.","[{'d': {'evidence_statement': 'location-dependent due to the compressed air supply', 'node_name': 'Compressed air supply', 'category': 'Environmental Dependency', 'node_id': 'c107M02N38'}}, {'d': {'evidence_statement': 'such systems take up a lot of space and are location-dependent', 'node_name': 'Physical location of workshops', 'category': 'Environmental Dependency', 'node_id': 'c107M02N39'}}]"
c107DS01Q08,Limitation,Which limitations are been described,1,"MATCH (l:Limitation)
RETURN DISTINCT l",The limitations described include: space requirements of pneumatic systems; 2D software not representing reality; lack of teacher support; participant variance in prior knowledge; control group using 3D prints not real system; mostly theoretical teaching; difficulty completing practical exercises; no improvement in knowledge retention; no significant improvement with Concept 1; space and location dependence; cost-intensive training laboratories and learning systems; time-consuming and expensive special workshops.,"[{'l': {'evidence_statement': 'such systems take up a lot of space', 'node_name': 'Space requirements of pneumatic systems', 'category': 'Limitation', 'node_id': 'c107M02N41'}}, {'l': {'evidence_statement': 'The simulation software is predominantly two-dimensional (2D) and does not represent reality, since pneumatic components are usually only indicated or represented by circuit symbols', 'node_name': '2D software not representing reality', 'category': 'Limitation', 'node_id': 'c107M02N44'}}, {'l': {'evidence_statement': 'The traditional learning method without teacher support does not seem to be optimal for practical tasks', 'node_name': 'Lack of teacher support', 'category': 'Limitation', 'node_id': 'c107M02N45'}}, {'l': {'evidence_statement': 'The high standard deviation of the knowledge test results can be attributed to the different prior knowledge of the participants', 'node_name': 'Participant variance in prior knowledge', 'category': 'Limitation', 'node_id': 'c107M02N47'}}, {'l': {'evidence_statement': 'The control group used 3D printed components for the exercises, which could affect the validity of the results', 'node_name': 'Control group using 3D prints not real system', 'category': 'Limitation', 'node_id': 'c107M02N48'}}, {'l': {'evidence_statement': 'Current practice-oriented teaching methods were described as often mostly theoretical.', 'node_name': 'mostly theoretical teaching', 'category': 'Limitation', 'node_id': 'c107M01N28'}}, {'l': {'evidence_statement': 'Predominantly two-dimensional software does not represent reality because components are usually shown only as circuit symbols.', 'node_name': '2D simulation does not represent reality', 'category': 'Limitation', 'node_id': 'c107M01N29'}}, {'l': {'evidence_statement': 'Control-group participants reported difficulty completing the practical exercises without teacher support.', 'node_name': 'difficulty completing practical exercises', 'category': 'Limitation', 'node_id': 'c107M01N30'}}, {'l': {'evidence_statement': 'The control-group exercises produced no difference in the knowledge tests and were reported to have no influence on retention.', 'node_name': 'no improvement in knowledge retention', 'category': 'Limitation', 'node_id': 'c107M01N31'}}, {'l': {'evidence_statement': 'The group using the app without visualization aids showed no significant improvement and a negative mean difference.', 'node_name': 'no significant improvement with Concept 1', 'category': 'Limitation', 'node_id': 'c107M01N32'}}, {'l': {'evidence_statement': 'Physical systems take up substantial space and are location-dependent because they require a compressed-air supply.', 'node_name': 'space and location dependence', 'category': 'Limitation', 'node_id': 'c107M01N33'}}, {'l': {'evidence_statement': 'Training laboratories and learning systems are cost-intensive and therefore unavailable in some training companies and vocational schools.', 'node_name': 'cost-intensive training laboratories and learning systems', 'category': 'Limitation', 'node_id': 'c107M01N34'}}, {'l': {'evidence_statement': 'Special pneumatics workshops are offered where systems are unavailable, but these courses are time-consuming and expensive.', 'node_name': 'time-consuming and expensive special workshops', 'category': 'Limitation', 'node_id': 'c107M01N35'}}]"
c107DS01Q09,be_shared_by,Which tacit knowledge  is shared by knowledge holders?,2,"MATCH (tk:TacitKnowledge)-[r:be_shared_by]->(kh:KnowledgeHolder)
WITH COLLECT({src_node:tk, rel: r, dst_node: kh}) AS obj
RETURN DISTINCT obj",Understanding of complex pneumatic relationships,"[{'obj': [{'rel': ({'evidence_statement': 'Visualizations conveying additional information... proved to help learners better understand and internalize complex relationships and functionalities', 'node_name': 'Understanding of complex pneumatic relationships', 'category': 'Tacit Knowledge', 'node_id': 'c107M02N09'}, 'be_shared_by', {'evidence_statement': 'developed with the help of a teacher of pneumatics at a vocational college', 'node_name': 'Pneumatics teachers at vocational colleges', 'category': 'Knowledge Holder', 'node_id': 'c107M02N12'}), 'dst_node': {'evidence_statement': 'developed with the help of a teacher of pneumatics at a vocational college', 'node_name': 'Pneumatics teachers at vocational colleges', 'category': 'Knowledge Holder', 'node_id': 'c107M02N12'}, 'src_node': {'evidence_statement': 'Visualizations conveying additional information... proved to help learners better understand and internalize complex relationships and functionalities', 'node_name': 'Understanding of complex pneumatic relationships', 'category': 'Tacit Knowledge', 'node_id': 'c107M02N09'}}]}]"
c107DS01Q10,be_absorbed_by,which tacit knowledge is absorbed by knowledge learners?,2,"MATCH (tk:TacitKnowledge)-[r:be_absorbed_by]-(kl:KnowledgeLearner)
WITH COLLECT({src_node:tk, rel: r, dst_node: kl}) AS obj
RETURN DISTINCT obj","Ability to plan/install/commission pneumatic systems using circuit diagrams; identification of pneumatic components and functional sequences; planning, installing and commissioning pneumatic systems; understanding complex relationships and modes of operation.","[{'obj': [{'rel': ({'evidence_statement': 'trainees must be able to plan, install and commission pneumatic systems using circuit diagrams', 'node_name': 'Ability to plan/install/commission pneumatic systems using circuit diagrams', 'category': 'Tacit Knowledge', 'node_id': 'c107M02N07'}, 'be_absorbed_by', {'evidence_statement': 'Fifteen trainees from two first-year industrial-mechanic classes participated and were divided into three groups.', 'node_name': 'first-year industrial mechanics apprentices', 'category': 'Knowledge Learner', 'node_id': 'c107M01N11'}), 'dst_node': {'evidence_statement': 'Fifteen trainees from two first-year industrial-mechanic classes participated and were divided into three groups.', 'node_name': 'first-year industrial mechanics apprentices', 'category': 'Knowledge Learner', 'node_id': 'c107M01N11'}, 'src_node': {'evidence_statement': 'trainees must be able to plan, install and commission pneumatic systems using circuit diagrams', 'node_name': 'Ability to plan/install/commission pneumatic systems using circuit diagrams', 'category': 'Tacit Knowledge', 'node_id': 'c107M02N07'}}, {'rel': ({'evidence_statement': 'The framework curricula require trainees to learn to identify pneumatic components and functional sequences.', 'node_name': 'identification of pneumatic components and functional sequences', 'category': 'Tacit Knowledge', 'node_id': 'c107M01N06'}, 'be_absorbed_by', {'evidence_statement': 'Fifteen trainees from two first-year industrial-mechanic classes participated and were divided into three groups.', 'node_name': 'first-year industrial mechanics apprentices', 'category': 'Knowledge Learner', 'node_id': 'c107M01N11'}), 'dst_node': {'evidence_statement': 'Fifteen trainees from two first-year industrial-mechanic classes participated and were divided into three groups.', 'node_name': 'first-year industrial mechanics apprentices', 'category': 'Knowledge Learner', 'node_id': 'c107M01N11'}, 'src_node': {'evidence_statement': 'The framework curricula require trainees to learn to identify pneumatic components and functional sequences.', 'node_name': 'identification of pneumatic components and functional sequences', 'category': 'Tacit Knowledge', 'node_id': 'c107M01N06'}}, {'rel': ({'evidence_statement': 'The framework curricula require trainees to plan, install and commission pneumatic systems using circuit diagrams.', 'node_name': 'planning, installing and commissioning pneumatic systems', 'category': 'Tacit Knowledge', 'node_id': 'c107M01N07'}, 'be_absorbed_by', {'evidence_statement': 'Fifteen trainees from two first-year industrial-mechanic classes participated and were divided into three groups.', 'node_name': 'first-year industrial mechanics apprentices', 'category': 'Knowledge Learner', 'node_id': 'c107M01N11'}), 'dst_node': {'evidence_statement': 'Fifteen trainees from two first-year industrial-mechanic classes participated and were divided into three groups.', 'node_name': 'first-year industrial mechanics apprentices', 'category': 'Knowledge Learner', 'node_id': 'c107M01N11'}, 'src_node': {'evidence_statement': 'The framework curricula require trainees to plan, install and commission pneumatic systems using circuit diagrams.', 'node_name': 'planning, installing and commissioning pneumatic systems', 'category': 'Tacit Knowledge', 'node_id': 'c107M01N07'}}, {'rel': ({'evidence_statement': 'Airflow tracing and an X-ray view were reported to help learners understand and internalize complex relationships and modes of operation.', 'node_name': 'understanding complex relationships and modes of operation', 'category': 'Tacit Knowledge', 'node_id': 'c107M01N09'}, 'be_absorbed_by', {'evidence_statement': 'Fifteen trainees from two first-year industrial-mechanic classes participated and were divided into three groups.', 'node_name': 'first-year industrial mechanics apprentices', 'category': 'Knowledge Learner', 'node_id': 'c107M01N11'}), 'dst_node': {'evidence_statement': 'Fifteen trainees from two first-year industrial-mechanic classes participated and were divided into three groups.', 'node_name': 'first-year industrial mechanics apprentices', 'category': 'Knowledge Learner', 'node_id': 'c107M01N11'}, 'src_node': {'evidence_statement': 'Airflow tracing and an X-ray view were reported to help learners understand and internalize complex relationships and modes of operation.', 'node_name': 'understanding complex relationships and modes of operation', 'category': 'Tacit Knowledge', 'node_id': 'c107M01N09'}}]}]"
