src_node_id,dst_node_id,relation_type,evidence_label,case_title,evidence_statement,evidence_location
c208M01N01,c208M01N07,be_held_by,I,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"One of the key-elements of the framework is the General Knowledge Base, alternatively named GKB... each artificial system is provided with its own local knowledge base (LKB), which keeps the reference with the general knowledge base","Page 5, Line 155; Page 6, Line 172"
c208M01N02,c208M01N07,be_held_by,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"Second, each artificial system is provided with its own local knowledge base (LKB), which keeps the reference with the general knowledge base, but it is free to evolve on its own","Page 6, Line 172"
c208M01N03,c208M01N01,be_derived_from,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"the knowledge base is called general since it has been implemented starting from a high-level ontological model proposed in [33] acting as overarching ontology, in turn defined following the structure of WordNet.","Page 6, Line 162"
c208M01N04,c208M01N01,be_derived_from,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"Besides, visual features extracted from images contained in ImageNet have been imported in the General Knowledge Base.","Page 6, Line 167"
c208M01N07,c208M01N09,participate_in,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,The approaches have been also validated via experimental setups using Aldebaran Pepper social humanoid robot.,"Page 21, Line 704"
c208M01N08,c208M01N09,participate_in,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"This phase can also involve the interaction with humans, who can trigger new requests and/or validate inferences made by the robot.","Page 6, Line 147"
c208M01N10,c208M01N19,depend_on,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,The perceptual knowledge originates from the enclosing environment. It commonly includes all the information retrieved from sensors,"Page 7, Lines 194-195"
c208M01N10,c208M01N14,adopt,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"In particular, for this work we focus on unsupervised and combined machine learning techniques... It makes use of growing hierarchical self-organizing maps (GHSOM)","Page 3, Line 66; Page 8, Line 242"
c208M01N11,c208M01N05,adopt,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"Another common approach to knowledge acquisition in intelligent systems relies on semantics-based techniques, such as production rules and ontologies.","Page 4, Line 91"
c208M01N12,c208M01N17,adopt,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"For the combination function to take place, Ordered-Weighted averaging (OWA) operators have been used [48].","Page 9, Lines 276-277"
c208M01N12,c208M01N18,adopt,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"On the Pepper robot we tried to overcome some of these limitations by communicating with the robot through its programming interface in Python and by replacing the Speech Recognition engine, with a more sophisticated one, by using a service for speech recognition, known as IBM Watson.","Page 21, Line 692"
c208M01N13,c208M01N01,evaluate,I,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"First, the ontological model has been provided with the ability of being extensible through ontology matching and merging activities. This way, it is possible to integrate new knowledge coming from other ontologies.","Page 6, Lines 170-171"
c208M01N10,c208M01N23,be_constrained_by,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"In addition, the sensors on board mainstream platforms are often inaccurate and/or not of high quality.","Page 21, Line 691"
c208M01N12,c208M01N20,mitigate,I,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,One of the major concerns regarding ontologies is that they reflect a fundamentally monolithic view of knowledge... Both TD and BU approaches are already designed to output a list of concepts along with a probability... parameterized family of aggregation operators... possible to have more reliable computations when dealing with decision analysis under uncertainty.,"Page 4, Line 96; Page 9, Lines 275-296"
c208M01N02,c208M01N01,be_derived_from,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"Each artificial system is provided with its own local knowledge base (LKB), which keeps the reference with the general knowledge base.","p.6, Sect. 3.1"
