src_node_id,dst_node_id,relation_type,evidence_label,case_title,evidence_statement,evidence_location
c011M01N14,c011M01N01,evaluate,E,Comparing The Productive Failure And Directive Instruction For Declarative Safety Knowledge Training Using Virtual Reality,The pre-test questionnaire measured declarative equipment-choice knowledge before training.,"Section 3.3, p. 1045"
c011M01N15,c011M01N01,evaluate,E,Comparing The Productive Failure And Directive Instruction For Declarative Safety Knowledge Training Using Virtual Reality,The post-training questionnaire measured declarative safety knowledge immediately after training.,"Section 3.3, p. 1045"
c011M01N16,c011M01N01,evaluate,E,Comparing The Productive Failure And Directive Instruction For Declarative Safety Knowledge Training Using Virtual Reality,The retention test questionnaire assessed retained declarative safety knowledge after four to five weeks.,"Sections 3.3–3.4, pp. 1045–1046"
c011M01N02,c011M01N04,be_derived_from,E,Comparing The Productive Failure And Directive Instruction For Declarative Safety Knowledge Training Using Virtual Reality,The required equipment represented in the training was determined according to the PRC guide.,"Section 3.1, p. 1043"
c011M01N19,c011M01N21,be_composed_of,E,Comparing The Productive Failure And Directive Instruction For Declarative Safety Knowledge Training Using Virtual Reality,DI VR lets trainees follow the instructions of the system to complete operations and learn.,Section 3.2
c011M01N20,c011M01N22,be_composed_of,E,Comparing The Productive Failure And Directive Instruction For Declarative Safety Knowledge Training Using Virtual Reality,"The prototyping of PF VR includes two phases: an Exploration stage and an Instruction stage. In the exploration stage, the system does not guide trainees.",Section 3.2
c011M01N20,c011M01N24,be_composed_of,E,Comparing The Productive Failure And Directive Instruction For Declarative Safety Knowledge Training Using Virtual Reality,The feedback includes the animation of accidents due to the wrongly equipped items and a summary of the right and wrong selections.,Section 3.2
c011M01N19,c011M01N25,be_composed_of,E,Comparing The Productive Failure And Directive Instruction For Declarative Safety Knowledge Training Using Virtual Reality,"the system provides feedback again, summarizing the properties of the gas and the selection of equipment.",Section 3.2
c011M01N20,c011M01N25,be_composed_of,E,Comparing The Productive Failure And Directive Instruction For Declarative Safety Knowledge Training Using Virtual Reality,"the system provides feedback again, summarizing the properties of the gas and the selection of equipment.",Section 3.2
c011M01N20,c011M02N40,be_composed_of,E,Comparing The Productive Failure And Directive Instruction For Declarative Safety Knowledge Training Using Virtual Reality,The animations are designed to provide realistic visual feedback on trainees' wrong selections of equipment.,Section 3.2
