ID,Object,Question,Weight,Cypher,Answer,Evidence
c016DS01Q01,Tacit knowledge,which tacit knowledge elements are described?,1.0,"MATCH (tk:TacitKnowledge)
RETURN DISTINCT tk","OHS knowledge, Hazard identification performance, OHS management expertise","[{'tk': {'evidence_statement': 'The paper states that lack of retention of OHS knowledge and lessons learned obstructs continuous improvement and that valuable information is lost as staff changes.', 'node_name': 'OHS knowledge', 'category': 'Tacit Knowledge', 'node_id': 'c016M01N01'}}, {'tk': {'evidence_statement': 'identify the hazards of the case study from the design stage', 'node_name': 'Hazard identification performance', 'category': 'Tacit Knowledge', 'node_id': 'c016M02N06'}}, {'tk': {'evidence_statement': 'The team of professionals in charge of health and safety management on the project', 'node_name': 'OHS management expertise', 'category': 'Tacit Knowledge', 'node_id': 'c016M02N07'}}]"
c016DS01Q02,Knowledge Holder,Which knowledge holders are described?,2.0,"MATCH (kh:KnowledgeHolder)
RETURN DISTINCT kh",staff,"[{'kh': {'evidence_statement': 'Valuable safety information is lost as staff changes in companies.', 'node_name': 'staff', 'category': 'Knowledge Holder', 'node_id': 'c016M01N13'}}]"
c016DS01Q03,Traditional Human-centred Practices,Which traditional human-centred practice elements are described?,2.0,"MATCH (t:TraditionalHumancentralPractice)
RETURN DISTINCT t","Conventional hazard identification, risk assessment and accident prevention methods; Conventional/traditional methods applied in the design phase.","[{'t': {'evidence_statement': 'The paper states that conventional methods are applied during design in developing countries because knowledge of BIM and new technologies or methodologies is limited.', 'node_name': 'conventional hazard identification, risk assessment and accident prevention methods', 'category': 'Traditional Human-central Practice', 'node_id': 'c016M01N15'}}, {'t': {'evidence_statement': 'only traditional methods for hazard identification, risk assessment and accident prevention are applied in the design phase', 'node_name': 'Conventional/traditional methods', 'category': 'Traditional Human-central Practice', 'node_id': 'c016M02N09'}}]"
c016DS01Q04,technology-enable Practice,Which technology‑enable practices have been described?,1.0,"MATCH (p:TechnologyenablePractice)
RETURN DISTINCT p","The technology-enabled practices described include the Ultra Safety Design (USD) methodology, 4D simulations/BIM simulation, an OHS management application based on the PtD initiative (Microsoft Excel application), a Knowledge Management App, a relational table (SQL) data server on Microsoft Azure, a PowerApps application for OHS monitoring, and a centralized database approach.","[{'p': {'evidence_statement': 'The implemented methodology links input data, 4D simulation, PtD risk management, and knowledge management.', 'node_name': 'Ultra Safety Design (USD) methodology', 'category': 'Technology-enable Practice', 'node_id': 'c016M01N16'}}, {'p': {'evidence_statement': 'The Revit model was exported to Navisworks and synchronized with the schedule to simulate execution and identify hazards during design.', 'node_name': '4D simulations', 'category': 'Technology-enable Practice', 'node_id': 'c016M01N17'}}, {'p': {'evidence_statement': 'An Excel application was developed for hazard identification, initial risk management, mitigation, residual-risk management, RFI, lessons learned, and search.', 'node_name': 'OHS management application based on the PtD initiative and processes', 'category': 'Technology-enable Practice', 'node_id': 'c016M01N18'}}, {'p': {'evidence_statement': 'Phase 4 stores management information from previous phases and uses it for monitoring and control during project execution.', 'node_name': 'Knowledge Management App', 'category': 'Technology-enable Practice', 'node_id': 'c016M01N19'}}, {'p': {'evidence_statement': 'A relational SQL data server was developed on Microsoft Azure and populated with data from the Phase 3 Excel application.', 'node_name': 'relational table (SQL) data server', 'category': 'Technology-enable Practice', 'node_id': 'c016M01N20'}}, {'p': {'evidence_statement': 'An application was created in PowerApps to visualize earlier-phase information during construction for OHS monitoring and control.', 'node_name': 'PowerApps application', 'category': 'Technology-enable Practice', 'node_id': 'c016M01N21'}}, {'p': {'evidence_statement': 'an application was developed in Microsoft Excel oriented to OHS management based on the PtD initiative', 'node_name': 'Microsoft Excel application (Phase 3)', 'category': 'Technology-enable Practice', 'node_id': 'c016M02N10'}}, {'p': {'evidence_statement': 'the next step is to export the file to an .nwc format for 4D simulation in Navisworks', 'node_name': '4D BIM simulation', 'category': 'Technology-enable Practice', 'node_id': 'c016M02N11'}}, {'p': {'evidence_statement': 'a relational table (SQL) data server has been developed on the Microsoft Azure platform', 'node_name': 'SQL database on Microsoft Azure', 'category': 'Technology-enable Practice', 'node_id': 'c016M02N12'}}, {'p': {'evidence_statement': 'In PowerApps, an application was created to visualize the information of the previous phases during the execution of the project in order to monitor and control the OHS management', 'node_name': 'PowerApps OHS monitoring app', 'category': 'Technology-enable Practice', 'node_id': 'c016M02N13'}}, {'p': {'evidence_statement': 'the Ultra Safety Design (USD) methodology was created to address these challenges through integrated and complementary solutions', 'node_name': 'USD methodology', 'category': 'Technology-enable Practice', 'node_id': 'c016M02N22'}}, {'p': {'evidence_statement': 'implementation of a centralized database enables the retention and sharing of knowledge', 'node_name': 'Centralized database approach', 'category': 'Technology-enable Practice', 'node_id': 'c016M02N26'}}]"
c016DS01Q05,Digital Technology,Which digital technology elements have been described?,1.0,"MATCH (dt:DigitalTechnology)
RETURN DISTINCT dt","Building Information Modelling (BIM), Autodesk Revit, Navisworks, Microsoft Excel, macros, Visual Basic programming, Microsoft Azure, SQL server, PowerApps, Microsoft Project.","[{'dt': {'evidence_statement': 'BIM was combined with PtD and a centralized database and used for precise design-stage hazard and risk identification.', 'node_name': 'Building Information Modelling (BIM)', 'category': 'Digital Technology', 'node_id': 'c016M01N22'}}, {'dt': {'evidence_statement': 'Autodesk Revit was used to create and sectorize the 3D model before export for 4D simulation.', 'node_name': 'Autodesk Revit', 'category': 'Digital Technology', 'node_id': 'c016M01N23'}}, {'dt': {'evidence_statement': 'The model was exported to Navisworks for synchronization with the schedule and 4D simulation.', 'node_name': 'Navisworks', 'category': 'Digital Technology', 'node_id': 'c016M01N24'}}, {'dt': {'evidence_statement': 'The Phase 3 OHS management application was developed in Microsoft Excel and supplied data to the SQL server.', 'node_name': 'Microsoft Excel', 'category': 'Digital Technology', 'node_id': 'c016M01N25'}}, {'dt': {'evidence_statement': 'Macros were among the functions used to develop the Phase 3 template.', 'node_name': 'macros', 'category': 'Digital Technology', 'node_id': 'c016M01N26'}}, {'dt': {'evidence_statement': 'Visual Basic programming was used to develop the Phase 3 template.', 'node_name': 'Visual Basic programming', 'category': 'Digital Technology', 'node_id': 'c016M01N27'}}, {'dt': {'evidence_statement': 'The relational data server was developed on the Microsoft Azure platform.', 'node_name': 'Microsoft Azure', 'category': 'Digital Technology', 'node_id': 'c016M01N28'}}, {'dt': {'evidence_statement': 'Information from the PtD application feeds and is stored in a SQL server.', 'node_name': 'SQL server', 'category': 'Digital Technology', 'node_id': 'c016M01N29'}}, {'dt': {'evidence_statement': 'PowerApps was used to create the application that visualizes earlier-phase information.', 'node_name': 'PowerApps', 'category': 'Digital Technology', 'node_id': 'c016M01N30'}}, {'dt': {'evidence_statement': 'scheduling activities in the Microsoft Project tool', 'node_name': 'Microsoft Project', 'category': 'Digital Technology', 'node_id': 'c016M02N28'}}]"
c016DS01Q06,Organizational Dependency,Which organizational dependencies are stated as necessary for technology-enable practices?,2.0,"MATCH (od:OrganizationalDependency)
RETURN DISTINCT od",Not Mentioned,"[{'od': {'evidence_statement': 'The paper states that establishing a safety culture depends on the organization working consciously and ensuring safe work.', 'node_name': 'safety culture', 'category': 'Organizational Dependency', 'node_id': 'c016M01N32'}}, {'od': {'evidence_statement': 'fosters a culture of continuous safety improvement, where past projects serve as references', 'node_name': 'Continuous improvement culture', 'category': 'Organizational Dependency', 'node_id': 'c016M02N24'}}]"
c016DS01Q07,Environment Dependency,Which external factors affect the implementation of technology-enable practices?,2.0,"MATCH (d:EnvironmentalDependency)
RETURN DISTINCT d","Peruvian Law N° 29783, Peruvian OHS standard G-050, ANSI/ASSP Z590.3, and industry regulation compliance.","[{'d': {'evidence_statement': 'Risk indexes used in the IPERC process were granted by Peruvian Law N° 29783.', 'node_name': 'Peruvian Law N° 29783 on Occupational Safety and Health Management', 'category': 'Environmental Dependency', 'node_id': 'c016M01N33'}}, {'d': {'evidence_statement': 'The construction monitoring process used key performance indicators from the Peruvian OHS standard G-050.', 'node_name': 'Peruvian OHS standard G-050', 'category': 'Environmental Dependency', 'node_id': 'c016M01N34'}}, {'d': {'evidence_statement': 'The paper uses ANSI/ASSP Z590.3 to define effective PtD management as an overall residual risk below 30 percent.', 'node_name': 'ANSI/ASSP Z590.3', 'category': 'Environmental Dependency', 'node_id': 'c016M01N35'}}, {'d': {'evidence_statement': 'assigned an initial risk factor (RF - CS) based on exposure, probability and severity indexes granted by the Peruvian Law N° 29783', 'node_name': 'Peruvian Law N° 29783', 'category': 'Environmental Dependency', 'node_id': 'c016M02N20'}}, {'d': {'evidence_statement': 'The key performance indicators (KPI) of the Peruvian OHS standard G-050', 'node_name': 'Industry regulation compliance', 'category': 'Environmental Dependency', 'node_id': 'c016M02N21'}}]"
c016DS01Q08,Limitation,Which limitations are been described,1.0,"MATCH (l:Limitation)
RETURN DISTINCT l","The limitations described are: loss of valuable information as staff changes, loss of gathered information over time, limited familiarity with BIM tools and new technologies/methodologies, and little knowledge in the application of OHS management models.","[{'l': {'evidence_statement': 'Information on incidents, accidents, and best practices is lost as staff changes in companies.', 'node_name': 'loss of valuable information as staff changes', 'category': 'Limitation', 'node_id': 'c016M01N36'}}, {'l': {'evidence_statement': 'The paper observes that gathered OHS information is often lost over time, hindering continuous improvement.', 'node_name': 'loss of gathered information over time', 'category': 'Limitation', 'node_id': 'c016M01N37'}}, {'l': {'evidence_statement': 'Conventional methods persist in developing countries because familiarity with BIM tools and newer technologies or methodologies is limited.', 'node_name': 'limited familiarity with BIM tools and new technologies/methodologies', 'category': 'Limitation', 'node_id': 'c016M01N38'}}, {'l': {'evidence_statement': 'The paper states that there is often little knowledge of applying OHS management models during project execution.', 'node_name': 'little knowledge in the application of OHS management models', 'category': 'Limitation', 'node_id': 'c016M01N39'}}]"
c016DS01Q09,be_shared_by,Which tacit knowledge  is shared by knowledge holders?,2.0,"MATCH (tk:TacitKnowledge)-[r:be_shared_by]->(kh:KnowledgeHolder)
WITH COLLECT({src_node:tk, rel: r, dst_node: kh}) AS obj
RETURN DISTINCT obj",OHS knowledge,"[{'obj': [{'rel': ({'evidence_statement': 'The paper states that lack of retention of OHS knowledge and lessons learned obstructs continuous improvement and that valuable information is lost as staff changes.', 'node_name': 'OHS knowledge', 'category': 'Tacit Knowledge', 'node_id': 'c016M01N01'}, 'be_shared_by', {'evidence_statement': 'Valuable safety information is lost as staff changes in companies.', 'node_name': 'staff', 'category': 'Knowledge Holder', 'node_id': 'c016M01N13'}), 'dst_node': {'evidence_statement': 'Valuable safety information is lost as staff changes in companies.', 'node_name': 'staff', 'category': 'Knowledge Holder', 'node_id': 'c016M01N13'}, 'src_node': {'evidence_statement': 'The paper states that lack of retention of OHS knowledge and lessons learned obstructs continuous improvement and that valuable information is lost as staff changes.', 'node_name': 'OHS knowledge', 'category': 'Tacit Knowledge', 'node_id': 'c016M01N01'}}]}]"
c016DS01Q10,be_absorbed_by,which tacit knowledge is absorbed by knowledge learners?,2.0,"MATCH (tk:TacitKnowledge)-[r:be_absorbed_by]-(kl:KnowledgeLearner)
WITH COLLECT({src_node:tk, rel: r, dst_node: kl}) AS obj
RETURN DISTINCT obj",Not Mentioned,[{'obj': []}]
