node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
c126M01N01,latest blockchain applications and industry trends,Explicit Knowledge,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Professional-association membership keeps the company updated on the latest applications and trends in BT.,Current applications and developments in the blockchain domain.,"Appendix Fig. A1, page 10"
c126M01N02,blockchain implementation insights,Explicit Knowledge,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Participation in BT-related workshops and conferences provides insights into blockchain implementation.,Codified or communicable knowledge about implementing blockchain.,"Appendix Fig. A1, page 10"
c126M01N03,literature on blockchain applications,Explicit Knowledge,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Companies subscribe to literature that helps them understand the latest applications of BT.,Published information about blockchain applications.,"Appendix Fig. A1, page 10"
c126M01N04,"blockchain best practices, security measures, and compliance strategies",Explicit Knowledge,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,"Engagement with industry experts, seminars, and BT consortia provides insights into best practices, security measures, and compliance strategies.","Structured guidance for secure, compliant, and effective blockchain implementation.","Section 3, page 3"
c126M01N06,"internally accumulated blockchain expertise, experience, and insights",Tacit Knowledge,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,"Internal knowledge encompasses collective expertise, experience, and insights accumulated within the firm and supports adaptation of BT to existing workflows.",Internally accumulated know-how used to fit blockchain to established organizational processes.,"Section 6.1, page 7"
c126M01N07,blockchain implementation and operational skills,Tacit Knowledge,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Internal knowledge integration ensures that the workforce gains the knowledge and skills necessary to implement and work with BT.,Practical employee capabilities for implementing and operating blockchain.,"Introduction, page 2"
c126M01N08,blockchain industry experts,Knowledge Holder,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Industry experts are identified as external sources of BT-related knowledge.,External specialists possessing blockchain knowledge.,"Introduction, page 2; Section 3, page 3"
c126M01N12,workforce implementing and working with blockchain,Knowledge Learner,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,The workforce gains the knowledge and skills needed to implement and work with BT.,Employees learning to implement and operate blockchain.,"Introduction, page 2"
c126M01N13,blockchain professional association membership,Traditional Human-central Practice,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Professional-association membership keeps the company updated on the latest applications and trends in BT.,Participation in a professional association to obtain current blockchain knowledge.,"Appendix Fig. A1, page 10"
c126M01N14,blockchain workshops and conferences,Traditional Human-central Practice,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Companies participate in BT-related workshops and conferences to gain implementation insights.,Human-centered events through which firms obtain blockchain knowledge.,"Appendix Fig. A1, page 10"
c126M01N15,subscription to blockchain application literature,Traditional Human-central Practice,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Companies subscribe to literature that helps them understand the latest BT applications.,Organizational subscription and reading practice for accessing codified blockchain knowledge.,"Appendix Fig. A1, page 10"
c126M01N16,external acquisition of blockchain knowledge,Traditional Human-central Practice,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,"Firms obtain BT-related knowledge from industry experts, consultants, academic institutions, and professional networks.","The process of sourcing blockchain information, skills, and technologies outside the firm.","Introduction, page 2; Section 3, page 3"
c126M01N17,internal integration of blockchain knowledge,Traditional Human-central Practice,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Internal knowledge integration combines and synthesizes knowledge within the firm and ensures that the workforce gains knowledge and skills for BT.,"The internal combination, sharing, and application of blockchain knowledge.","Introduction, page 2; Section 3, pages 3-4"
c126M01N21,difficulty applying blockchain-related knowledge effectively,Limitation,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,"Without internal knowledge integration, firms may struggle to apply BT-related knowledge effectively.",Failure to transform available blockchain knowledge into organizational action.,"Section 6.1, page 7"
c126M01N22,BT exploitation for existing business processes,Technology-enable Practice,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,"BT exploitation leverages blockchain to enhance existing processes, improve efficiency, and achieve incremental innovation; sampled firms reported the extent of such use.",Current organizational use of blockchain to optimize existing activities and processes.,"Sections 2.1 and 4.2, pages 2 and 5; Appendix Fig. A1, page 10"
c126M01N23,BT exploration for new applications and business models,Technology-enable Practice,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,"BT exploration entails experimenting with blockchain to discover opportunities, create products or services, and transform business models; sampled firms reported the extent of such use.","Current organizational experimentation with blockchain for new applications, products, markets, and business models.","Sections 2.1 and 4.2, pages 2 and 5; Appendix Fig. A1, page 10"
c126M01N24,blockchain technology (BT),Digital Technology,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,"Only firms affirmatively reporting BT use, investment, and dedicated internal or external BT support were included in the sample.",An immutable decentralized ledger used for data management and transaction processing.,"Sections 2.1 and 4.1, pages 2 and 5"
c126M01N25,organizational capacity to adapt to and learn from blockchain technology,Organizational Dependency,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Successful BT implementation depends on the organization's ability to adapt to and learn from the technology.,The firm's internal ability to learn about blockchain and adapt its routines and processes accordingly.,"Introduction, page 2"
