node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location,sub_category_id,sub_category
c001M01N01,Historical archives,Explicit Knowledge,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Historical archives are combined with AR scene overlay technology to reconstruct living scenes.,Archives containing historical information used for scene reconstruction.,"Page 5, Section 3.2",,
c001M01N02,Architectural data,Explicit Knowledge,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,"The study collected architectural data through 3D laser scanning, virtual reality, and big-data analysis.",Measured information about representative Chongqing Red Culture vernacular dwellings.,"Page 4, opening of Section 3",,
c001M01N03,Spatial distribution maps,Explicit Knowledge,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,GIS aggregates scattered 3D models into spatial distribution maps displaying density and age distribution.,Maps aggregating building models and conservation-related spatial data.,"Page 2, Section 2.1.2",,
c001M01N04,Historical narrative,Explicit Knowledge,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The dynamic digital archive connects historical narrative with interactive experience.,Codified historical content linked to an interactive digital experience.,"Page 3, continuation of Section 2.2.2",,
c001M01N05,Wartime timeline,Explicit Knowledge,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Digital exhibitions passively show building exteriors and the wartime timeline.,A chronological representation of wartime events.,"Page 3, Section 2.4.2",,
c001M01N06,Technical Standards for Historical Building Digitization (2021),Explicit Knowledge,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The graded-protection framework is based on Technical Standards for Historical Building Digitization (2021).,A cited technical standard governing historical-building digitization.,"Page 2, Section 1.2.1",,
c001M01N07,"Digital Preservation of Intangible Cultural Heritage: Digital Resource Collection and Cataloguing (WH/T 99.9-2023), Part 9: Traditional Craftsmanship",Explicit Knowledge,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The paper invokes WH/T 99.9-2023 Part 9 when describing sequential recording of craftsmanship processes.,A cited standard for collecting and cataloguing traditional-craftsmanship digital resources.,"Page 2, Section 2.1.3",,
c001M01N08,LOD Level-Protection Intensity Mapping Table,Explicit Knowledge,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The study established an LOD Level-Protection Intensity Mapping Table for Peng's Traditional Dwelling.,"A mapping between LOD precision, protection intensity, functional-replacement threshold, and building areas.","Pages 4-5, Section 3.1 and Table 4",,
c001M01N09,Craftsmanship process of wooden construction,Tacit Knowledge,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The wooden-construction craftsmanship process is recorded in sequence.,A procedural traditional craft process involving wooden construction.,"Page 2, Section 2.1.3",TK05,Practised Motor and Tool-Operation Skill
c001M01N10,Craftsmanship process of rammed earth technology,Tacit Knowledge,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,The rammed-earth craftsmanship process is recorded in sequence.,A procedural traditional craft process involving rammed-earth technology.,"Page 2, Section 2.1.3",TK05,Practised Motor and Tool-Operation Skill
c001M01N11,Intangible cultural heritage skills,Tacit Knowledge,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Intangible cultural heritage skills are at risk of interruption in inheritance.,Living heritage skills transmitted between people or generations.,"Page 7, Section 4.1.3",TK05,Practised Motor and Tool-Operation Skill
c001M01N12,Indigenous people,Knowledge Holder,I,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,"The return rate of indigenous people is below 30%, immediately followed by the finding that ICH skills face inheritance interruption.",Community members associated with continuity of local living heritage.,"Page 7, Section 4.1.3",KH01,Community and Cultural Knowledge Custodians
c001M01N14,Visitors,Knowledge Learner,I,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Visitors' historical cognition and understanding increased after digital narrative and immersive experiences.,Visitors receiving historical knowledge through heritage-tourism experiences.,"Pages 2-6, Sections 2.2.1, 2.3, 3.2, and 3.3",KL07,Public and Heritage-Experience Learners
c001M01N15,Users,Knowledge Learner,I,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,Users upload wartime-themed photography and drawings in the Red Journey co-creation module and engage with its interactive archive.,Participants in the virtual-village co-creation module.,"Pages 2-3, Section 2.2.2",KL07,Public and Heritage-Experience Learners
c001M01N16,Paper-based surveying,Traditional Human-central Practice,E,Digital Preservation Of Chongqing Red Culture And Tourism Resource Development In Bayu Traditional Dwellings,First-generation conservation used paper-based surveying with 2D planar data and unidirectional recording.,A paper-based two-dimensional building survey process.,"Page 7, Table 6",THR15,Manual Knowledge Documentation and Codification
