"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location","sub_category_id","sub_category"
"c101M01N08","Traditional surgical residency training","Traditional Human-central Practice","E","Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study","Pediatric surgery training is challenged by declining clinical exposure and limited access to high-quality educational resources.","The established curriculum reliant on operating room volumes and textbook reading.","PAGE 1, Line 7","THR07","Mentoring"
"c101M02N13","Professional studio video production","Traditional Human-central Practice","E","Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study","Traditional studio production includes rental ($500-2,000), equipment ($1,000-5,000), and videographer services ($500-1,500).","Non-AI, infrastructure-heavy video creation.","Page 6, Table 3 – Economic comparison","THR03","Deliberate Practice"
"c101M02N14","Green screen chroma keying","Traditional Human-central Practice","E","Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study","Green screen requires even lighting, six-foot separation, wardrobe restrictions, and extensive post-production color matching.","Traditional visual effect technique.","Page 2, Green screen chroma keying","THR03","Deliberate Practice"
"c101M02N15","Textbook-based learning","Traditional Human-central Practice","E","Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study","Secondary outcome: perceived improvement compared with textbook-based learning (84.2% AI-enhanced vs. 59.2% standard).","Non-digital, reading-based study method.","Page 6, Secondary outcomes","THR03","Deliberate Practice"
"c102M01N07","Traditional text and graphic training methods","Traditional Human-central Practice","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","The comparison system used non-interactive instructional materials consisting of static images and text.","Legacy instructional approach relying on text-based UI manuals or books with automated page turning.","PAGE 4, PAGE 7","THR03","Deliberate Practice"
"c102M02N17","Oral teaching","Traditional Human-central Practice","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","Current dissemination forms include: oral teaching, books and literature, audio-visual video, art performance","Face-to-face instruction where a teacher demonstrates and a learner imitates","Section 2.1","THR07","Mentoring"
"c102M02N19","Audio-visual video watching","Traditional Human-central Practice","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","Books and literature, audio-visual video","Watching pre-recorded demonstrations without interactivity or feedback","Section 2.1","THR03","Deliberate Practice"
"c102M02N20","Static UI prompts (comparison system)","Traditional Human-central Practice","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","The comparison system used non-interactive instructional materials consisting of static images and text","Users complete training by reading static textual instructions through the UI, lacking virtual avatars and gamification","Section 3.2, Section 4","THR03","Deliberate Practice"
"c102M02N21","Pre-recorded video demonstrations","Traditional Human-central Practice","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","Video-based instruction could provide more dynamic guidance, but it was excluded from the control group because it lacks real-time feedback and interactivity","Video demonstrations used as an alternative non-interactive method","Section 4","THR03","Deliberate Practice"
"c103M01N13","Conventional Format Training","Traditional Human-central Practice","E","Game-based learning as training to use a chemotherapy preparation robot","These sessions were conducted following a conventional format consisting of trainees reading the recommended procedures, being shown the processes, and then repeating them themselves.","Legacy onboarding model comprising text self-study and static supervisor oversight.","Page 2","THR03","Deliberate Practice"
"c104M01N07","Verbal education by medical staff","Traditional Human-central Practice","E","Effectiveness Of Al-Assisted Patient Health Education Using Voice Cloning And Chatgpt: Prospective Randomized Controlled Trial","Verbal education was conducted by trained medical staff according to a unified education outline.","Human-driven face-to-face bedside briefing based on standardized institutional blueprints.","Page 4","THR07","Mentoring"
"c104M02N09","Standardized written materials self-study","Traditional Human-central Practice","E","Effectiveness Of Al-Assisted Patient Health Education Using Voice Cloning And Chatgpt: Prospective Randomized Controlled Trial","Written education materials were standardized education manuals compiled by the hospital that patients could take back to the ward or home to read.","Paper‑based manuals that patients read independently.","Page 4, Traditional Education Group","THR03","Deliberate Practice"
"c105M02N16","Self-study from English materials","Traditional Human-central Practice","E","Removing A Blindfold': Perspectives Of Physical Therapists After Completing The Peak-Portuguese E-Learning Course","both in Portuguese, as I was looking for something in Portuguese, even though my English is good","Non-digital learning approach using English-language scientific materials","Page 5","THR03","Deliberate Practice"
