sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"TE01","Artificial Intelligence and Intelligent Computation","c101M01N16","Gemini 2.5 Pro API","The system's core logic is entirely powered by Google's Gemini 2.5 Pro API.","TE01","Artificial Intelligence and Intelligent Computation"
"TE02","Human–Computer Interaction and Immersive Technologies","c101M01N17","Gradio","The user interface is built with Gradio, an open-source Python framework for web-based machine-learning interfaces.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE02","Human–Computer Interaction and Immersive Technologies","c101M01N18","bpmn-js","Process diagrams are rendered in the browser using bpmn-js.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE01","Artificial Intelligence and Intelligent Computation","c102M01N23","GPT-4","GPT-4 is tested for task interpretation in open-domain, assembly, and HRC images.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c102M01N24","Pre-trained video-text LLM","The pre-trained video-text LLM is directly applied to downstream HRC validation without fine-tuning.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c102M01N25","Transformer video encoder","The stream of video images is fed into a Transformer video encoder.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c102M01N26","Cross-attention module","A cross-attention module obtains global visual embeddings.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c102M01N27","Text decoder","A text decoder generates narrations from visual embeddings autoregressively.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c102M01N28","Dual-encoder model","A dual-encoder model refines textual descriptions and generates human intention narration.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c102M01N29","LLM","The LLM recursively decomposes task descriptions and infers interactions with multiple objects.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c102M01N30","Rapidly-exploring random tree","The motion planner uses a rapidly-exploring random tree to generate diverse robot trajectories.","TE01","Artificial Intelligence and Intelligent Computation"
"TE05","Imaging, Sensing, and Perception Technologies","c103M01N30","body-conducted-sound sensor prototype","The researchers created a prototype because none was commercially available.","TE05","Imaging, Sensing, and Perception Technologies"
"TE05","Imaging, Sensing, and Perception Technologies","c103M01N31","electret condenser microphone","An exposed-diaphragm microphone was installed in the sensor housing.","TE05","Imaging, Sensing, and Perception Technologies"
"TE05","Imaging, Sensing, and Perception Technologies","c103M01N32","wristband","A wristband secured the sensor to the dominant wrist.","TE05","Imaging, Sensing, and Perception Technologies"
"TE05","Imaging, Sensing, and Perception Technologies","c103M01N33","high-pass filter","A high-pass filter was applied to eliminate noise.","TE05","Imaging, Sensing, and Perception Technologies"
"TE05","Imaging, Sensing, and Perception Technologies","c103M01N34","fast Fourier transform","FFT was calculated for frames of seven lengths.","TE05","Imaging, Sensing, and Perception Technologies"
"TE05","Imaging, Sensing, and Perception Technologies","c103M01N35","Mel filter bank","Mel filter-bank features were extracted from FFT amplitudes.","TE05","Imaging, Sensing, and Perception Technologies"
"TE05","Imaging, Sensing, and Perception Technologies","c103M01N36","zero-crossing rate","Zero-crossing rate was evaluated for each analysis window.","TE05","Imaging, Sensing, and Perception Technologies"
"TE01","Artificial Intelligence and Intelligent Computation","c103M01N37","deep residual learning with dilated causal convolution extreme learning machine","The proposed recognition method adopts DRLDCC-ELM.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c103M01N38","transformer encoder","The baseline uses a standard transformer encoder and classification head.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c103M01N39","Adam optimizer","The transformer was trained with Adam at a learning rate of 1e-5.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c103M02N04","DRLDCC-ELM","The DRLDCC-ELM adopts a dilated causal convolution ELM in each layer to effectively expand the receptive fields of the multilayer ELMs.","TE01","Artificial Intelligence and Intelligent Computation"
"TE02","Human–Computer Interaction and Immersive Technologies","c104M01N15","Mobile Augmented Reality technology","The study developed a Mobile Augmented Reality application to guide IoT circuit assembly.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE07","Mobile, Social and Communication Technologies","c104M01N16","iPad Pro","An iPad Pro was selected for computational power, large screen size, stable AR tracking, and user experience.","TE07","Mobile, Social and Communication Technologies"
