sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"TP08","Generative Knowledge Synthesis and Content Production","c101M01N10","LLM-powered chatbot","The paper presents an LLM-powered chatbot that guides users in describing workflows and incrementally constructs a BPMN model.","TP08","Generative Knowledge Synthesis and Content Production"
"TP08","Generative Knowledge Synthesis and Content Production","c101M01N11","interactive modelling session","The evaluation was conducted through an interactive dialogue between a user and the chatbot.","TP08","Generative Knowledge Synthesis and Content Production"
"TP08","Generative Knowledge Synthesis and Content Production","c101M01N12","conversational frontend","The implemented split-screen interface contains a chat window and a diagram canvas.","TP08","Generative Knowledge Synthesis and Content Production"
"TP04","Interactive Consequence Learning and Digital Feedback","c101M01N13","client-side visualization","Process diagrams are rendered in the browser, providing instant visual feedback and diagram interaction.","TP04","Interactive Consequence Learning and Digital Feedback"
"TP08","Generative Knowledge Synthesis and Content Production","c101M01N14","intelligence layer","The system's core logic is described as an intelligence layer powered by Google's Gemini 2.5 Pro API.","TP08","Generative Knowledge Synthesis and Content Production"
"TP08","Generative Knowledge Synthesis and Content Production","c101M01N15","prompt engineering for structured output","The system prompt was refined to compel a structured and predictable response containing XML and JSON blocks.","TP08","Generative Knowledge Synthesis and Content Production"
"TP08","Generative Knowledge Synthesis and Content Production","c101M02N16","LLM-driven conversational BPMN assistant","This paper introduces a large-language-model (LLM)-driven conversational assistant that captures such knowledge on the shop floor and converts it incrementally and interactively into standards-compliant BPMN 2.0 diagrams","TP08","Generative Knowledge Synthesis and Content Production"
"TP14","Ambiguous Technology-enable Practice","c101M02N17","Gradio split-screen UI front-end","The user interface is built with Gradio, an open-source Python framework that enables the rapid development of web-based UIs","TP14","Ambiguous Technology-enable Practice"
"TP07","Algorithmic Pattern Discovery and Prediction","c102M01N12","Traditional multi-step task interpretation","Traditional task interpretation involves scene perception, scene graph construction, and task interpretation.","TP07","Algorithmic Pattern Discovery and Prediction"
"TP07","Algorithmic Pattern Discovery and Prediction","c102M01N13","Scene perception module","The scene perception module detects humans, robots, and industrial parts in the HRC workspace.","TP07","Algorithmic Pattern Discovery and Prediction"
"TP09","Semantic Knowledge Structuring and Retrieval","c102M01N14","Scene graph construction","The scene graph model learns object relationships and establishes connections using different edge types.","TP09","Semantic Knowledge Structuring and Retrieval"
"TP09","Semantic Knowledge Structuring and Retrieval","c102M01N15","Scene-graph-based task interpretation","Task interpretations are generated from triples derived from the scene graph.","TP09","Semantic Knowledge Structuring and Retrieval"
"TP08","Generative Knowledge Synthesis and Content Production","c102M01N16","LLM-based task interpretation","GPT-4 uses a given image and a prompt to produce detailed scene depictions and task interpretations.","TP08","Generative Knowledge Synthesis and Content Production"
"TP07","Algorithmic Pattern Discovery and Prediction","c102M01N17","Human intention narration approach","The approach generates textual descriptions of human-relevant tasks from temporal videos.","TP07","Algorithmic Pattern Discovery and Prediction"
"TP07","Algorithmic Pattern Discovery and Prediction","c102M01N18","Language-guided robot skill acquisition approach","The approach recursively decomposes a task description and enables robot skill acquisition.","TP07","Algorithmic Pattern Discovery and Prediction"
"TP07","Algorithmic Pattern Discovery and Prediction","c102M01N19","6-DOF exploration primitive","A 6-DOF exploration primitive is employed after LLM task decomposition.","TP07","Algorithmic Pattern Discovery and Prediction"
"TP07","Algorithmic Pattern Discovery and Prediction","c102M01N20","Sampling-based motion planner","The 6-DOF exploration primitive includes a sampling-based motion planner.","TP07","Algorithmic Pattern Discovery and Prediction"
"TP07","Algorithmic Pattern Discovery and Prediction","c102M01N21","Geometry-based grasp sampler","The grasp sampler explores points in an object's point cloud to identify suitable grasps.","TP07","Algorithmic Pattern Discovery and Prediction"
"TP07","Algorithmic Pattern Discovery and Prediction","c102M01N22","Placement sampler","The placement sampler determines optimal placement poses.","TP07","Algorithmic Pattern Discovery and Prediction"
"TP07","Algorithmic Pattern Discovery and Prediction","c102M02N26","Robot low-code execution","language-guided robot skill acquisition approach initially decomposes the task description recursively into subtasks","TP07","Algorithmic Pattern Discovery and Prediction"
"TP07","Algorithmic Pattern Discovery and Prediction","c103M01N24","body-conducted-sound handwork-recognition experiment","The experiment acquired sounds, extracted features, trained models, and evaluated 13 classes.","TP07","Algorithmic Pattern Discovery and Prediction"
"TP06","Worker Activity and State Capture through Wearable Sensors and Cameras","c103M01N25","dominant-wrist body-conducted-sound acquisition","A wrist-mounted sensor acquired sounds during 13 handwork types over six iterations.","TP06","Worker Activity and State Capture through Wearable Sensors and Cameras"
"TP07","Algorithmic Pattern Discovery and Prediction","c103M01N26","MelFB-ZCR body-conducted-sound feature extraction","Filtering, Fourier analysis, Mel filtering, and ZCR produced feature vectors.","TP07","Algorithmic Pattern Discovery and Prediction"
"TP07","Algorithmic Pattern Discovery and Prediction","c103M01N27","DRLDCC-ELM handwork-model training","Multilayer ELMs were trained ten times with different random seeds.","TP07","Algorithmic Pattern Discovery and Prediction"
"TP07","Algorithmic Pattern Discovery and Prediction","c103M01N28","transformer handwork-baseline training","The transformer was trained ten times with different random seeds.","TP07","Algorithmic Pattern Discovery and Prediction"
"TP06","Worker Activity and State Capture through Wearable Sensors and Cameras","c103M02N21","Wearable wrist sensor","A wristband was used to secure a body-conducted sound sensor in the middle of the dorsal wrist of the dominant hand.","TP06","Worker Activity and State Capture through Wearable Sensors and Cameras"
"TP07","Algorithmic Pattern Discovery and Prediction","c103M02N22","Regularized least-squares training","The optimal weight matrix beta* can be obtained as a solution to a standard regularized least-squares problem.","TP07","Algorithmic Pattern Discovery and Prediction"
"TP07","Algorithmic Pattern Discovery and Prediction","c103M02N27","Model inference process","The DRLDCC-ELM outputs one prediction each time a new feature vector is fed to the model.","TP07","Algorithmic Pattern Discovery and Prediction"
"TP06","Worker Activity and State Capture through Wearable Sensors and Cameras","c103M02N28","Air-conducted sound capture","Air-conducted sounds can also be utilized as a modality for handwork recognition because such sounds can propagate via diffraction.","TP06","Worker Activity and State Capture through Wearable Sensors and Cameras"
"TP03","Situated Experiential Learning through Extended Reality","c104M01N12","MAR application IoT assembly training","The study developed and evaluated a MAR application that visualized IoT circuit assembly steps, provided 3D component models, and enabled interaction.","TP03","Situated Experiential Learning through Extended Reality"
"TP03","Situated Experiential Learning through Extended Reality","c104M01N13","step-by-step assembly guidance module","Virtual elements and step-by-step animation guided users in placing real elements accurately on the breadboard.","TP03","Situated Experiential Learning through Extended Reality"
"TP04","Interactive Consequence Learning and Digital Feedback","c104M01N14","IoT component-control module","The second main module allowed users to control IoT components after completing the circuit through commands sent via a web server.","TP04","Interactive Consequence Learning and Digital Feedback"
"TP03","Situated Experiential Learning through Extended Reality","c104M02N14","MAR application for assembly guidance","The MAR application overlays virtual elements over real objects to guide assembly.","TP03","Situated Experiential Learning through Extended Reality"
"TP12","Multimedia and Blended Knowledge Internalization","c105M01N21","Current digital work instructions on an external screen","Company A displayed its normal instructions on a screen close to the workplace.","TP12","Multimedia and Blended Knowledge Internalization"
"TP06","Worker Activity and State Capture through Wearable Sensors and Cameras","c105M01N22","Vuzix M400 knowledge-capture prototype","The capture prototype used Vuzix M400 glasses to record expert narration and video.","TP06","Worker Activity and State Capture through Wearable Sensors and Cameras"
"TP07","Algorithmic Pattern Discovery and Prediction","c105M01N23","Whisper-based video-to-written-instructions conversion","Recorded video was transcribed and its step indications were used to create written instructions.","TP07","Algorithmic Pattern Discovery and Prediction"
"TP03","Situated Experiential Learning through Extended Reality","c105M01N24","Magic Leap 2 AR-instruction prototype","The Company A pilot used Magic Leap 2 glasses to present step instructions and 3D visualizations.","TP03","Situated Experiential Learning through Extended Reality"
"TP03","Situated Experiential Learning through Extended Reality","c105M02N22","AR instruction system","AR solution with a complete set of glasses, in this case the Magic Leap 2","TP03","Situated Experiential Learning through Extended Reality"
"TP06","Worker Activity and State Capture through Wearable Sensors and Cameras","c105M02N23","AR knowledge capture system","Assisted Reality system with glasses, which are generally lighter and more comfortable to wear than full VR or Augmented Reality systems","TP06","Worker Activity and State Capture through Wearable Sensors and Cameras"
"TP12","Multimedia and Blended Knowledge Internalization","c106M01N14","digital procedures provided by a screen","G1 used digital procedures displayed on a large smart screen and navigated with a keyboard.","TP12","Multimedia and Blended Knowledge Internalization"
"TP03","Situated Experiential Learning through Extended Reality","c106M01N15","VMAR-based training module","The implemented module combined VM and AR solutions to support learning and trainer intervention.","TP03","Situated Experiential Learning through Extended Reality"
"TP03","Situated Experiential Learning through Extended Reality","c106M01N16","superimposition of digital and physical objects","G2 viewed digital component models overlaid on their intended physical locations through the HMD.","TP03","Situated Experiential Learning through Extended Reality"
"TP03","Situated Experiential Learning through Extended Reality","c106M01N17","Hand menu","The hand-bound menu enabled step selection, hologram control, and access to additional information.","TP03","Situated Experiential Learning through Extended Reality"
"TP04","Interactive Consequence Learning and Digital Feedback","c106M01N18","Virtual Dashboard","The dashboard displayed the current step and indicated whether additional information was available.","TP04","Interactive Consequence Learning and Digital Feedback"
