sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"TK12","Organizational Culture and Unwritten Working Practices","c101M01N01","tacit operational knowledge of the informal maintenance process","The evaluation aimed to transform tacit knowledge of the informal maintenance process into a structured AS-IS model.","TK12","Organizational Culture and Unwritten Working Practices"
"TK13","AmbiguousTacit Knowledge(*)","c101M02N01","Tacit knowledge","Tacit knowledge—the unwritten, experience-based insights people carry in their heads—is notoriously difficult to articulate","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c101M02N33","Informal verbal report","operator verbally explains the problem","TK13","AmbiguousTacit Knowledge(*)"
"TK02","Knowledge Conveyed Through Examples or Demonstration","c102M01N01","Human action intentions","The validation test applies a pre-trained video-text LLM to learn human action intentions from temporal video.","TK02","Knowledge Conveyed Through Examples or Demonstration"
"TK05","Practised Motor and Tool-Operation Skill","c102M01N02","Robot operational skills","The LLM-based method enables a robot to acquire skills from a task description.","TK05","Practised Motor and Tool-Operation Skill"
"TK07","Embodied Posture, Balance, and Spatial Control","c102M02N12","Real-time spatial behaviors","perceive intricate environments","TK07","Embodied Posture, Balance, and Spatial Control"
"TK11","Informal Coordination, Communication, and Escalation Know-how","c102M02N13","Collaborative coordination skills","bi-directional assistance and feedback between humans and robots","TK11","Informal Coordination, Communication, and Escalation Know-how"
"TK13","AmbiguousTacit Knowledge(*)","c102M02N14","Robot learning and adaptation skills","acquire new operational skills through human-robot interaction or curriculum learning","TK13","AmbiguousTacit Knowledge(*)"
"TK11","Informal Coordination, Communication, and Escalation Know-how","c102M02N15","Human-robot conversational feedback","human-LLM-robot and robot-LLM-human conversations","TK11","Informal Coordination, Communication, and Escalation Know-how"
"TK05","Practised Motor and Tool-Operation Skill","c103M01N02","writing letters using a ballpoint pen","The test subject performed this as handwork type 2.","TK05","Practised Motor and Tool-Operation Skill"
"TK05","Practised Motor and Tool-Operation Skill","c103M01N03","typing sentences using a keyboard","The test subject performed this as handwork type 3.","TK05","Practised Motor and Tool-Operation Skill"
"TK05","Practised Motor and Tool-Operation Skill","c103M01N04","moving a mouse","The test subject performed this as handwork type 4.","TK05","Practised Motor and Tool-Operation Skill"
"TK05","Practised Motor and Tool-Operation Skill","c103M01N05","clicking mouse buttons","The test subject performed this as handwork type 5.","TK05","Practised Motor and Tool-Operation Skill"
"TK05","Practised Motor and Tool-Operation Skill","c103M01N06","rotating a mouse wheel","The test subject performed this as handwork type 6.","TK05","Practised Motor and Tool-Operation Skill"
"TK05","Practised Motor and Tool-Operation Skill","c103M01N07","cutting a sheet of paper using scissors","The test subject performed this as handwork type 7.","TK05","Practised Motor and Tool-Operation Skill"
"TK05","Practised Motor and Tool-Operation Skill","c103M01N08","folding sheets of paper","The test subject performed this as handwork type 8.","TK05","Practised Motor and Tool-Operation Skill"
"TK05","Practised Motor and Tool-Operation Skill","c103M01N09","grasping plastic bags","The test subject performed this as handwork type 9.","TK05","Practised Motor and Tool-Operation Skill"
"TK05","Practised Motor and Tool-Operation Skill","c103M01N10","grasping sheets of aluminum foil","The test subject performed this as handwork type 10.","TK05","Practised Motor and Tool-Operation Skill"
"TK05","Practised Motor and Tool-Operation Skill","c103M01N11","stapling a sheet of paper","The test subject performed this as handwork type 11.","TK05","Practised Motor and Tool-Operation Skill"
"TK05","Practised Motor and Tool-Operation Skill","c103M01N12","repeatedly opening and closing a plastic bottle cap","The test subject performed this as handwork type 12.","TK05","Practised Motor and Tool-Operation Skill"
"TK13","AmbiguousTacit Knowledge(*)","c103M01N13","resting (no handwork)","Resting was included as handwork type 13.","TK13","AmbiguousTacit Knowledge(*)"
"TK05","Practised Motor and Tool-Operation Skill","c103M02N01","Handwork performance skills","Body-conducted sounds can be considered a mixture of the vibration of the muscle activities involved in hand gestures and the vibration of the hand as it contacts objects.","TK05","Practised Motor and Tool-Operation Skill"
"TK05","Practised Motor and Tool-Operation Skill","c103M02N25","Hand gestures","Body-conducted sounds can be used to recognize hand gestures, such as the dragging of a fingernail.","TK05","Practised Motor and Tool-Operation Skill"
"TK13","AmbiguousTacit Knowledge(*)","c103M02N26","Hand-contact objects","body-conducted sounds can be used to recognize... hand-contact objects, such as textured material contacting a fingernail.","TK13","AmbiguousTacit Knowledge(*)"
"TK05","Practised Motor and Tool-Operation Skill","c104M01N04","IoT circuit assembly skill","Participants became proficient in assembling the IoT components during the second evaluation phase, with reduced completion times in both groups.","TK05","Practised Motor and Tool-Operation Skill"
"TK05","Practised Motor and Tool-Operation Skill","c104M01N05","accurate component positioning know-how","The task required precise component placement, while the MAR animation guided accurate placement of real elements on the breadboard.","TK05","Practised Motor and Tool-Operation Skill"
"TK05","Practised Motor and Tool-Operation Skill","c104M02N08","Participants' hands-on assembly skill","The MAR group remembered the assembly steps better than the paper group, indicating acquired procedural skill.","TK05","Practised Motor and Tool-Operation Skill"
"TK07","Embodied Posture, Balance, and Spatial Control","c104M02N09","Cognitive mapping of component placement","AR aids in information integration by associating virtual objects with real-world objects, forming a basis for a link into memory.","TK07","Embodied Posture, Balance, and Spatial Control"
"TK13","AmbiguousTacit Knowledge(*)","c105M01N01","Expert process know-how","Tacit expert knowledge and specialist knowledge and skills are required to perform the processes.","TK13","AmbiguousTacit Knowledge(*)"
"TK04","Unrecognized or Unarticulated Personal Know-how","c105M01N02","Expert variations in task performance","The two experts used different task orders and performed some steps differently from the instructions.","TK04","Unrecognized or Unarticulated Personal Know-how"
"TK06","Trained Sensory and Perceptual Recognition","c105M01N03","Construction-drawing interpretation skill","Companies D, E, and F identified expertise and difficulty in interpreting a 3D object represented in a 2D drawing.","TK06","Trained Sensory and Perceptual Recognition"
"TK13","AmbiguousTacit Knowledge(*)","c105M01N04","Task-continuity know-how","Companies A and C reported errors when employees returned to a process after disruption.","TK13","AmbiguousTacit Knowledge(*)"
"TK05","Practised Motor and Tool-Operation Skill","c105M01N05","Extended air-pressure cleaning technique","Experts used the air-pressure pump longer to ensure all dirt was removed.","TK05","Practised Motor and Tool-Operation Skill"
"TK04","Unrecognized or Unarticulated Personal Know-how","c105M02N01","Expert tacit knowledge","experts tend to underestimate their own expertise, which can lead them to overlook sharing crucial information when giving their instructions","TK04","Unrecognized or Unarticulated Personal Know-how"
"TK13","AmbiguousTacit Knowledge(*)","c105M02N02","Specialist expertise","assessing which specialist expertise is particularly required and which cognitive complexities are involved","TK13","AmbiguousTacit Knowledge(*)"
"TK06","Trained Sensory and Perceptual Recognition","c105M02N03","Mental rotation skills","interpreting construction drawings, in which a 3D object is displayed in a 2D image... Interpreting these drawings is often difficult for employees","TK06","Trained Sensory and Perceptual Recognition"
"TK13","AmbiguousTacit Knowledge(*)","c105M02N04","Task switching knowledge","switching between tasks, and in particular returning to the process after it has been disrupted... sometimes leads to errors in the product","TK13","AmbiguousTacit Knowledge(*)"
"TK04","Unrecognized or Unarticulated Personal Know-how","c105M02N05","Process execution routines","experts perform certain tasks in a different order, adhering to their own expertise","TK04","Unrecognized or Unarticulated Personal Know-how"
"TK05","Practised Motor and Tool-Operation Skill","c106M01N06","procedural knowledge for complex machinery setup","The study assessed whether workers retained the complete assembly procedure immediately and after six days.","TK05","Practised Motor and Tool-Operation Skill"
"TK13","AmbiguousTacit Knowledge(*)","c106M01N07","technical skills beyond the mere understanding of the setup cycle","Trainer explanations were intended to develop technical skills beyond merely knowing the setup cycle.","TK13","AmbiguousTacit Knowledge(*)"
"TK05","Practised Motor and Tool-Operation Skill","c106M01N08","autonomous and reliable machinery setup","Workers were asked to perform without guidance to assess whether they could work autonomously and reliably while preventing mistakes.","TK05","Practised Motor and Tool-Operation Skill"
